商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
23W09T34,3月1週ＦＣ(順),東京 -> 中部,2023/01/24,2023/02/25,2023/03/03,1200.0,-,-
23W09T43,3月1週ＦＣ[逆],中部 -> 東京,2023/01/24,2023/02/25,2023/03/03,862.0,0.01,804.6
23W09T86,3月1週阿南紀北[逆],四国 -> 関西,2023/01/24,2023/02/25,2023/03/03,739.0,0.01,173.5
23W09T87,3月1週本四[逆],四国 -> 中国,2023/01/24,2023/02/25,2023/03/03,1001.0,-,-
23W09T97,3月1週関門[逆],九州 -> 中国,2023/01/24,2023/02/25,2023/03/03,0.0,-,-
23W10T21,3月2週北本[逆],東北 -> 北海道,2023/01/24,2023/03/04,2023/03/10,296.0,0.01,45.1
23W10T34,3月2週ＦＣ(順),東京 -> 中部,2023/01/24,2023/03/04,2023/03/10,1200.0,-,-
23W10T43,3月2週ＦＣ[逆],中部 -> 東京,2023/01/24,2023/03/04,2023/03/10,862.0,0.01,805.2
23W10T86,3月2週阿南紀北[逆],四国 -> 関西,2023/01/24,2023/03/04,2023/03/10,739.0,0.01,173.5
23W10T87,3月2週本四[逆],四国 -> 中国,2023/01/24,2023/03/04,2023/03/10,1001.0,-,-
23W10T97,3月2週関門[逆],九州 -> 中国,2023/01/24,2023/03/04,2023/03/10,0.0,-,-
23W11T21,3月3週北本[逆],東北 -> 北海道,2023/01/24,2023/03/11,2023/03/17,296.0,0.01,45.1
23W11T34,3月3週ＦＣ(順),東京 -> 中部,2023/01/24,2023/03/11,2023/03/17,1200.0,-,-
23W11T43,3月3週ＦＣ[逆],中部 -> 東京,2023/01/24,2023/03/11,2023/03/17,262.0,0.51,262.0
23W11T86,3月3週阿南紀北[逆],四国 -> 関西,2023/01/24,2023/03/11,2023/03/17,39.0,0.02,39.0
23W11T87,3月3週本四[逆],四国 -> 中国,2023/01/24,2023/03/11,2023/03/17,1001.0,0.01,540.0
23W11T97,3月3週関門[逆],九州 -> 中国,2023/01/24,2023/03/11,2023/03/17,0.0,-,-
23W12T21,3月4週北本[逆],東北 -> 北海道,2023/01/24,2023/03/18,2023/03/24,296.0,0.01,45.1
23W12T34,3月4週ＦＣ(順),東京 -> 中部,2023/01/24,2023/03/18,2023/03/24,1200.0,-,-
23W12T43,3月4週ＦＣ[逆],中部 -> 東京,2023/01/24,2023/03/18,2023/03/24,262.0,0.42,262.0
23W12T86,3月4週阿南紀北[逆],四国 -> 関西,2023/01/24,2023/03/18,2023/03/24,39.0,0.02,39.0
23W12T87,3月4週本四[逆],四国 -> 中国,2023/01/24,2023/03/18,2023/03/24,1001.0,-,-
23W12T97,3月4週関門[逆],九州 -> 中国,2023/01/24,2023/03/18,2023/03/24,0.0,-,-
23W13T21,3月5週北本[逆],東北 -> 北海道,2023/01/24,2023/03/25,2023/03/31,296.0,0.01,45.1
23W13T34,3月5週ＦＣ(順),東京 -> 中部,2023/01/24,2023/03/25,2023/03/31,1200.0,-,-
23W13T43,3月5週ＦＣ[逆],中部 -> 東京,2023/01/24,2023/03/25,2023/03/31,262.0,0.52,262.0
23W13T86,3月5週阿南紀北[逆],四国 -> 関西,2023/01/24,2023/03/25,2023/03/31,739.0,0.01,173.5
23W13T87,3月5週本四[逆],四国 -> 中国,2023/01/24,2023/03/25,2023/03/31,1001.0,-,-
23W13T97,3月5週関門[逆],九州 -> 中国,2023/01/24,2023/03/25,2023/03/31,0.0,-,-
23W14T21,4月1週北本[逆],東北 -> 北海道,2023/02/22,2023/04/01,2023/04/07,296.0,0.01,28.1
23W14T34,4月1週ＦＣ(順),東京 -> 中部,2023/02/22,2023/04/01,2023/04/07,1200.0,-,-
23W14T43,4月1週ＦＣ[逆],中部 -> 東京,2023/02/22,2023/04/01,2023/04/07,862.0,0.05,862.0
23W14T86,4月1週阿南紀北[逆],四国 -> 関西,2023/02/22,2023/04/01,2023/04/07,739.0,0.01,63.5
23W14T87,4月1週本四[逆],四国 -> 中国,2023/02/22,2023/04/01,2023/04/07,1001.0,-,-
23W14T97,4月1週関門[逆],九州 -> 中国,2023/02/22,2023/04/01,2023/04/07,0.0,-,-
23W15T21,4月2週北本[逆],東北 -> 北海道,2023/02/22,2023/04/08,2023/04/14,296.0,0.01,28.1
23W15T34,4月2週ＦＣ(順),東京 -> 中部,2023/02/22,2023/04/08,2023/04/14,1200.0,-,-
23W15T43,4月2週ＦＣ[逆],中部 -> 東京,2023/02/22,2023/04/08,2023/04/14,262.0,1.10,262.0
23W15T86,4月2週阿南紀北[逆],四国 -> 関西,2023/02/22,2023/04/08,2023/04/14,39.0,0.02,39.0
23W15T87,4月2週本四[逆],四国 -> 中国,2023/02/22,2023/04/08,2023/04/14,1001.0,-,-
23W15T97,4月2週関門[逆],九州 -> 中国,2023/02/22,2023/04/08,2023/04/14,0.0,-,-
23W16T21,4月3週北本[逆],東北 -> 北海道,2023/02/22,2023/04/15,2023/04/21,296.0,0.01,28.1
23W16T34,4月3週ＦＣ(順),東京 -> 中部,2023/02/22,2023/04/15,2023/04/21,1200.0,-,-
23W16T43,4月3週ＦＣ[逆],中部 -> 東京,2023/02/22,2023/04/15,2023/04/21,262.0,1.10,262.0
23W16T86,4月3週阿南紀北[逆],四国 -> 関西,2023/02/22,2023/04/15,2023/04/21,39.0,0.02,39.0
23W16T87,4月3週本四[逆],四国 -> 中国,2023/02/22,2023/04/15,2023/04/21,1001.0,-,-
23W16T97,4月3週関門[逆],九州 -> 中国,2023/02/22,2023/04/15,2023/04/21,0.0,-,-
23W17T21,4月4週北本[逆],東北 -> 北海道,2023/02/22,2023/04/22,2023/04/28,296.0,0.01,28.1
23W17T34,4月4週ＦＣ(順),東京 -> 中部,2023/02/22,2023/04/22,2023/04/28,1200.0,-,-
23W17T43,4月4週ＦＣ[逆],中部 -> 東京,2023/02/22,2023/04/22,2023/04/28,262.0,1.10,262.0
23W17T86,4月4週阿南紀北[逆],四国 -> 関西,2023/02/22,2023/04/22,2023/04/28,739.0,0.01,63.5
23W17T87,4月4週本四[逆],四国 -> 中国,2023/02/22,2023/04/22,2023/04/28,1001.0,-,-
23W17T97,4月4週関門[逆],九州 -> 中国,2023/02/22,2023/04/22,2023/04/28,0.0,-,-
23W18T21,5月1週北本[逆],東北 -> 北海道,2023/03/23,2023/04/29,2023/05/05,379.0,0.01,21.0
23W18T34,5月1週ＦＣ(順),東京 -> 中部,2023/03/23,2023/04/29,2023/05/05,1200.0,-,-
23W18T43,5月1週ＦＣ[逆],中部 -> 東京,2023/03/23,2023/04/29,2023/05/05,262.0,1.10,262.0
23W18T86,5月1週阿南紀北[逆],四国 -> 関西,2023/03/23,2023/04/29,2023/05/05,739.0,0.01,68.0
23W18T87,5月1週本四[逆],四国 -> 中国,2023/03/23,2023/04/29,2023/05/05,1001.0,-,-
23W18T97,5月1週関門[逆],九州 -> 中国,2023/03/23,2023/04/29,2023/05/05,0.0,-,-
23W19T21,5月2週北本[逆],東北 -> 北海道,2023/03/23,2023/05/06,2023/05/12,379.0,0.01,21.0
23W19T34,5月2週ＦＣ(順),東京 -> 中部,2023/03/23,2023/05/06,2023/05/12,1200.0,-,-
23W19T43,5月2週ＦＣ[逆],中部 -> 東京,2023/03/23,2023/05/06,2023/05/12,262.0,1.10,262.0
23W19T86,5月2週阿南紀北[逆],四国 -> 関西,2023/03/23,2023/05/06,2023/05/12,739.0,0.01,68.0
23W19T87,5月2週本四[逆],四国 -> 中国,2023/03/23,2023/05/06,2023/05/12,1001.0,-,-
23W19T97,5月2週関門[逆],九州 -> 中国,2023/03/23,2023/05/06,2023/05/12,0.0,-,-
23W20T21,5月3週北本[逆],東北 -> 北海道,2023/03/23,2023/05/13,2023/05/19,379.0,0.01,21.0
23W20T34,5月3週ＦＣ(順),東京 -> 中部,2023/03/23,2023/05/13,2023/05/19,1200.0,-,-
23W20T43,5月3週ＦＣ[逆],中部 -> 東京,2023/03/23,2023/05/13,2023/05/19,262.0,1.10,262.0
23W20T86,5月3週阿南紀北[逆],四国 -> 関西,2023/03/23,2023/05/13,2023/05/19,739.0,0.01,68.0
23W20T87,5月3週本四[逆],四国 -> 中国,2023/03/23,2023/05/13,2023/05/19,1001.0,-,-
23W20T97,5月3週関門[逆],九州 -> 中国,2023/03/23,2023/05/13,2023/05/19,0.0,-,-
23W21T21,5月4週北本[逆],東北 -> 北海道,2023/03/23,2023/05/20,2023/05/26,379.0,0.01,21.0
23W21T34,5月4週ＦＣ(順),東京 -> 中部,2023/03/23,2023/05/20,2023/05/26,1200.0,-,-
23W21T43,5月4週ＦＣ[逆],中部 -> 東京,2023/03/23,2023/05/20,2023/05/26,262.0,1.10,262.0
23W21T86,5月4週阿南紀北[逆],四国 -> 関西,2023/03/23,2023/05/20,2023/05/26,739.0,0.01,68.0
23W21T87,5月4週本四[逆],四国 -> 中国,2023/03/23,2023/05/20,2023/05/26,1001.0,-,-
23W21T97,5月4週関門[逆],九州 -> 中国,2023/03/23,2023/05/20,2023/05/26,0.0,-,-
