商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
25W10T87,3月1週本四[逆],四国 -> 中国,2025/01/22,2025/03/01,2025/03/07,1001.0,0.66,1001.0
25W10T97,3月1週関門[逆],九州 -> 中国,2025/01/22,2025/03/01,2025/03/07,0.0,-,-
25W11T21,3月2週北本[逆],東北 -> 北海道,2025/01/22,2025/03/08,2025/03/14,337.5,0.21,337.5
25W11T34,3月2週ＦＣ(順),東京 -> 中部,2025/01/22,2025/03/08,2025/03/14,750.0,-,-
25W11T43,3月2週ＦＣ[逆],中部 -> 東京,2025/01/22,2025/03/08,2025/03/14,412.0,0.30,412.0
25W11T86,3月2週阿南紀北[逆],四国 -> 関西,2025/01/22,2025/03/08,2025/03/14,0.0,-,-
25W11T87,3月2週本四[逆],四国 -> 中国,2025/01/22,2025/03/08,2025/03/14,1001.0,0.66,1001.0
25W11T97,3月2週関門[逆],九州 -> 中国,2025/01/22,2025/03/08,2025/03/14,0.0,-,-
25W12T21,3月3週北本[逆],東北 -> 北海道,2025/01/22,2025/03/15,2025/03/21,37.5,0.23,37.5
25W12T34,3月3週ＦＣ(順),東京 -> 中部,2025/01/22,2025/03/15,2025/03/21,750.0,-,-
25W12T43,3月3週ＦＣ[逆],中部 -> 東京,2025/01/22,2025/03/15,2025/03/21,412.0,0.38,412.0
25W12T86,3月3週阿南紀北[逆],四国 -> 関西,2025/01/22,2025/03/15,2025/03/21,0.0,-,-
25W12T87,3月3週本四[逆],四国 -> 中国,2025/01/22,2025/03/15,2025/03/21,1001.0,0.66,1001.0
25W12T97,3月3週関門[逆],九州 -> 中国,2025/01/22,2025/03/15,2025/03/21,0.0,-,-
25W13T21,3月4週北本[逆],東北 -> 北海道,2025/01/22,2025/03/22,2025/03/28,0.0,-,-
25W13T34,3月4週ＦＣ(順),東京 -> 中部,2025/01/22,2025/03/22,2025/03/28,750.0,-,-
25W13T43,3月4週ＦＣ[逆],中部 -> 東京,2025/01/22,2025/03/22,2025/03/28,352.0,0.46,352.0
25W13T86,3月4週阿南紀北[逆],四国 -> 関西,2025/01/22,2025/03/22,2025/03/28,0.0,-,-
25W13T87,3月4週本四[逆],四国 -> 中国,2025/01/22,2025/03/22,2025/03/28,1001.0,0.66,1001.0
25W13T97,3月4週関門[逆],九州 -> 中国,2025/01/22,2025/03/22,2025/03/28,0.0,-,-
25W14T21,4月1週北本[逆],東北 -> 北海道,2025/02/25,2025/03/29,2025/04/04,318.0,0.01,76.0
25W14T34,4月1週ＦＣ(順),東京 -> 中部,2025/02/25,2025/03/29,2025/04/04,750.0,-,-
25W14T43,4月1週ＦＣ[逆],中部 -> 東京,2025/02/25,2025/03/29,2025/04/04,352.0,0.53,352.0
25W14T86,4月1週阿南紀北[逆],四国 -> 関西,2025/02/25,2025/03/29,2025/04/04,0.0,-,-
25W14T87,4月1週本四[逆],四国 -> 中国,2025/02/25,2025/03/29,2025/04/04,1001.0,0.30,1001.0
25W14T97,4月1週関門[逆],九州 -> 中国,2025/02/25,2025/03/29,2025/04/04,0.0,-,-
25W15T21,4月2週北本[逆],東北 -> 北海道,2025/02/25,2025/04/05,2025/04/11,318.0,0.01,247.0
25W15T34,4月2週ＦＣ(順),東京 -> 中部,2025/02/25,2025/04/05,2025/04/11,750.0,-,-
25W15T43,4月2週ＦＣ[逆],中部 -> 東京,2025/02/25,2025/04/05,2025/04/11,412.0,0.50,412.0
25W15T86,4月2週阿南紀北[逆],四国 -> 関西,2025/02/25,2025/04/05,2025/04/11,0.0,-,-
25W15T87,4月2週本四[逆],四国 -> 中国,2025/02/25,2025/04/05,2025/04/11,1001.0,0.30,1001.0
25W15T97,4月2週関門[逆],九州 -> 中国,2025/02/25,2025/04/05,2025/04/11,328.8,0.10,328.8
25W16T21,4月3週北本[逆],東北 -> 北海道,2025/02/25,2025/04/12,2025/04/18,318.0,0.01,197.0
25W16T34,4月3週ＦＣ(順),東京 -> 中部,2025/02/25,2025/04/12,2025/04/18,750.0,-,-
25W16T43,4月3週ＦＣ[逆],中部 -> 東京,2025/02/25,2025/04/12,2025/04/18,412.0,0.43,412.0
25W16T86,4月3週阿南紀北[逆],四国 -> 関西,2025/02/25,2025/04/12,2025/04/18,0.0,-,-
25W16T87,4月3週本四[逆],四国 -> 中国,2025/02/25,2025/04/12,2025/04/18,1001.0,0.30,1001.0
25W16T97,4月3週関門[逆],九州 -> 中国,2025/02/25,2025/04/12,2025/04/18,118.8,0.16,118.8
25W17T21,4月4週北本[逆],東北 -> 北海道,2025/02/25,2025/04/19,2025/04/25,318.0,0.01,197.0
25W17T34,4月4週ＦＣ(順),東京 -> 中部,2025/02/25,2025/04/19,2025/04/25,1200.0,-,-
25W17T43,4月4週ＦＣ[逆],中部 -> 東京,2025/02/25,2025/04/19,2025/04/25,862.0,0.18,862.0
25W17T86,4月4週阿南紀北[逆],四国 -> 関西,2025/02/25,2025/04/19,2025/04/25,0.0,-,-
25W17T87,4月4週本四[逆],四国 -> 中国,2025/02/25,2025/04/19,2025/04/25,1001.0,0.30,1001.0
25W17T97,4月4週関門[逆],九州 -> 中国,2025/02/25,2025/04/19,2025/04/25,118.8,0.16,118.8
25W18T21,5月1週北本[逆],東北 -> 北海道,2025/03/25,2025/04/26,2025/05/02,308.0,0.01,308.0
25W18T34,5月1週ＦＣ(順),東京 -> 中部,2025/03/25,2025/04/26,2025/05/02,1200.0,0.01,1200.0
25W18T43,5月1週ＦＣ[逆],中部 -> 東京,2025/03/25,2025/04/26,2025/05/02,862.0,0.01,688.9
25W18T86,5月1週阿南紀北[逆],四国 -> 関西,2025/03/25,2025/04/26,2025/05/02,0.0,-,-
25W18T87,5月1週本四[逆],四国 -> 中国,2025/03/25,2025/04/26,2025/05/02,1001.0,0.08,1001.0
25W18T97,5月1週関門[逆],九州 -> 中国,2025/03/25,2025/04/26,2025/05/02,844.4,0.01,362.0
25W19T21,5月2週北本[逆],東北 -> 北海道,2025/03/25,2025/05/03,2025/05/09,308.0,0.02,308.0
25W19T34,5月2週ＦＣ(順),東京 -> 中部,2025/03/25,2025/05/03,2025/05/09,1200.0,0.01,1200.0
25W19T43,5月2週ＦＣ[逆],中部 -> 東京,2025/03/25,2025/05/03,2025/05/09,862.0,0.01,674.6
25W19T86,5月2週阿南紀北[逆],四国 -> 関西,2025/03/25,2025/05/03,2025/05/09,0.0,-,-
25W19T87,5月2週本四[逆],四国 -> 中国,2025/03/25,2025/05/03,2025/05/09,1001.0,0.08,1001.0
25W19T97,5月2週関門[逆],九州 -> 中国,2025/03/25,2025/05/03,2025/05/09,283.4,0.05,283.4
25W20T21,5月3週北本[逆],東北 -> 北海道,2025/03/25,2025/05/10,2025/05/16,308.0,0.01,250.0
25W20T34,5月3週ＦＣ(順),東京 -> 中部,2025/03/25,2025/05/10,2025/05/16,1200.0,-,-
25W20T43,5月3週ＦＣ[逆],中部 -> 東京,2025/03/25,2025/05/10,2025/05/16,262.0,1.23,262.0
25W20T86,5月3週阿南紀北[逆],四国 -> 関西,2025/03/25,2025/05/10,2025/05/16,0.0,-,-
25W20T87,5月3週本四[逆],四国 -> 中国,2025/03/25,2025/05/10,2025/05/16,1001.0,0.29,1001.0
25W20T97,5月3週関門[逆],九州 -> 中国,2025/03/25,2025/05/10,2025/05/16,33.4,0.80,33.4
25W21T21,5月4週北本[逆],東北 -> 北海道,2025/03/25,2025/05/17,2025/05/23,308.0,0.01,250.0
25W21T34,5月4週ＦＣ(順),東京 -> 中部,2025/03/25,2025/05/17,2025/05/23,1200.0,0.01,1200.0
25W21T43,5月4週ＦＣ[逆],中部 -> 東京,2025/03/25,2025/05/17,2025/05/23,262.0,0.64,262.0
25W21T86,5月4週阿南紀北[逆],四国 -> 関西,2025/03/25,2025/05/17,2025/05/23,0.0,-,-
25W21T87,5月4週本四[逆],四国 -> 中国,2025/03/25,2025/05/17,2025/05/23,1001.0,0.29,1001.0
25W21T97,5月4週関門[逆],九州 -> 中国,2025/03/25,2025/05/17,2025/05/23,33.4,0.80,33.4
25W22T21,5月5週北本[逆],東北 -> 北海道,2025/03/25,2025/05/24,2025/05/30,0.0,-,-
25W22T34,5月5週ＦＣ(順),東京 -> 中部,2025/03/25,2025/05/24,2025/05/30,1200.0,0.01,1200.0
25W22T43,5月5週ＦＣ[逆],中部 -> 東京,2025/03/25,2025/05/24,2025/05/30,262.0,0.72,262.0
25W22T86,5月5週阿南紀北[逆],四国 -> 関西,2025/03/25,2025/05/24,2025/05/30,0.0,-,-
25W22T87,5月5週本四[逆],四国 -> 中国,2025/03/25,2025/05/24,2025/05/30,1001.0,0.29,1001.0
25W22T97,5月5週関門[逆],九州 -> 中国,2025/03/25,2025/05/24,2025/05/30,333.4,0.05,333.4
