受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2019/04/02,24,23692500,20821250,16775950,5.87,12.84,6.31,6.31,4.98,4.98,4.98,4.98,4.98,4.98,9505300,3526800,1840400,1290400
2019/04/02,25,24402350,20355350,16577250,4.93,12.84,5.35,5.35,4.31,4.31,4.31,4.31,4.31,4.31,9316100,3464600,1942200,1392200
2019/04/02,26,24304750,20256200,16470550,4.93,12.84,5.35,5.35,4.13,4.13,4.13,4.13,4.13,4.13,9279650,3474650,1948700,1398700
2019/04/02,27,23361600,20787300,16595950,6.11,12.84,6.34,6.34,5.04,5.04,5.04,5.04,5.04,5.04,9334050,3511050,1761900,1286900
2019/04/02,28,23065550,20834900,16713800,6.16,12.84,6.34,6.34,5.06,5.06,5.06,5.06,5.06,5.06,9101000,3526000,1602400,1248900
2019/04/02,29,22507550,20607200,16531650,6.28,12.84,6.49,6.49,5.21,5.21,5.21,5.21,5.21,5.21,8869700,3527200,1502900,1205400
2019/04/02,30,21581150,20452700,16233400,6.33,15.00,6.49,6.49,5.04,5.04,5.04,5.04,5.04,5.04,8095350,3262850,1376400,1078900
2019/04/02,31,20491200,20410850,16015050,6.40,12.84,6.66,6.66,5.09,5.09,5.09,5.09,5.09,5.09,6878100,2886600,1348700,1101200
2019/04/02,32,19783450,20426850,15763450,6.52,14.17,7.80,7.80,5.45,5.45,5.45,5.45,5.45,5.45,6197550,2716050,1357200,1147700
2019/04/02,33,19006250,20326600,15843700,8.65,14.26,11.84,11.84,5.87,5.87,5.87,5.87,5.87,5.87,5492350,2756850,1477500,1172000
2019/04/02,34,18814750,20387950,15685350,8.65,34.99,11.69,11.69,6.33,6.33,6.33,6.33,6.33,6.33,5423750,2784750,1492500,1145000
2019/04/02,35,18574400,20369450,15950700,9.10,29.00,20.00,20.00,8.00,8.00,8.00,8.00,8.00,8.00,5246150,2960650,1451000,1178500
2019/04/02,36,18384350,20577300,16000150,9.66,31.00,30.00,30.00,9.48,9.48,9.48,9.48,9.48,9.48,5329200,3144700,1437500,1268500
2019/04/02,37,18140750,20504600,15939500,12.12,39.99,39.99,39.99,9.63,9.63,9.63,9.63,9.63,9.63,5205150,3306150,1457900,1292900
2019/04/02,38,17966300,20476050,15988750,12.81,39.99,39.99,39.99,10.34,10.34,10.34,10.34,10.34,10.34,5069050,3315050,1351900,1269900
2019/04/02,39,17792950,20223500,15894250,12.70,35.81,35.81,35.81,9.66,9.66,9.66,9.66,9.66,9.66,4932050,3313050,1393900,1269900
2019/04/02,40,17618900,19985350,15724000,12.13,35.05,35.05,35.05,9.66,9.66,9.66,9.66,9.66,9.66,4801350,3192350,1418900,1269900
2019/04/02,41,17141700,19661600,15385000,11.74,35.05,35.05,35.05,9.63,9.63,9.63,9.63,9.63,9.63,4510550,3050550,1433400,1269900
2019/04/02,42,17179050,19406400,15580450,11.04,30.00,30.00,30.00,9.48,9.48,9.48,9.48,9.48,9.48,4554650,3264650,1514900,1269900
2019/04/02,43,17039450,19269300,15436300,10.50,30.00,30.00,30.00,9.48,9.48,9.48,9.48,9.48,9.48,4493750,3138250,1477300,1270900
2019/04/02,44,17266500,18910850,15757450,9.63,12.85,12.85,12.85,9.03,9.03,9.03,9.03,9.03,9.03,4771350,3535850,1560900,1270900
2019/04/02,45,15815100,18538300,14488250,10.00,13.00,13.00,13.00,9.48,9.48,9.48,9.48,9.48,9.48,4467250,3336750,1462900,1175900
2019/04/02,46,15369400,18021750,14076050,9.63,12.22,12.22,12.22,9.48,9.48,9.48,9.48,9.48,9.48,4269800,3139300,1386400,1104400
2019/04/02,47,14923900,17688750,13598600,9.37,9.39,9.39,9.39,9.39,9.39,9.39,9.39,9.39,9.39,3950000,2894500,1284900,1045900
2019/04/02,48,14485750,17246700,13288450,8.77,9.47,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,3472300,2616800,947900,814400
2019/04/03,1,13608050,17778800,13301350,9.48,10.74,10.74,10.74,9.21,9.21,9.21,9.21,9.21,9.21,2690300,2511300,1056100,763100
2019/04/03,2,14097850,18118750,13701850,9.13,11.00,11.00,11.00,8.65,8.65,8.65,8.65,8.65,8.65,2957700,2706700,1244700,864600
2019/04/03,3,14270500,17927050,13796150,8.31,10.70,8.31,8.31,8.31,8.31,8.31,8.31,8.31,8.31,3082000,2856000,1397200,968200
2019/04/03,4,14298650,17939950,13915850,6.94,10.68,6.94,6.94,6.81,6.81,6.81,6.81,6.81,6.81,3140200,3006200,1612700,1033700
2019/04/03,5,14362300,17957700,13939200,6.81,10.68,6.94,6.94,6.81,6.81,6.81,6.81,6.81,6.81,3213450,3005950,1739200,1060200
2019/04/03,6,14450600,18156700,13928450,6.68,10.68,6.94,6.94,6.81,6.81,6.81,6.81,6.81,6.81,3363150,3005650,1843150,1064150
2019/04/03,7,14632800,18206800,13978300,6.68,10.67,8.80,8.80,6.81,6.81,6.81,6.81,6.81,6.81,3513050,3005550,1875100,1096100
2019/04/03,8,14786950,18143500,13980650,6.68,10.67,8.80,8.80,7.16,7.16,7.16,7.16,7.16,7.16,3663400,3005900,2004750,1179250
2019/04/03,9,14928600,18123350,14050000,6.62,10.68,8.07,8.07,6.13,6.13,6.13,6.13,6.13,6.13,3814600,3156600,2085150,1165650
2019/04/03,10,15063300,18220650,14052100,6.60,10.68,8.26,8.26,5.65,5.65,5.65,5.65,5.65,5.65,3968800,3306800,2206150,1267650
2019/04/03,11,15199550,18270100,14098950,6.62,10.70,8.26,8.26,5.93,5.93,5.93,5.93,5.93,5.93,4107550,3307050,2205550,1247050
2019/04/03,12,15268300,18491200,14241250,6.64,10.70,9.30,9.30,6.64,6.64,6.64,6.64,6.64,6.64,4090300,3307800,2226300,1287800
2019/04/03,13,15573150,18921950,14418550,9.66,13.05,13.05,13.05,9.40,9.40,9.40,9.40,9.40,9.40,4324600,3309100,2133650,1308150
2019/04/03,14,15924600,19272900,14592300,10.34,42.00,13.05,13.05,9.48,9.48,9.48,9.48,9.48,9.48,4558750,3310250,2061350,1334350
2019/04/03,15,16442850,19308650,14652850,8.03,42.00,11.84,11.84,7.40,7.40,7.40,7.40,7.40,7.40,5008850,3331850,1834400,1127900
2019/04/03,16,17071500,19684950,15040700,8.27,34.99,12.40,12.40,8.65,8.65,8.65,8.65,8.65,8.65,5336500,3364500,1786650,1125150
2019/04/03,17,18562400,20463300,16152100,7.30,20.00,9.89,9.89,8.65,8.65,8.65,8.65,8.65,8.65,5464950,3301450,1901850,1375550
2019/04/03,18,18756850,20806900,16299200,8.65,12.83,11.00,11.00,8.65,8.65,8.65,8.65,8.65,8.65,5388350,3166350,2013550,1496050
2019/04/03,19,19438200,20822600,16261600,7.02,12.84,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,5774350,2927350,2096900,1580400
2019/04/03,20,20511750,20630000,16221850,6.67,12.84,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,6620950,2786450,2249400,1732900
2019/04/03,21,21398050,20481350,16239350,6.29,12.81,6.53,6.53,5.81,5.81,5.81,5.81,5.81,5.81,7228350,2803850,2304050,1787550
2019/04/03,22,21596550,20546350,16361100,6.29,12.81,6.60,6.60,5.29,5.29,5.29,5.29,5.29,5.29,7444000,2996000,2247550,1731050
2019/04/03,23,21991150,20599900,16359450,6.22,12.81,6.54,6.54,5.30,5.30,5.30,5.30,5.30,5.30,7595150,3030150,2248050,1731550
2019/04/03,24,21990750,20481750,16313550,6.21,12.80,6.54,6.54,5.09,5.09,5.09,5.09,5.09,5.09,7607750,2972750,2342050,1825550
2019/04/03,25,23326100,19746700,16420700,4.67,12.06,6.34,6.34,2.76,2.76,2.76,2.76,2.76,2.76,7883600,3067100,2391150,1874650
2019/04/03,26,23326000,19540150,16427650,4.58,12.81,6.29,6.29,2.74,2.74,2.74,2.74,2.74,2.74,7921900,3075900,2371950,1855450
2019/04/03,27,22495850,20142400,16262550,5.45,12.81,6.44,6.44,3.82,3.82,3.82,3.82,3.82,3.82,7856200,3037200,2327400,1810900
2019/04/03,28,22138300,20169900,16202700,6.11,12.81,6.51,6.51,4.42,4.42,4.42,4.42,4.42,4.42,7759800,2982300,2313400,1796900
2019/04/03,29,21456400,20169750,16212750,6.24,12.81,6.52,6.52,5.03,5.03,5.03,5.03,5.03,5.03,7367050,2933550,2367900,1851400
2019/04/03,30,20834650,19893350,15682000,6.30,12.84,6.59,6.59,5.45,5.45,5.45,5.45,5.45,5.45,6823800,2548300,2219800,1802900
2019/04/03,31,20054250,19538100,15181500,6.38,12.79,7.80,7.80,5.46,5.46,5.46,5.46,5.46,5.46,6115600,2154100,1997900,1578700
2019/04/03,32,18451300,19750150,14909100,6.65,12.83,10.42,10.42,5.81,5.81,5.81,5.81,5.81,5.81,5036000,1893000,1850500,1418200
2019/04/03,33,17770400,20016000,15440250,10.10,12.92,12.92,12.92,6.29,6.29,6.29,6.29,6.29,6.29,4317050,2320050,2061100,1581500
2019/04/03,34,17195450,20260250,15462050,9.89,12.92,12.92,12.92,8.65,8.65,8.65,8.65,8.65,8.65,4132400,2593900,1959250,1419000
2019/04/03,35,17375800,20154800,15673600,9.48,29.91,29.91,29.91,8.65,8.65,8.65,8.65,8.65,8.65,3917600,2675100,1800100,1229500
2019/04/03,36,17061100,20675400,15767900,10.25,34.99,39.99,39.99,9.13,9.13,9.13,9.13,9.13,9.13,4085100,2932600,1819250,1082300
2019/04/03,37,17104200,20996500,15731150,12.32,40.00,40.00,40.00,9.91,9.91,9.91,9.91,9.91,9.91,4096700,2879700,1944150,1057250
2019/04/03,38,16935250,20938150,15732150,12.42,39.99,39.99,39.99,10.00,10.00,10.00,10.00,10.00,10.00,3965200,2878200,1919150,1032250
2019/04/03,39,16776850,20710050,15708300,12.42,39.99,39.99,39.99,9.82,9.82,9.82,9.82,9.82,9.82,3875650,2928650,1919150,1032250
2019/04/03,40,16605100,20530400,15535900,12.28,30.00,30.00,30.00,9.82,9.82,9.82,9.82,9.82,9.82,3729550,2812550,1944050,1030150
2019/04/03,41,16306900,20188800,15232500,12.00,20.00,20.00,20.00,9.87,9.87,9.87,9.87,9.87,9.87,3671150,2738150,1941900,1028050
2019/04/03,42,16171100,19969250,15238400,11.59,20.00,20.00,20.00,9.63,9.63,9.63,9.63,9.63,9.63,3560250,2747250,1932750,1018900
2019/04/03,43,16081800,19646000,15138450,10.53,15.00,15.00,15.00,9.63,9.63,9.63,9.63,9.63,9.63,3503900,2756400,1934450,1012500
2019/04/03,44,15926000,19490800,15088300,10.50,13.00,13.00,13.00,9.16,9.16,9.16,9.16,9.16,9.16,3317500,2765000,2034000,1007250
2019/04/03,45,14734400,19150250,13993650,11.04,20.00,20.00,20.00,9.48,9.48,9.48,9.48,9.48,9.48,3216900,2606400,2093550,948300
2019/04/03,46,14612150,18763600,13818000,10.34,20.00,20.00,20.00,6.33,6.33,6.33,6.33,6.33,6.33,3138000,2532500,1980700,943450
2019/04/03,47,14190400,18494500,13559800,10.39,13.01,13.01,13.01,8.65,8.65,8.65,8.65,8.65,8.65,2784700,2235700,1898850,982600
2019/04/03,48,13922050,17883750,13339950,10.68,13.01,13.01,13.01,8.65,8.65,8.65,8.65,8.65,8.65,2507000,1998500,1303150,792650
2019/04/04,1,13118800,17031100,12810350,9.35,9.53,9.35,9.35,9.13,9.13,9.13,9.13,9.13,9.13,2702050,2508050,1259200,846200
2019/04/04,2,13897650,18010050,13439650,8.65,9.47,9.35,9.35,8.65,8.65,8.65,8.65,8.65,8.65,3078050,2737550,1991700,1369100
2019/04/04,3,14166700,17983750,13642600,7.36,9.47,7.36,7.36,7.22,7.22,7.22,7.22,7.22,7.22,3227400,2886900,2136000,1461500
2019/04/04,4,14323950,17997700,13749800,6.68,8.70,7.36,7.36,6.16,6.16,6.16,6.16,6.16,6.16,3377300,3036800,2215700,1451200
2019/04/04,5,14402400,18060950,13868500,6.74,8.63,7.66,7.66,6.56,6.56,6.56,6.56,6.56,6.56,3432950,3186450,2260500,1567000
2019/04/04,6,14484450,18168350,13974750,7.68,8.00,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,3582000,3336000,2376450,1639450
2019/04/04,7,14484300,18186300,13925850,7.50,7.70,7.70,7.70,7.70,7.70,7.70,7.70,7.70,7.70,3668900,3335900,2424550,1696550
2019/04/04,8,14659550,18170000,13932750,6.75,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,3856800,3335800,2429550,1701550
2019/04/04,9,14831950,18087200,13936450,6.59,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,3999600,3336100,2425600,1696100
2019/04/04,10,15025450,18239350,13978650,6.59,8.47,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,4153850,3336350,2517600,1701100
2019/04/04,11,15224100,18277200,14035950,6.80,9.10,9.10,9.10,9.10,9.10,9.10,9.10,9.10,9.10,4313700,3336700,2527050,1704550
2019/04/04,12,15324350,18602800,14093700,7.66,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,4362800,3357800,2566950,1744450
2019/04/04,13,15837000,19091050,14488500,9.66,13.05,13.05,13.05,9.63,9.63,9.63,9.63,9.63,9.63,4532600,3363600,2570900,1804400
2019/04/04,14,16149750,19330800,14708750,9.63,13.05,13.05,13.05,9.48,9.48,9.48,9.48,9.48,9.48,4718100,3390100,2450700,1822700
2019/04/04,15,16653050,19396550,14791050,6.66,10.68,8.52,8.52,6.30,6.30,6.30,6.30,6.30,6.30,5077150,3437650,2344850,1566850
2019/04/04,16,17231800,19749600,15062500,6.73,10.70,9.87,9.87,6.32,6.32,6.32,6.32,6.32,6.32,5404250,3490750,2341000,1658000
2019/04/04,17,18977150,20297450,16220950,6.49,12.06,6.66,6.66,6.29,6.29,6.29,6.29,6.29,6.29,5711250,3373250,2348650,1824350
2019/04/04,18,19735950,20403600,16331300,6.54,12.81,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6205350,3257350,2314100,1921100
2019/04/04,19,20540750,20409050,16112900,6.38,12.83,6.52,6.52,5.81,5.81,5.81,5.81,5.81,5.81,6238750,2834750,2381850,2031850
2019/04/04,20,21163200,20356600,16230500,6.28,12.83,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6630400,2601400,2458350,2181350
2019/04/04,21,22020550,20225650,16267900,6.13,12.83,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6643200,2462200,2613450,2235950
2019/04/04,22,22460400,20300600,16454700,6.13,12.83,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6815250,2377250,2652450,2274450
2019/04/04,23,23061550,20516800,16465200,6.11,12.81,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6913000,2236500,2742900,2264400
2019/04/04,24,23337050,20436150,16571200,5.51,12.81,6.28,6.28,5.51,5.51,5.51,5.51,5.51,5.51,7011450,2230950,2879900,2401400
2019/04/04,25,24717900,20113350,16694000,4.62,12.15,4.85,4.85,3.22,3.22,3.22,3.22,3.22,3.22,7162100,2314600,3021700,2543200
2019/04/04,26,24939950,19962700,16739450,4.52,12.18,4.85,4.85,3.20,3.20,3.20,3.20,3.20,0.01,7253700,2309700,3072200,2593700
2019/04/04,27,23818200,20364000,16508900,5.04,12.83,6.20,6.20,4.96,4.96,4.96,4.96,4.96,4.96,7250050,2311050,2971900,2493400
2019/04/04,28,23194000,20277950,16120300,5.49,12.83,6.26,6.26,5.50,5.50,5.50,5.50,5.50,5.50,6927300,2106800,2774900,2296400
2019/04/04,29,22529050,20421250,15969950,6.20,12.84,6.31,6.31,5.67,5.67,5.67,5.67,5.67,5.67,6764250,2130250,2752400,2273900
2019/04/04,30,22169900,20270250,15947450,6.10,12.84,6.32,6.32,5.31,5.31,5.31,5.31,5.31,5.31,6411600,2190600,2736800,2257900
2019/04/04,31,20908200,20134850,16109200,6.27,12.81,6.48,6.48,4.81,4.81,4.81,4.81,4.81,4.81,6153800,2422300,2707400,2315200
