受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2013/04/01,1,2356500,992000,385000,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,1502000,1500,,
2013/04/01,2,3908500,972500,392500,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,2085500,1500,,
2013/04/01,3,4434000,1056000,340500,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,2335500,1500,,
2013/04/01,4,4534000,1052000,423500,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,2435500,1500,,
2013/04/01,5,4373500,1043000,437000,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,2348000,1500,,
2013/04/01,6,4463500,1054500,438000,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,2393000,1500,,
2013/04/01,7,4269500,1175000,485000,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,2234000,1500,,
2013/04/01,8,4220000,1198000,496500,14.22,14.22,14.22,14.22,14.27,14.27,14.27,14.27,14.27,14.27,2234000,1500,,
2013/04/01,9,4118500,1203000,495500,14.22,14.22,14.22,14.22,14.26,14.26,14.26,14.26,14.26,14.26,2299500,1500,,
2013/04/01,10,4363000,1183500,487000,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,2299500,1500,,
2013/04/01,11,4357500,1192000,448500,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,2299500,1500,,
2013/04/01,12,4365000,1199000,436000,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,2299500,1500,,
2013/04/01,13,4091500,1202500,467000,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,2329500,1500,,
2013/04/01,14,3713500,1266500,494500,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,2047500,1500,,
2013/04/01,15,3470000,1303500,500000,14.22,14.22,14.22,14.22,14.69,14.69,14.69,14.69,14.69,14.69,1702500,1500,,
2013/04/01,16,2725500,1361500,506500,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,1701000,0,,
2013/04/01,17,2899500,1488500,521000,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,972000,1000,,
2013/04/01,18,2617500,1471000,419000,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,972000,1000,,
2013/04/01,19,2630500,1535500,424000,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,972000,1000,,
2013/04/01,20,2554500,1547000,449000,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,972000,1000,,
2013/04/01,21,2594500,1573500,389000,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,972000,1000,,
2013/04/01,22,2630500,1580000,395500,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,972000,1000,,
2013/04/01,23,2486500,1557500,396000,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,972000,1000,,
2013/04/01,24,2560500,1363500,377500,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,16.40,972000,1000,,
