年月日,時刻コード,始値(円/kWh),高値(円/kWh),安値(円/kWh),終値(円/kWh),平均(円/kWh),約定量合計(kWh),約定件数
2018/04/02,38,10.00,14.89,7.64,9.19,9.51,35900,98
2018/04/02,39,10.00,14.92,6.15,10.30,9.01,43250,94
2018/04/02,40,10.00,13.10,5.40,8.93,8.52,40500,91
2018/04/02,41,10.00,12.10,5.90,8.83,8.14,48000,92
2018/04/02,42,10.00,12.00,5.40,5.68,7.93,50200,101
2018/04/02,43,10.00,12.80,5.69,5.69,8.09,51750,111
2018/04/02,44,10.00,11.00,5.50,6.05,8.18,53600,96
2018/04/02,45,11.25,11.25,5.62,5.62,8.67,42250,121
2018/04/02,46,11.63,11.63,5.50,8.66,8.36,42350,108
2018/04/02,47,11.33,11.33,6.04,8.64,8.10,45850,122
2018/04/02,48,7.18,10.02,4.50,8.24,7.56,43500,77
2018/04/03,1,7.00,7.44,4.40,5.62,6.71,29600,82
2018/04/03,2,9.65,9.65,3.50,5.62,6.29,29250,78
2018/04/03,3,9.73,10.95,3.20,6.82,6.63,32350,81
2018/04/03,4,9.90,10.95,2.80,5.64,6.52,27250,70
2018/04/03,5,9.94,9.94,3.60,5.91,6.53,43000,83
2018/04/03,6,9.90,9.90,3.60,5.89,6.53,43550,84
2018/04/03,7,10.33,10.33,3.60,5.99,6.57,52500,84
2018/04/03,8,10.77,10.77,3.90,6.12,6.96,41550,82
2018/04/03,9,11.04,11.04,6.17,7.08,6.92,44800,77
2018/04/03,10,10.71,10.71,4.80,5.92,6.57,62650,78
2018/04/03,11,10.83,10.83,5.92,5.92,7.08,40400,76
2018/04/03,12,10.51,12.30,5.50,7.08,7.34,44850,81
2018/04/03,13,10.46,10.46,5.30,6.53,7.76,34800,78
2018/04/03,14,6.86,9.52,5.91,5.91,6.85,38000,84
2018/04/03,15,7.65,15.20,4.30,7.40,7.29,38150,81
2018/04/03,16,8.57,20.00,3.80,7.84,7.08,41900,90
2018/04/03,17,7.64,19.42,3.20,9.10,6.57,41600,83
2018/04/03,18,8.48,20.00,5.52,9.27,7.69,44350,79
2018/04/03,19,8.75,20.00,3.80,6.02,7.15,52300,83
2018/04/03,20,7.30,15.00,3.80,6.50,6.61,51200,81
2018/04/03,21,5.19,15.00,3.10,6.49,6.51,52550,88
2018/04/03,22,6.97,15.00,5.00,6.41,6.15,55100,92
2018/04/03,23,6.98,15.00,3.40,6.41,6.13,51100,92
2018/04/03,24,6.54,11.00,3.10,5.90,5.91,47500,87
2018/04/03,25,4.30,9.94,2.50,6.94,5.25,56250,94
2018/04/03,26,4.48,12.08,2.55,12.08,4.98,122000,100
2018/04/03,27,4.90,11.75,3.40,8.91,6.57,64600,108
2018/04/03,28,8.75,11.80,5.13,11.80,6.71,69900,118
2018/04/03,29,5.30,12.10,5.17,5.62,7.01,102750,119
2018/04/03,30,5.62,13.92,5.40,5.41,6.93,117950,125
2018/04/03,31,5.62,13.51,5.40,8.90,7.06,124200,133
2018/04/03,32,6.20,14.44,4.20,9.12,8.99,266450,143
2018/04/03,33,7.01,14.66,5.92,8.58,7.52,150300,133
2018/04/03,34,7.76,15.16,7.13,9.11,8.22,159500,170
2018/04/03,35,9.22,15.80,7.72,9.75,9.57,51250,120
2018/04/03,36,9.22,15.81,8.70,12.22,10.12,46250,113
2018/04/03,37,10.43,13.90,7.82,12.00,9.25,117150,122
2018/04/03,38,10.00,15.00,7.73,15.00,9.47,116200,116
2018/04/03,39,9.46,13.00,8.96,9.51,9.27,66350,108
2018/04/03,40,9.36,13.43,6.13,9.56,7.81,105350,118
2018/04/03,41,9.14,11.65,6.14,6.14,7.75,76350,107
2018/04/03,42,8.94,11.92,5.60,6.24,7.37,129850,122
2018/04/03,43,7.64,12.10,5.00,6.23,7.34,83150,105
2018/04/03,44,7.62,11.16,5.60,6.14,7.49,101950,110
2018/04/03,45,8.76,11.37,6.24,6.24,7.80,84750,114
2018/04/03,46,8.66,11.68,6.14,6.34,7.73,92000,107
2018/04/03,47,8.26,11.25,5.62,5.62,6.95,87900,101
2018/04/03,48,8.66,10.58,5.62,5.62,6.91,104750,108
2018/04/04,1,11.00,11.00,5.62,6.14,6.40,176100,102
2018/04/04,2,9.77,9.77,5.62,6.25,6.31,181500,106
2018/04/04,3,9.80,10.96,5.62,6.25,6.43,169250,110
2018/04/04,4,9.99,10.95,5.63,6.25,6.51,144900,100
2018/04/04,5,9.96,9.96,3.80,6.24,6.66,126750,87
2018/04/04,6,10.01,11.15,4.10,8.00,7.03,127550,87
2018/04/04,7,10.53,10.53,4.70,8.00,6.96,104850,84
2018/04/04,8,10.63,11.22,4.70,6.24,7.13,147000,86
2018/04/04,9,11.37,11.37,6.24,6.49,7.20,62050,82
2018/04/04,10,10.57,11.18,4.70,6.49,7.05,64350,80
2018/04/04,11,10.68,12.18,6.91,7.14,7.46,62900,84
2018/04/04,12,10.07,12.14,6.87,7.07,7.22,67200,86
2018/04/04,13,10.19,12.21,6.83,8.50,7.23,87350,84
2018/04/04,14,6.98,12.70,6.28,8.56,6.94,91350,79
2018/04/04,15,10.70,13.00,4.80,8.56,6.79,93700,80
2018/04/04,16,7.32,13.00,6.54,8.56,7.30,97200,93
2018/04/04,17,5.93,13.00,3.90,7.09,6.28,115000,83
2018/04/04,18,6.68,12.01,6.17,8.84,6.97,84300,80
2018/04/04,19,6.68,12.20,6.00,9.66,6.92,77550,80
2018/04/04,20,6.68,12.00,6.00,9.46,6.92,79250,81
2018/04/04,21,6.68,11.98,6.00,6.60,6.80,80050,81
2018/04/04,22,6.68,12.00,6.00,6.73,6.84,81750,83
2018/04/04,23,6.68,12.00,6.00,6.73,6.88,85850,94
2018/04/04,24,6.68,11.00,6.00,8.19,6.94,88250,94
2018/04/04,25,5.16,10.40,3.10,5.08,5.84,50100,93
2018/04/04,26,5.16,10.53,3.10,6.09,5.83,50600,90
2018/04/04,27,6.68,11.18,5.62,10.94,6.75,203300,114
2018/04/04,28,6.68,12.00,5.62,8.99,6.95,180600,112
2018/04/04,29,7.30,10.29,5.62,8.83,7.15,150550,109
2018/04/04,30,6.68,12.11,5.78,8.00,7.34,147950,110
2018/04/04,31,6.68,12.00,5.78,7.39,8.11,181400,115
2018/04/04,32,7.92,13.50,6.21,10.73,9.35,243400,124
2018/04/04,33,10.26,14.66,7.58,9.63,10.04,118750,127
2018/04/04,34,9.94,16.03,8.70,9.88,9.51,115650,111
2018/04/04,35,9.81,15.87,8.81,9.81,9.98,92000,135
2018/04/04,36,9.49,16.00,9.31,9.99,9.97,93400,109
2018/04/04,37,10.63,14.71,9.02,14.71,9.80,140450,131
2018/04/04,38,9.02,13.20,8.92,9.99,9.81,147500,121
2018/04/04,39,9.97,13.30,9.02,11.00,9.68,124650,119
2018/04/04,40,8.86,13.38,7.76,10.50,9.09,118900,101
2018/04/04,41,8.75,12.04,7.96,9.38,8.99,131150,101
2018/04/04,42,8.39,13.09,7.63,9.02,8.30,49000,90
2018/04/04,43,7.52,12.13,7.42,10.00,8.12,46000,84
2018/04/04,44,7.37,11.05,7.37,8.04,7.76,47500,82
2018/04/04,45,8.82,12.85,8.09,9.00,8.57,63000,98
2018/04/04,46,10.78,11.96,7.36,7.91,7.87,50700,93
2018/04/04,47,10.62,11.61,6.14,7.93,7.65,57500,98
2018/04/04,48,6.98,11.31,6.33,7.25,6.93,110850,87
2018/04/05,1,7.45,10.95,6.83,7.95,7.52,68600,82
2018/04/05,2,6.72,10.95,3.80,8.00,7.06,56650,77
2018/04/05,3,5.97,10.98,5.87,8.00,7.14,75350,80
2018/04/05,4,5.97,10.98,5.97,8.00,7.14,77200,79
2018/04/05,5,6.62,8.00,4.50,8.00,7.12,80900,77
2018/04/05,6,6.73,8.00,5.93,8.00,7.30,105600,85
2018/04/05,7,7.46,10.36,5.30,8.63,7.84,60000,85
2018/04/05,8,7.35,10.55,5.20,8.63,7.76,59900,83
2018/04/05,9,7.52,11.12,5.40,8.63,7.94,60800,81
2018/04/05,10,7.52,11.20,5.40,7.45,7.93,63850,81
2018/04/05,11,8.96,12.10,6.52,7.46,7.49,74300,90
2018/04/05,12,8.75,12.10,6.27,8.94,7.42,69900,97
2018/04/05,13,8.85,12.10,7.24,7.55,8.07,60000,87
2018/04/05,14,8.63,10.19,6.96,8.38,7.72,72700,82
2018/04/05,15,6.88,12.10,4.50,8.24,7.59,67000,88
2018/04/05,16,9.19,10.24,5.10,8.42,7.84,43250,95
2018/04/05,17,7.58,11.81,3.20,6.75,6.69,81050,83
2018/04/05,18,8.69,12.80,7.27,8.52,8.09,36600,79
2018/04/05,19,8.57,12.11,7.28,7.94,8.09,33300,77
2018/04/05,20,8.58,11.33,7.28,7.94,8.08,35400,80
2018/04/05,21,7.65,11.25,6.40,8.52,7.07,58100,84
2018/04/05,22,6.80,11.07,6.41,8.00,7.00,57400,86
2018/04/05,23,10.94,11.24,6.66,8.52,7.22,23800,80
2018/04/05,24,10.84,11.14,6.63,7.95,7.22,27400,87
2018/04/05,25,7.49,15.00,3.40,6.91,6.84,172650,111
2018/04/05,26,7.49,9.20,3.30,9.20,6.25,121300,110
2018/04/05,27,9.17,11.27,6.80,8.31,7.50,34900,102
2018/04/05,28,11.91,15.00,7.03,15.00,8.19,41250,106
2018/04/05,29,8.38,11.88,7.88,9.00,8.81,50400,95
2018/04/05,30,8.38,12.14,7.63,7.98,8.26,71000,109
2018/04/05,31,8.35,11.90,7.85,8.50,8.45,72100,110
2018/04/05,32,8.43,12.60,7.93,12.60,8.86,43250,107
2018/04/05,33,8.38,15.00,7.80,10.00,9.45,35000,97
2018/04/05,34,7.56,15.99,6.56,8.78,9.07,45950,99
2018/04/05,35,7.56,15.00,6.56,8.89,9.27,43550,98
2018/04/05,36,8.63,15.00,8.63,10.97,9.76,69850,105
2018/04/05,37,8.97,15.00,8.75,9.99,10.19,105050,118
2018/04/05,38,9.22,15.00,8.99,11.12,10.18,134550,116
2018/04/05,39,10.06,13.20,8.40,10.20,9.93,197850,119
2018/04/05,40,9.12,13.79,8.01,9.39,9.22,50500,93
2018/04/05,41,8.96,12.90,8.44,9.96,9.31,37400,85
2018/04/05,42,8.61,12.90,8.12,9.03,8.95,21600,71
2018/04/05,43,8.75,13.43,6.60,8.89,9.13,20600,76
2018/04/05,44,7.59,12.09,7.25,9.25,8.37,20350,72
2018/04/05,45,9.12,11.58,8.37,8.88,9.32,24400,90
2018/04/05,46,11.70,11.70,7.37,8.75,8.65,24750,81
2018/04/05,47,11.47,11.47,7.25,8.63,8.63,22500,75
2018/04/05,48,10.92,10.92,7.25,8.04,8.18,28350,78
2018/04/06,1,8.86,11.81,7.43,8.71,8.68,27900,65
2018/04/06,2,8.20,10.54,6.34,7.52,7.96,25200,65
2018/04/06,3,6.09,8.63,3.90,6.81,7.52,28900,67
2018/04/06,4,6.98,11.90,3.90,11.90,7.55,29950,77
2018/04/06,5,6.98,8.50,4.30,5.62,7.11,78000,80
2018/04/06,6,7.33,10.32,6.77,8.50,7.91,67500,86
2018/04/06,7,7.52,8.50,5.00,7.52,7.92,66100,88
2018/04/06,8,7.52,10.91,6.64,6.64,7.92,70050,82
2018/04/06,9,7.62,11.34,5.62,5.62,7.67,105700,85
2018/04/06,10,7.63,11.33,5.62,5.62,7.57,96450,89
2018/04/06,11,9.52,12.10,5.62,5.62,7.29,95300,85
2018/04/06,12,9.53,12.30,5.71,5.71,7.69,84350,86
2018/04/06,13,8.71,15.00,6.98,6.98,9.30,62850,72
2018/04/06,14,9.41,15.00,5.71,5.71,9.55,62100,80
2018/04/06,15,8.71,12.60,6.05,6.05,7.99,61500,81
2018/04/06,16,11.97,15.00,6.64,6.64,10.05,66600,83
2018/04/06,17,7.62,14.90,6.63,6.64,7.11,76500,79
2018/04/06,18,8.95,15.99,7.50,7.50,8.51,124000,95
2018/04/06,19,8.59,20.00,8.59,20.00,10.43,15050,69
2018/04/06,20,8.88,20.00,8.88,8.94,9.95,15700,73
2018/04/06,21,7.52,17.82,7.32,8.85,8.15,24800,67
2018/04/06,22,7.62,19.43,7.62,8.27,9.31,25000,75
2018/04/06,23,6.89,15.60,6.89,7.81,9.49,32900,78
2018/04/06,24,6.84,15.60,6.84,8.80,8.86,39350,77
2018/04/06,25,6.09,19.90,5.92,7.43,7.34,74800,87
2018/04/06,26,5.98,15.99,4.40,6.77,7.44,104300,101
2018/04/06,27,8.71,15.99,8.42,8.42,9.78,44100,101
2018/04/06,28,8.65,17.82,8.15,8.65,9.94,48300,103
2018/04/06,29,9.09,19.90,9.00,9.78,10.64,61450,104
2018/04/06,30,8.88,19.90,8.88,9.55,10.61,49650,96
2018/04/06,31,9.25,19.90,9.25,15.00,10.28,78550,97
2018/04/06,32,9.22,19.90,9.22,9.73,10.10,86650,91
2018/04/06,33,13.27,19.33,10.46,11.17,11.15,104850,128
2018/04/06,34,10.51,17.40,10.51,13.04,10.96,62800,111
2018/04/06,35,9.99,14.90,9.79,11.17,10.65,45200,117
2018/04/06,36,11.06,14.90,9.84,12.00,10.89,104300,122
2018/04/06,37,9.93,15.99,9.22,11.06,10.15,38600,112
2018/04/06,38,9.93,15.99,9.22,12.01,10.51,60150,115
2018/04/06,39,9.47,15.00,8.97,14.26,10.55,72250,101
2018/04/06,40,9.34,15.00,8.34,11.00,9.80,96300,102
2018/04/06,41,9.20,15.00,8.49,11.00,9.76,88950,98
2018/04/06,42,8.39,14.71,7.14,10.00,8.97,100650,90
2018/04/06,43,7.62,13.65,7.62,9.50,9.11,43850,74
2018/04/06,44,7.23,12.54,7.23,9.36,8.32,34350,76
2018/04/06,45,8.88,11.64,8.88,9.50,9.20,25250,78
2018/04/06,46,11.60,12.08,7.60,12.08,9.02,24100,80
2018/04/06,47,10.03,11.61,7.63,9.50,8.64,105200,98
2018/04/06,48,9.44,11.15,6.84,10.43,7.82,68700,93
2018/04/07,1,11.97,11.97,8.43,8.63,8.85,40300,60
2018/04/07,2,11.31,11.31,8.14,8.22,8.67,37000,68
2018/04/07,3,10.81,10.81,6.68,6.68,8.40,37850,77
2018/04/07,4,10.97,10.97,6.84,6.84,8.49,54100,84
2018/04/07,5,10.88,10.88,7.20,8.66,8.44,60100,80
2018/04/07,6,10.88,10.88,7.28,8.71,8.67,87000,81
2018/04/07,7,11.27,11.27,7.14,7.14,8.98,78550,82
2018/04/07,8,11.32,11.32,7.19,9.00,8.63,74650,77
2018/04/07,9,11.58,11.58,7.45,10.02,8.43,83650,76
2018/04/07,10,11.37,11.37,7.24,10.65,8.49,89300,84
2018/04/07,11,11.13,11.15,7.14,11.15,8.49,81450,94
2018/04/07,12,10.58,10.60,7.10,8.22,8.48,83800,91
2018/04/07,13,10.46,10.46,6.75,8.63,8.43,69550,78
2018/04/07,14,9.57,10.56,5.44,10.56,8.23,51350,77
2018/04/07,15,10.09,10.09,5.00,8.83,8.35,80050,85
2018/04/07,16,9.30,9.30,5.17,8.63,8.07,75550,89
2018/04/07,17,8.80,12.14,5.35,8.87,8.04,64900,84
2018/04/07,18,8.78,12.11,6.04,8.82,8.44,90450,92
2018/04/07,19,9.50,13.00,6.44,8.81,7.94,118750,89
2018/04/07,20,9.50,15.00,7.08,10.99,8.33,119500,87
2018/04/07,21,8.80,12.04,6.70,9.00,8.33,102750,93
2018/04/07,22,8.80,12.01,7.08,8.13,8.45,93050,84
2018/04/07,23,8.77,11.98,6.58,8.08,8.27,126150,91
2018/04/07,24,8.78,12.01,6.54,6.57,8.27,99500,99
2018/04/07,25,8.75,11.05,5.54,11.05,7.55,59050,148
2018/04/07,26,8.65,11.05,5.69,9.48,7.10,72950,77
2018/04/07,27,8.62,11.05,7.08,8.81,8.14,100050,95
2018/04/07,28,8.59,11.97,6.71,6.83,8.15,95300,93
2018/04/07,29,8.59,12.14,6.85,9.00,7.92,146300,117
2018/04/07,30,8.59,13.45,5.96,8.90,8.20,124050,127
2018/04/07,31,8.81,12.00,6.65,8.74,8.41,117200,100
2018/04/07,32,8.81,13.75,6.80,13.75,8.57,138050,108
2018/04/07,33,9.21,12.80,6.89,9.00,8.40,131000,107
2018/04/07,34,9.10,12.90,7.56,8.90,8.71,80350,88
2018/04/07,35,10.99,15.00,7.61,10.00,9.14,37450,78
2018/04/07,36,10.91,13.50,8.03,11.61,10.33,59350,100
2018/04/07,37,10.99,13.77,8.81,12.00,10.17,88450,97
2018/04/07,38,10.99,13.60,9.66,10.51,10.79,91800,108
2018/04/07,39,10.99,13.77,9.04,9.44,10.07,68900,93
2018/04/07,40,10.99,13.47,8.81,11.06,10.94,94750,110
2018/04/07,41,10.99,13.77,9.01,9.86,10.31,80450,82
2018/04/07,42,9.88,13.54,8.60,9.67,9.69,42800,64
2018/04/07,43,9.18,13.20,8.70,8.70,9.52,34050,75
2018/04/07,44,9.23,12.11,7.68,9.86,8.87,48750,71
2018/04/07,45,11.59,12.00,7.44,8.88,8.86,57650,103
2018/04/07,46,11.57,11.57,7.08,9.00,8.48,98400,99
2018/04/07,47,11.08,11.08,6.95,8.81,8.41,77350,83
2018/04/07,48,11.15,11.15,7.08,8.81,8.32,53700,67
2018/04/08,1,11.47,11.47,8.25,8.53,8.86,31300,69
2018/04/08,2,10.54,11.03,6.91,8.63,8.12,36600,81
2018/04/08,3,10.65,10.90,6.87,7.68,7.93,33800,80
2018/04/08,4,11.03,11.03,7.52,8.63,8.32,32950,67
2018/04/08,5,11.19,11.19,8.09,8.59,8.55,52550,83
2018/04/08,6,11.43,11.43,8.48,9.30,9.25,126150,147
2018/04/08,7,12.18,12.18,8.55,10.65,9.26,248200,181
2018/04/08,8,12.06,12.06,8.42,10.65,9.55,169250,99
2018/04/08,9,12.41,12.41,8.55,10.65,9.33,180550,96
2018/04/08,10,12.41,12.41,8.63,10.65,9.38,152800,151
2018/04/08,11,12.25,12.25,8.63,10.65,9.39,137350,93
2018/04/08,12,11.50,11.50,8.37,8.48,9.36,108750,168
2018/04/08,13,10.31,13.56,6.92,13.56,8.85,151400,138
2018/04/08,14,9.66,12.38,6.21,12.38,7.87,130250,129
2018/04/08,15,9.63,11.43,6.01,8.50,6.70,87150,83
2018/04/08,16,8.93,12.30,5.69,8.50,6.69,90400,97
2018/04/08,17,6.44,10.09,3.40,5.94,5.87,46950,74
2018/04/08,18,7.94,9.88,5.33,6.56,5.73,109850,86
2018/04/08,19,8.68,9.98,5.26,5.99,5.74,100400,92
2018/04/08,20,7.87,8.57,5.16,6.37,5.71,92050,84
2018/04/08,21,8.69,8.69,3.00,5.62,6.07,20150,83
2018/04/08,22,8.38,8.38,3.00,5.62,5.92,21000,80
2018/04/08,23,8.33,8.33,3.00,5.78,5.65,19250,78
2018/04/08,24,8.23,9.62,4.56,5.62,6.04,20500,76
2018/04/08,25,8.42,8.42,4.56,5.85,5.75,19200,78
2018/04/08,26,8.69,8.69,4.56,5.99,5.91,20850,79
2018/04/08,27,8.19,8.30,5.10,6.15,5.85,26800,83
2018/04/08,28,8.39,10.00,5.11,6.05,6.07,26400,80
2018/04/08,29,7.96,9.65,5.16,6.21,6.11,14700,73
2018/04/08,30,8.45,9.97,4.97,7.52,6.18,17150,86
2018/04/08,31,8.32,8.32,5.17,7.64,6.44,18800,83
2018/04/08,32,9.05,10.14,5.71,6.25,6.58,17450,80
2018/04/08,33,9.62,12.85,6.39,7.09,7.73,25050,78
2018/04/08,34,9.80,13.41,6.94,7.58,7.97,44350,86
2018/04/08,35,7.53,12.90,7.53,8.57,8.80,15200,70
2018/04/08,36,8.98,13.10,8.78,9.28,9.34,22750,80
2018/04/08,37,10.91,14.80,8.41,10.47,10.84,120850,94
2018/04/08,38,11.06,13.20,9.27,10.57,10.98,175150,137
2018/04/08,39,11.06,15.27,9.27,10.61,11.20,337450,142
2018/04/08,40,11.02,14.95,9.41,10.47,10.91,76650,92
2018/04/08,41,9.90,12.80,9.47,9.81,10.80,219600,114
2018/04/08,42,8.97,13.77,8.85,11.00,10.32,104150,94
2018/04/08,43,9.00,13.28,8.93,10.65,10.23,144050,102
2018/04/08,44,8.94,12.90,8.42,10.65,9.32,25350,83
2018/04/08,45,11.54,11.54,8.29,9.38,8.97,39600,95
2018/04/08,46,11.44,11.44,7.53,9.38,8.36,55450,96
2018/04/08,47,10.75,10.75,7.05,10.00,7.89,38400,85
2018/04/08,48,10.45,10.45,5.94,9.65,7.15,75650,78
2018/04/09,1,5.60,11.34,5.60,8.50,8.38,72350,62
2018/04/09,2,7.67,10.62,7.66,8.50,8.12,50650,64
2018/04/09,3,5.40,10.66,5.40,8.26,8.13,61250,72
2018/04/09,4,5.50,10.81,5.50,9.07,8.38,91200,73
2018/04/09,5,5.50,10.81,5.50,8.50,8.17,56050,67
2018/04/09,6,5.60,11.27,5.60,8.60,8.35,56100,62
2018/04/09,7,6.30,11.88,6.30,9.42,8.74,86350,62
2018/04/09,8,6.30,12.07,6.30,8.70,8.67,153000,60
2018/04/09,9,6.20,12.31,6.20,8.66,8.59,121650,63
2018/04/09,10,6.40,12.02,6.40,9.00,8.69,105050,65
2018/04/09,11,12.19,12.19,8.46,9.43,8.85,112900,72
2018/04/09,12,11.34,11.58,8.37,8.50,8.61,74600,74
2018/04/09,13,11.38,14.83,6.70,8.63,9.22,68850,72
2018/04/09,14,11.50,14.98,6.70,9.59,9.84,74100,75
2018/04/09,15,11.44,14.91,8.52,8.73,9.40,96250,84
2018/04/09,16,11.66,15.18,8.63,8.63,9.89,82000,79
2018/04/09,17,4.50,12.00,4.50,11.21,8.16,23750,72
2018/04/09,18,7.53,13.06,6.85,13.04,9.59,37450,69
2018/04/09,19,6.69,15.00,6.69,6.89,7.80,34650,70
2018/04/09,20,6.85,14.20,6.80,11.37,7.94,33900,65
2018/04/09,21,12.19,15.00,3.98,8.90,7.08,67100,85
2018/04/09,22,12.19,14.20,3.98,6.60,6.90,43500,69
2018/04/09,23,12.19,15.00,4.03,6.65,7.60,57600,83
