商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
19W28T43,7月2週ＦＣ[逆],中部 -> 東京,2019/05/22,2019/07/06,2019/07/12,212.0,1.02,212.0
19W28T86,7月2週阿南紀北[逆],四国 -> 関西,2019/05/22,2019/07/06,2019/07/12,69.7,0.01,69.7
19W28T87,7月2週本四[逆],四国 -> 中国,2019/05/22,2019/07/06,2019/07/12,841.6,0.01,841.6
19W28T97,7月2週関門[逆],九州 -> 中国,2019/05/22,2019/07/06,2019/07/12,0.0,-,-
19W29T21,7月3週北本[逆],東北 -> 北海道,2019/05/22,2019/07/13,2019/07/19,79.0,0.01,10.0
19W29T34,7月3週ＦＣ(順),東京 -> 中部,2019/05/22,2019/07/13,2019/07/19,600.0,-,-
19W29T43,7月3週ＦＣ[逆],中部 -> 東京,2019/05/22,2019/07/13,2019/07/19,212.0,0.99,212.0
19W29T86,7月3週阿南紀北[逆],四国 -> 関西,2019/05/22,2019/07/13,2019/07/19,69.7,0.01,69.7
19W29T87,7月3週本四[逆],四国 -> 中国,2019/05/22,2019/07/13,2019/07/19,841.6,0.01,841.6
19W29T97,7月3週関門[逆],九州 -> 中国,2019/05/22,2019/07/13,2019/07/19,0.0,-,-
19W30T21,7月4週北本[逆],東北 -> 北海道,2019/05/22,2019/07/20,2019/07/26,79.0,0.01,10.0
19W30T34,7月4週ＦＣ(順),東京 -> 中部,2019/05/22,2019/07/20,2019/07/26,600.0,-,-
19W30T43,7月4週ＦＣ[逆],中部 -> 東京,2019/05/22,2019/07/20,2019/07/26,212.0,1.15,212.0
19W30T86,7月4週阿南紀北[逆],四国 -> 関西,2019/05/22,2019/07/20,2019/07/26,69.7,0.01,69.7
19W30T87,7月4週本四[逆],四国 -> 中国,2019/05/22,2019/07/20,2019/07/26,841.6,0.01,841.6
19W30T97,7月4週関門[逆],九州 -> 中国,2019/05/22,2019/07/20,2019/07/26,0.0,-,-
19W31T21,8月1週北本[逆],東北 -> 北海道,2019/06/24,2019/07/27,2019/08/02,0.0,-,-
19W31T34,8月1週ＦＣ(順),東京 -> 中部,2019/06/24,2019/07/27,2019/08/02,600.0,-,-
19W31T43,8月1週ＦＣ[逆],中部 -> 東京,2019/06/24,2019/07/27,2019/08/02,212.0,0.90,212.0
19W31T86,8月1週阿南紀北[逆],四国 -> 関西,2019/06/24,2019/07/27,2019/08/02,69.7,0.01,69.7
19W31T87,8月1週本四[逆],四国 -> 中国,2019/06/24,2019/07/27,2019/08/02,841.6,0.01,841.6
19W31T97,8月1週関門[逆],九州 -> 中国,2019/06/24,2019/07/27,2019/08/02,0.0,-,-
19W32T21,8月2週北本[逆],東北 -> 北海道,2019/06/24,2019/08/03,2019/08/09,369.0,0.01,18.8
19W32T34,8月2週ＦＣ(順),東京 -> 中部,2019/06/24,2019/08/03,2019/08/09,600.0,-,-
19W32T43,8月2週ＦＣ[逆],中部 -> 東京,2019/06/24,2019/08/03,2019/08/09,212.0,1.00,212.0
19W32T86,8月2週阿南紀北[逆],四国 -> 関西,2019/06/24,2019/08/03,2019/08/09,69.7,0.01,69.7
19W32T87,8月2週本四[逆],四国 -> 中国,2019/06/24,2019/08/03,2019/08/09,841.6,0.01,841.6
19W32T97,8月2週関門[逆],九州 -> 中国,2019/06/24,2019/08/03,2019/08/09,0.0,-,-
19W33T21,8月3週北本[逆],東北 -> 北海道,2019/06/24,2019/08/10,2019/08/16,369.0,0.01,17.8
19W33T34,8月3週ＦＣ(順),東京 -> 中部,2019/06/24,2019/08/10,2019/08/16,600.0,-,-
19W33T43,8月3週ＦＣ[逆],中部 -> 東京,2019/06/24,2019/08/10,2019/08/16,212.0,0.99,212.0
19W33T86,8月3週阿南紀北[逆],四国 -> 関西,2019/06/24,2019/08/10,2019/08/16,69.7,0.01,69.7
19W33T87,8月3週本四[逆],四国 -> 中国,2019/06/24,2019/08/10,2019/08/16,841.6,0.01,841.6
19W33T97,8月3週関門[逆],九州 -> 中国,2019/06/24,2019/08/10,2019/08/16,0.0,-,-
19W34T21,8月4週北本[逆],東北 -> 北海道,2019/06/24,2019/08/17,2019/08/23,369.0,0.01,18.8
19W34T34,8月4週ＦＣ(順),東京 -> 中部,2019/06/24,2019/08/17,2019/08/23,600.0,-,-
19W34T43,8月4週ＦＣ[逆],中部 -> 東京,2019/06/24,2019/08/17,2019/08/23,212.0,1.12,212.0
19W34T86,8月4週阿南紀北[逆],四国 -> 関西,2019/06/24,2019/08/17,2019/08/23,69.7,0.01,69.7
19W34T87,8月4週本四[逆],四国 -> 中国,2019/06/24,2019/08/17,2019/08/23,841.6,0.01,841.6
19W34T97,8月4週関門[逆],九州 -> 中国,2019/06/24,2019/08/17,2019/08/23,0.0,-,-
19W35T21,8月5週北本[逆],東北 -> 北海道,2019/06/24,2019/08/24,2019/08/30,0.0,-,-
19W35T34,8月5週ＦＣ(順),東京 -> 中部,2019/06/24,2019/08/24,2019/08/30,600.0,-,-
19W35T43,8月5週ＦＣ[逆],中部 -> 東京,2019/06/24,2019/08/24,2019/08/30,212.0,1.00,212.0
19W35T86,8月5週阿南紀北[逆],四国 -> 関西,2019/06/24,2019/08/24,2019/08/30,69.7,0.01,69.7
19W35T87,8月5週本四[逆],四国 -> 中国,2019/06/24,2019/08/24,2019/08/30,841.6,0.01,841.6
19W35T97,8月5週関門[逆],九州 -> 中国,2019/06/24,2019/08/24,2019/08/30,0.0,-,-
19W36T21,9月1週北本[逆],東北 -> 北海道,2019/07/24,2019/08/31,2019/09/06,69.0,0.01,61.4
19W36T34,9月1週ＦＣ(順),東京 -> 中部,2019/07/24,2019/08/31,2019/09/06,600.0,-,-
19W36T43,9月1週ＦＣ[逆],中部 -> 東京,2019/07/24,2019/08/31,2019/09/06,212.0,0.90,212.0
19W36T86,9月1週阿南紀北[逆],四国 -> 関西,2019/07/24,2019/08/31,2019/09/06,69.7,0.01,69.7
19W36T87,9月1週本四[逆],四国 -> 中国,2019/07/24,2019/08/31,2019/09/06,841.6,0.01,841.6
19W36T97,9月1週関門[逆],九州 -> 中国,2019/07/24,2019/08/31,2019/09/06,0.0,-,-
19W37T21,9月2週北本[逆],東北 -> 北海道,2019/07/24,2019/09/07,2019/09/13,69.0,0.01,61.4
19W37T34,9月2週ＦＣ(順),東京 -> 中部,2019/07/24,2019/09/07,2019/09/13,600.0,-,-
19W37T43,9月2週ＦＣ[逆],中部 -> 東京,2019/07/24,2019/09/07,2019/09/13,212.0,0.90,212.0
19W37T86,9月2週阿南紀北[逆],四国 -> 関西,2019/07/24,2019/09/07,2019/09/13,69.7,0.01,69.7
19W37T87,9月2週本四[逆],四国 -> 中国,2019/07/24,2019/09/07,2019/09/13,842.6,0.01,842.6
19W37T97,9月2週関門[逆],九州 -> 中国,2019/07/24,2019/09/07,2019/09/13,0.0,-,-
19W38T21,9月3週北本[逆],東北 -> 北海道,2019/07/24,2019/09/14,2019/09/20,69.0,0.01,61.4
19W38T34,9月3週ＦＣ(順),東京 -> 中部,2019/07/24,2019/09/14,2019/09/20,600.0,-,-
19W38T43,9月3週ＦＣ[逆],中部 -> 東京,2019/07/24,2019/09/14,2019/09/20,212.0,0.88,212.0
19W38T86,9月3週阿南紀北[逆],四国 -> 関西,2019/07/24,2019/09/14,2019/09/20,69.7,0.01,12.0
19W38T87,9月3週本四[逆],四国 -> 中国,2019/07/24,2019/09/14,2019/09/20,842.6,0.01,1.0
19W38T97,9月3週関門[逆],九州 -> 中国,2019/07/24,2019/09/14,2019/09/20,0.0,-,-
19W39T21,9月4週北本[逆],東北 -> 北海道,2019/07/24,2019/09/21,2019/09/27,69.0,0.11,69.0
19W39T34,9月4週ＦＣ(順),東京 -> 中部,2019/07/24,2019/09/21,2019/09/27,600.0,-,-
19W39T43,9月4週ＦＣ[逆],中部 -> 東京,2019/07/24,2019/09/21,2019/09/27,212.0,0.88,212.0
19W39T86,9月4週阿南紀北[逆],四国 -> 関西,2019/07/24,2019/09/21,2019/09/27,69.7,0.01,12.0
19W39T87,9月4週本四[逆],四国 -> 中国,2019/07/24,2019/09/21,2019/09/27,842.6,0.01,1.0
19W39T97,9月4週関門[逆],九州 -> 中国,2019/07/24,2019/09/21,2019/09/27,0.0,-,-
19W40T21,10月1週北本[逆],東北 -> 北海道,2019/08/22,2019/09/28,2019/10/04,0.0,-,-
19W40T34,10月1週ＦＣ(順),東京 -> 中部,2019/08/22,2019/09/28,2019/10/04,0.0,-,-
19W40T43,10月1週ＦＣ[逆],中部 -> 東京,2019/08/22,2019/09/28,2019/10/04,0.0,-,-
19W40T86,10月1週阿南紀北[逆],四国 -> 関西,2019/08/22,2019/09/28,2019/10/04,69.7,0.01,4.0
19W40T87,10月1週本四[逆],四国 -> 中国,2019/08/22,2019/09/28,2019/10/04,842.6,-,-
19W40T97,10月1週関門[逆],九州 -> 中国,2019/08/22,2019/09/28,2019/10/04,0.0,-,-
19W41T21,10月2週北本[逆],東北 -> 北海道,2019/08/22,2019/10/05,2019/10/11,79.0,0.01,67.4
19W41T34,10月2週ＦＣ(順),東京 -> 中部,2019/08/22,2019/10/05,2019/10/11,600.0,-,-
19W41T43,10月2週ＦＣ[逆],中部 -> 東京,2019/08/22,2019/10/05,2019/10/11,212.0,1.01,212.0
19W41T86,10月2週阿南紀北[逆],四国 -> 関西,2019/08/22,2019/10/05,2019/10/11,69.7,0.01,4.0
19W41T87,10月2週本四[逆],四国 -> 中国,2019/08/22,2019/10/05,2019/10/11,842.6,-,-
19W41T97,10月2週関門[逆],九州 -> 中国,2019/08/22,2019/10/05,2019/10/11,0.0,-,-
19W42T21,10月3週北本[逆],東北 -> 北海道,2019/08/22,2019/10/12,2019/10/18,379.0,0.01,52.4
19W42T34,10月3週ＦＣ(順),東京 -> 中部,2019/08/22,2019/10/12,2019/10/18,600.0,-,-
19W42T43,10月3週ＦＣ[逆],中部 -> 東京,2019/08/22,2019/10/12,2019/10/18,212.0,1.05,212.0
19W42T86,10月3週阿南紀北[逆],四国 -> 関西,2019/08/22,2019/10/12,2019/10/18,69.7,0.01,4.0
19W42T87,10月3週本四[逆],四国 -> 中国,2019/08/22,2019/10/12,2019/10/18,842.6,-,-
19W42T97,10月3週関門[逆],九州 -> 中国,2019/08/22,2019/10/12,2019/10/18,0.0,-,-
19W43T21,10月4週北本[逆],東北 -> 北海道,2019/08/22,2019/10/19,2019/10/25,379.0,0.01,52.4
19W43T34,10月4週ＦＣ(順),東京 -> 中部,2019/08/22,2019/10/19,2019/10/25,600.0,-,-
19W43T43,10月4週ＦＣ[逆],中部 -> 東京,2019/08/22,2019/10/19,2019/10/25,212.0,1.07,212.0
19W43T86,10月4週阿南紀北[逆],四国 -> 関西,2019/08/22,2019/10/19,2019/10/25,69.7,0.01,4.0
19W43T87,10月4週本四[逆],四国 -> 中国,2019/08/22,2019/10/19,2019/10/25,842.6,-,-
19W43T97,10月4週関門[逆],九州 -> 中国,2019/08/22,2019/10/19,2019/10/25,0.0,-,-
19W44T21,11月1週北本[逆],東北 -> 北海道,2019/09/25,2019/10/26,2019/11/01,379.0,0.01,63.8
19W44T34,11月1週ＦＣ(順),東京 -> 中部,2019/09/25,2019/10/26,2019/11/01,600.0,-,-
19W44T43,11月1週ＦＣ[逆],中部 -> 東京,2019/09/25,2019/10/26,2019/11/01,212.0,1.10,212.0
19W44T86,11月1週阿南紀北[逆],四国 -> 関西,2019/09/25,2019/10/26,2019/11/01,69.7,-,-
19W44T87,11月1週本四[逆],四国 -> 中国,2019/09/25,2019/10/26,2019/11/01,842.6,-,-
19W44T97,11月1週関門[逆],九州 -> 中国,2019/09/25,2019/10/26,2019/11/01,0.0,-,-
19W45T21,11月2週北本[逆],東北 -> 北海道,2019/09/25,2019/11/02,2019/11/08,299.0,0.01,83.8
19W45T34,11月2週ＦＣ(順),東京 -> 中部,2019/09/25,2019/11/02,2019/11/08,0.0,-,-
19W45T43,11月2週ＦＣ[逆],中部 -> 東京,2019/09/25,2019/11/02,2019/11/08,0.0,-,-
19W45T86,11月2週阿南紀北[逆],四国 -> 関西,2019/09/25,2019/11/02,2019/11/08,69.7,-,-
19W45T87,11月2週本四[逆],四国 -> 中国,2019/09/25,2019/11/02,2019/11/08,842.6,-,-
19W45T97,11月2週関門[逆],九州 -> 中国,2019/09/25,2019/11/02,2019/11/08,0.0,-,-
19W46T21,11月3週北本[逆],東北 -> 北海道,2019/09/25,2019/11/09,2019/11/15,299.0,0.01,83.8
19W46T34,11月3週ＦＣ(順),東京 -> 中部,2019/09/25,2019/11/09,2019/11/15,220.0,-,-
19W46T43,11月3週ＦＣ[逆],中部 -> 東京,2019/09/25,2019/11/09,2019/11/15,0.0,-,-
19W46T86,11月3週阿南紀北[逆],四国 -> 関西,2019/09/25,2019/11/09,2019/11/15,69.7,-,-
19W46T87,11月3週本四[逆],四国 -> 中国,2019/09/25,2019/11/09,2019/11/15,842.6,-,-
19W46T97,11月3週関門[逆],九州 -> 中国,2019/09/25,2019/11/09,2019/11/15,0.0,-,-
19W47T21,11月4週北本[逆],東北 -> 北海道,2019/09/25,2019/11/16,2019/11/22,299.0,0.01,83.8
19W47T34,11月4週ＦＣ(順),東京 -> 中部,2019/09/25,2019/11/16,2019/11/22,220.0,-,-
19W47T43,11月4週ＦＣ[逆],中部 -> 東京,2019/09/25,2019/11/16,2019/11/22,0.0,-,-
19W47T86,11月4週阿南紀北[逆],四国 -> 関西,2019/09/25,2019/11/16,2019/11/22,69.7,-,-
19W47T87,11月4週本四[逆],四国 -> 中国,2019/09/25,2019/11/16,2019/11/22,842.6,-,-
19W47T97,11月4週関門[逆],九州 -> 中国,2019/09/25,2019/11/16,2019/11/22,0.0,-,-
19W48T21,11月5週北本[逆],東北 -> 北海道,2019/09/25,2019/11/23,2019/11/29,299.0,0.01,83.8
19W48T34,11月5週ＦＣ(順),東京 -> 中部,2019/09/25,2019/11/23,2019/11/29,300.0,-,-
19W48T43,11月5週ＦＣ[逆],中部 -> 東京,2019/09/25,2019/11/23,2019/11/29,0.0,-,-
19W48T86,11月5週阿南紀北[逆],四国 -> 関西,2019/09/25,2019/11/23,2019/11/29,69.7,-,-
19W48T87,11月5週本四[逆],四国 -> 中国,2019/09/25,2019/11/23,2019/11/29,842.6,-,-
19W48T97,11月5週関門[逆],九州 -> 中国,2019/09/25,2019/11/23,2019/11/29,0.0,-,-
19W49T21,12月1週北本[逆],東北 -> 北海道,2019/10/24,2019/11/30,2019/12/06,299.0,0.01,246.7
19W49T34,12月1週ＦＣ(順),東京 -> 中部,2019/10/24,2019/11/30,2019/12/06,300.0,-,-
19W49T43,12月1週ＦＣ[逆],中部 -> 東京,2019/10/24,2019/11/30,2019/12/06,0.0,-,-
19W49T86,12月1週阿南紀北[逆],四国 -> 関西,2019/10/24,2019/11/30,2019/12/06,69.7,0.01,69.7
19W49T87,12月1週本四[逆],四国 -> 中国,2019/10/24,2019/11/30,2019/12/06,842.6,0.01,842.6
19W49T97,12月1週関門[逆],九州 -> 中国,2019/10/24,2019/11/30,2019/12/06,0.0,-,-
19W50T21,12月2週北本[逆],東北 -> 北海道,2019/10/24,2019/12/07,2019/12/13,319.0,0.01,246.7
19W50T34,12月2週ＦＣ(順),東京 -> 中部,2019/10/24,2019/12/07,2019/12/13,300.0,-,-
19W50T43,12月2週ＦＣ[逆],中部 -> 東京,2019/10/24,2019/12/07,2019/12/13,0.0,-,-
19W50T86,12月2週阿南紀北[逆],四国 -> 関西,2019/10/24,2019/12/07,2019/12/13,69.7,0.01,69.7
19W50T87,12月2週本四[逆],四国 -> 中国,2019/10/24,2019/12/07,2019/12/13,842.6,0.01,842.6
19W50T97,12月2週関門[逆],九州 -> 中国,2019/10/24,2019/12/07,2019/12/13,0.0,-,-
19W51T21,12月3週北本[逆],東北 -> 北海道,2019/10/24,2019/12/14,2019/12/20,319.0,0.01,246.7
19W51T34,12月3週ＦＣ(順),東京 -> 中部,2019/10/24,2019/12/14,2019/12/20,600.0,-,-
19W51T43,12月3週ＦＣ[逆],中部 -> 東京,2019/10/24,2019/12/14,2019/12/20,212.0,1.30,212.0
19W51T86,12月3週阿南紀北[逆],四国 -> 関西,2019/10/24,2019/12/14,2019/12/20,69.7,0.01,69.7
19W51T87,12月3週本四[逆],四国 -> 中国,2019/10/24,2019/12/14,2019/12/20,842.6,0.01,842.6
19W51T97,12月3週関門[逆],九州 -> 中国,2019/10/24,2019/12/14,2019/12/20,0.0,-,-
19W52T21,12月4週北本[逆],東北 -> 北海道,2019/10/24,2019/12/21,2019/12/27,319.0,0.01,241.7
19W52T34,12月4週ＦＣ(順),東京 -> 中部,2019/10/24,2019/12/21,2019/12/27,600.0,-,-
19W52T43,12月4週ＦＣ[逆],中部 -> 東京,2019/10/24,2019/12/21,2019/12/27,212.0,1.30,212.0
19W52T86,12月4週阿南紀北[逆],四国 -> 関西,2019/10/24,2019/12/21,2019/12/27,69.7,0.01,69.7
19W52T87,12月4週本四[逆],四国 -> 中国,2019/10/24,2019/12/21,2019/12/27,842.6,0.01,842.6
19W52T97,12月4週関門[逆],九州 -> 中国,2019/10/24,2019/12/21,2019/12/27,0.0,-,-
20W01T21,1月1週北本[逆],東北 -> 北海道,2019/11/22,2019/12/28,2020/01/03,309.0,0.01,172.8
20W01T34,1月1週ＦＣ(順),東京 -> 中部,2019/11/22,2019/12/28,2020/01/03,600.0,-,-
20W01T43,1月1週ＦＣ[逆],中部 -> 東京,2019/11/22,2019/12/28,2020/01/03,212.0,1.42,212.0
20W01T86,1月1週阿南紀北[逆],四国 -> 関西,2019/11/22,2019/12/28,2020/01/03,0.0,-,-
20W01T87,1月1週本四[逆],四国 -> 中国,2019/11/22,2019/12/28,2020/01/03,842.6,0.01,706.2
20W01T97,1月1週関門[逆],九州 -> 中国,2019/11/22,2019/12/28,2020/01/03,0.0,-,-
20W02T21,1月2週北本[逆],東北 -> 北海道,2019/11/22,2020/01/04,2020/01/10,309.0,0.08,309.0
20W02T34,1月2週ＦＣ(順),東京 -> 中部,2019/11/22,2020/01/04,2020/01/10,600.0,-,-
20W02T43,1月2週ＦＣ[逆],中部 -> 東京,2019/11/22,2020/01/04,2020/01/10,212.0,1.50,212.0
20W02T86,1月2週阿南紀北[逆],四国 -> 関西,2019/11/22,2020/01/04,2020/01/10,0.0,-,-
20W02T87,1月2週本四[逆],四国 -> 中国,2019/11/22,2020/01/04,2020/01/10,842.6,0.68,842.6
20W02T97,1月2週関門[逆],九州 -> 中国,2019/11/22,2020/01/04,2020/01/10,0.0,-,-
20W03T21,1月3週北本[逆],東北 -> 北海道,2019/11/22,2020/01/11,2020/01/17,309.0,0.15,309.0
20W03T34,1月3週ＦＣ(順),東京 -> 中部,2019/11/22,2020/01/11,2020/01/17,600.0,-,-
20W03T43,1月3週ＦＣ[逆],中部 -> 東京,2019/11/22,2020/01/11,2020/01/17,212.0,1.51,212.0
20W03T86,1月3週阿南紀北[逆],四国 -> 関西,2019/11/22,2020/01/11,2020/01/17,0.0,-,-
20W03T87,1月3週本四[逆],四国 -> 中国,2019/11/22,2020/01/11,2020/01/17,842.6,1.08,842.6
20W03T97,1月3週関門[逆],九州 -> 中国,2019/11/22,2020/01/11,2020/01/17,0.0,-,-
20W04T21,1月4週北本[逆],東北 -> 北海道,2019/11/22,2020/01/18,2020/01/24,309.0,0.15,309.0
20W04T34,1月4週ＦＣ(順),東京 -> 中部,2019/11/22,2020/01/18,2020/01/24,600.0,-,-
20W04T43,1月4週ＦＣ[逆],中部 -> 東京,2019/11/22,2020/01/18,2020/01/24,212.0,1.55,212.0
20W04T86,1月4週阿南紀北[逆],四国 -> 関西,2019/11/22,2020/01/18,2020/01/24,0.0,-,-
20W04T87,1月4週本四[逆],四国 -> 中国,2019/11/22,2020/01/18,2020/01/24,842.6,0.01,842.6
20W04T97,1月4週関門[逆],九州 -> 中国,2019/11/22,2020/01/18,2020/01/24,0.0,-,-
20W05T21,1月5週北本[逆],東北 -> 北海道,2019/11/22,2020/01/25,2020/01/31,309.0,0.15,309.0
20W05T34,1月5週ＦＣ(順),東京 -> 中部,2019/11/22,2020/01/25,2020/01/31,600.0,-,-
20W05T43,1月5週ＦＣ[逆],中部 -> 東京,2019/11/22,2020/01/25,2020/01/31,212.0,1.60,212.0
20W05T86,1月5週阿南紀北[逆],四国 -> 関西,2019/11/22,2020/01/25,2020/01/31,0.0,-,-
20W05T87,1月5週本四[逆],四国 -> 中国,2019/11/22,2020/01/25,2020/01/31,842.6,0.01,842.6
20W05T97,1月5週関門[逆],九州 -> 中国,2019/11/22,2020/01/25,2020/01/31,0.0,-,-
20W06T21,2月1週北本[逆],東北 -> 北海道,2019/12/24,2020/02/01,2020/02/07,319.0,0.35,319.0
20W06T34,2月1週ＦＣ(順),東京 -> 中部,2019/12/24,2020/02/01,2020/02/07,600.0,-,-
20W06T43,2月1週ＦＣ[逆],中部 -> 東京,2019/12/24,2020/02/01,2020/02/07,212.0,1.48,212.0
20W06T86,2月1週阿南紀北[逆],四国 -> 関西,2019/12/24,2020/02/01,2020/02/07,69.7,0.01,20.0
20W06T87,2月1週本四[逆],四国 -> 中国,2019/12/24,2020/02/01,2020/02/07,842.6,0.01,24.1
20W06T97,2月1週関門[逆],九州 -> 中国,2019/12/24,2020/02/01,2020/02/07,0.0,-,-
20W07T21,2月2週北本[逆],東北 -> 北海道,2019/12/24,2020/02/08,2020/02/14,319.0,0.50,319.0
20W07T34,2月2週ＦＣ(順),東京 -> 中部,2019/12/24,2020/02/08,2020/02/14,600.0,-,-
20W07T43,2月2週ＦＣ[逆],中部 -> 東京,2019/12/24,2020/02/08,2020/02/14,212.0,1.50,212.0
20W07T86,2月2週阿南紀北[逆],四国 -> 関西,2019/12/24,2020/02/08,2020/02/14,69.7,0.01,20.0
20W07T87,2月2週本四[逆],四国 -> 中国,2019/12/24,2020/02/08,2020/02/14,842.6,0.01,24.1
20W07T97,2月2週関門[逆],九州 -> 中国,2019/12/24,2020/02/08,2020/02/14,0.0,-,-
20W08T21,2月3週北本[逆],東北 -> 北海道,2019/12/24,2020/02/15,2020/02/21,319.0,0.50,319.0
20W08T34,2月3週ＦＣ(順),東京 -> 中部,2019/12/24,2020/02/15,2020/02/21,600.0,-,-
20W08T43,2月3週ＦＣ[逆],中部 -> 東京,2019/12/24,2020/02/15,2020/02/21,212.0,1.56,212.0
20W08T86,2月3週阿南紀北[逆],四国 -> 関西,2019/12/24,2020/02/15,2020/02/21,69.7,0.01,20.0
20W08T87,2月3週本四[逆],四国 -> 中国,2019/12/24,2020/02/15,2020/02/21,842.6,0.01,24.1
20W08T97,2月3週関門[逆],九州 -> 中国,2019/12/24,2020/02/15,2020/02/21,0.0,-,-
20W09T21,2月4週北本[逆],東北 -> 北海道,2019/12/24,2020/02/22,2020/02/28,319.0,0.50,319.0
20W09T34,2月4週ＦＣ(順),東京 -> 中部,2019/12/24,2020/02/22,2020/02/28,600.0,-,-
20W09T43,2月4週ＦＣ[逆],中部 -> 東京,2019/12/24,2020/02/22,2020/02/28,212.0,1.61,212.0
20W09T86,2月4週阿南紀北[逆],四国 -> 関西,2019/12/24,2020/02/22,2020/02/28,69.7,0.01,20.0
20W09T87,2月4週本四[逆],四国 -> 中国,2019/12/24,2020/02/22,2020/02/28,842.6,0.01,24.1
20W09T97,2月4週関門[逆],九州 -> 中国,2019/12/24,2020/02/22,2020/02/28,0.0,-,-
20W10T21,3月1週北本[逆],東北 -> 北海道,2020/01/22,2020/02/29,2020/03/06,0.0,-,-
20W10T34,3月1週ＦＣ(順),東京 -> 中部,2020/01/22,2020/02/29,2020/03/06,300.0,-,-
20W10T43,3月1週ＦＣ[逆],中部 -> 東京,2020/01/22,2020/02/29,2020/03/06,0.0,-,-
20W10T86,3月1週阿南紀北[逆],四国 -> 関西,2020/01/22,2020/02/29,2020/03/06,69.7,-,-
20W10T87,3月1週本四[逆],四国 -> 中国,2020/01/22,2020/02/29,2020/03/06,842.6,0.01,5.1
