受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2014/04/01,1,2948000,1073000,658000,15.34,15.20,15.20,15.20,15.48,15.48,15.48,15.48,15.48,15.48,1303500,4000,,
2014/04/01,2,3734000,1199500,680500,15.34,15.20,15.20,15.20,15.34,15.34,15.34,15.34,15.34,15.34,1638500,4000,,
2014/04/01,3,4441000,1212000,605000,15.48,13.92,13.92,13.92,15.79,15.79,15.79,15.79,15.79,15.79,1975000,4000,,
2014/04/01,4,4361500,1256000,720000,16.36,13.92,13.92,13.92,16.78,16.78,16.78,16.78,16.78,16.78,2133000,4000,,
2014/04/01,5,4302000,1373500,719000,16.43,13.92,13.92,13.92,16.78,16.78,16.78,16.78,16.78,16.78,2053500,54000,,
2014/04/01,6,4204500,1421000,723500,16.37,13.92,13.92,13.92,16.78,16.78,16.78,16.78,16.78,16.78,2053500,54000,,
2014/04/01,7,4293500,1421500,724000,16.37,13.92,13.92,13.92,16.78,16.78,16.78,16.78,16.78,16.78,2053500,54000,,
2014/04/01,8,4479000,1443000,723500,16.45,13.92,13.92,13.92,16.78,16.78,16.78,16.78,16.78,16.78,2241000,54000,,
2014/04/01,9,4369500,1415500,723500,16.45,13.92,13.92,13.92,16.78,16.78,16.78,16.78,16.78,16.78,2634500,54000,,
2014/04/01,10,4567000,1411500,758500,16.45,13.92,13.92,13.92,16.78,16.78,16.78,16.78,16.78,16.78,2399500,54000,,
2014/04/01,11,4285000,1354000,804500,16.36,14.81,14.81,14.81,16.78,16.78,16.78,16.78,16.78,16.78,2232000,54000,,
