受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2011/04/01,1,292500,533500,184000,13.18,6.40,8.98,,13.18,13.18,13.18,13.18,13.18,13.18,,,,
2011/04/01,2,253500,530000,150000,13.42,6.40,8.97,,13.42,13.42,13.42,13.42,13.42,13.42,,,,
2011/04/01,3,253500,525000,130000,13.78,6.40,8.90,,13.78,13.78,13.78,13.78,13.78,13.78,,,,
2011/04/01,4,255500,523000,127000,13.78,6.40,8.88,,13.82,13.82,13.82,13.82,13.82,13.82,,,,
2011/04/01,5,216500,519500,128000,13.78,6.40,8.96,,13.78,13.78,13.78,13.78,13.78,13.78,,,,
2011/04/01,6,217000,520000,128500,13.78,6.40,8.88,,13.78,13.78,13.78,13.78,13.78,13.78,,,,
2011/04/01,7,217500,521000,129000,13.78,6.40,8.95,,13.78,13.78,13.78,13.78,13.78,13.78,,,,
2011/04/01,8,217500,519500,129000,13.78,6.40,8.91,,13.78,13.78,13.78,13.78,13.78,13.78,,,,
2011/04/01,9,217500,523500,129000,13.78,6.40,9.11,,13.82,13.82,13.82,13.82,13.82,13.82,,,,
2011/04/01,10,217000,524500,128500,13.78,6.40,9.11,,13.82,13.82,13.82,13.82,13.82,13.82,,,,
2011/04/01,11,246000,527000,128000,13.82,6.40,11.50,,13.82,13.82,13.82,13.82,13.82,13.82,,,,
2011/04/01,12,263500,533500,145500,13.78,6.40,11.50,,13.78,13.78,13.78,13.78,13.78,13.78,,,,
2011/04/01,13,267500,547000,156500,13.78,6.40,11.50,,13.78,13.78,13.78,13.78,13.78,13.78,,,,
2011/04/01,14,275000,562500,168000,13.82,13.82,13.82,,13.82,13.82,13.82,13.82,13.82,13.82,,,,
2011/04/01,15,249500,615000,172500,13.79,13.79,13.79,,13.79,13.79,13.79,13.79,13.79,13.79,,,,
2011/04/01,16,278000,620000,193500,13.75,13.75,13.75,,13.75,13.75,13.75,13.75,13.75,13.75,,,,
2011/04/01,17,322500,707000,222000,13.66,9.68,9.68,,13.68,13.68,13.68,13.68,13.68,13.68,,,,
2011/04/01,18,289000,736000,189500,13.86,9.68,9.68,,13.86,13.86,13.86,13.86,13.86,13.86,,,,
2011/04/01,19,266500,754500,170500,13.97,14.10,14.10,,13.91,13.91,13.91,13.91,13.91,13.91,,,,
2011/04/01,20,252500,767000,153500,14.15,14.15,14.15,,14.15,14.15,14.15,14.15,14.15,14.15,,,,
2011/04/01,21,249500,781500,145500,14.29,25.00,25.00,,14.29,14.29,14.29,14.29,14.29,14.29,,,,
2011/04/01,22,249500,783500,145500,14.29,25.00,25.00,,14.29,14.29,14.29,14.29,14.29,14.29,,,,
2011/04/01,23,249500,784500,145500,14.29,25.00,25.00,,14.29,14.29,14.29,14.29,14.29,14.29,,,,
2011/04/01,24,250000,726500,146500,14.15,25.00,25.00,,14.15,14.15,14.15,14.15,14.15,14.15,,,,
2011/04/01,25,256500,639500,173500,13.62,18.50,18.50,,13.62,13.62,13.62,13.62,13.62,13.62,,,,
2011/04/01,26,257000,590000,164000,12.81,18.50,18.50,,12.81,12.81,12.81,12.81,12.81,12.81,,,,
2011/04/01,27,252000,658000,148500,14.10,14.10,14.10,,14.15,14.15,14.15,14.15,14.15,14.15,,,,
2011/04/01,28,251500,709000,147000,14.15,14.10,14.10,,14.15,14.15,14.15,14.15,14.15,14.15,,,,
2011/04/01,29,252000,715500,148500,14.10,14.10,14.10,,14.10,14.10,14.10,14.10,14.10,14.10,,,,
2011/04/01,30,253500,711500,151000,14.05,14.10,14.10,,14.05,14.05,14.05,14.05,14.05,14.05,,,,
