受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2017/04/01,1,4812000,3765500,1319000,10.23,11.79,11.79,11.79,8.58,8.58,8.58,8.58,8.58,7.12,782500,173500,,
2017/04/01,2,5082000,3663500,1243500,9.62,10.34,10.34,10.34,8.64,8.64,8.64,8.64,8.64,6.27,1197500,287500,,
2017/04/01,3,5717500,3594000,1186500,9.17,10.20,10.20,10.20,8.76,8.76,8.76,8.76,8.76,7.12,1365500,287500,,
2017/04/01,4,5926000,3634000,1154500,8.80,10.03,10.03,10.03,8.77,8.77,8.77,8.77,8.77,7.12,1533500,287500,,
2017/04/01,5,6164500,3682500,1158500,8.89,9.32,9.32,9.32,8.84,8.84,8.84,8.84,8.84,7.12,1533500,287500,,
2017/04/01,6,6177000,3674500,1355000,8.69,9.01,8.69,8.69,8.69,8.69,8.69,8.69,8.69,7.12,1533500,287500,,
2017/04/01,7,6334500,3658500,1414000,8.64,9.01,8.65,8.65,8.65,8.65,8.65,8.65,8.65,7.12,1533500,287500,,
2017/04/01,8,6339000,3644500,1415500,8.44,9.01,8.52,8.52,8.52,8.52,8.52,8.52,8.52,7.12,1533500,287500,,
2017/04/01,9,6363000,3654000,1427500,8.51,9.01,8.51,8.51,8.51,8.51,8.51,8.51,8.51,7.12,1533500,287500,,
2017/04/01,10,6363500,3671500,1439500,8.51,9.01,8.51,8.51,8.51,8.51,8.51,8.51,8.51,7.12,1533500,287500,,
2017/04/01,11,6163500,3695500,1379500,8.54,9.01,8.57,8.57,8.57,8.57,8.57,8.57,8.57,7.12,1509000,287500,,
2017/04/01,12,6147500,3640500,1312500,8.60,9.01,8.66,8.66,8.66,8.66,8.66,8.66,8.66,7.12,1509000,287500,,
2017/04/01,13,6128500,3685000,1262000,9.01,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,7.12,1470000,248500,,
2017/04/01,14,6119500,3769500,1341000,9.68,9.91,9.91,9.91,9.68,9.68,9.68,9.68,9.68,7.12,1470000,248500,,
2017/04/01,15,5369500,3781000,1337000,9.61,10.00,10.00,10.00,9.62,9.62,9.62,9.62,9.62,7.12,1483000,248500,,
2017/04/01,16,5557000,3983000,1532000,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,6.27,1583000,348500,,
2017/04/01,17,6531000,3958500,1479000,9.46,11.11,9.46,9.46,9.46,9.46,9.46,9.46,9.46,6.27,1999500,413500,,
2017/04/01,18,6737000,4173500,1578000,9.99,11.14,11.14,11.14,11.14,11.14,11.14,11.14,11.14,6.27,2207500,454000,,
2017/04/01,19,7065500,4358500,1713000,10.32,11.50,11.50,11.50,11.50,11.50,11.50,11.50,11.50,7.04,2717000,624000,,
2017/04/01,20,7435500,4432000,1783000,9.98,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,7.04,2985000,664000,,
2017/04/01,21,6241500,4528500,1846000,8.93,11.09,9.84,9.84,9.84,9.84,9.84,9.84,9.84,7.04,3294500,664000,,
2017/04/01,22,6486000,4485000,1795000,8.99,11.09,9.06,9.06,9.06,9.06,9.06,9.06,9.06,7.04,3681500,688500,,
2017/04/01,23,6731000,4425500,1806000,9.05,11.09,9.06,9.06,9.06,9.06,9.06,9.06,9.06,7.04,3866500,648500,,
2017/04/01,24,6785000,4358500,1784500,8.84,11.09,9.01,9.01,9.01,9.01,9.01,9.01,9.01,7.04,3941500,723500,,
2017/04/01,25,7712000,4135000,1809500,8.25,11.09,8.44,8.44,7.12,7.12,7.12,7.12,7.12,6.79,4040500,722500,,
2017/04/01,26,7877500,4111000,1841000,8.11,11.09,8.28,8.28,6.79,6.79,6.79,6.79,6.79,6.79,4101500,722500,,
2017/04/01,27,7618000,4212000,1784500,8.35,11.09,8.51,8.51,7.02,7.02,7.02,7.02,7.02,6.79,4121500,722500,,
