受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2020/04/01,1,16592450,18033600,15772950,6.43,6.84,6.76,6.76,4.00,4.00,4.00,4.00,4.00,4.00,3443900,2942900,1096700,729350
2020/04/01,2,16986950,18180600,15766550,5.77,6.62,6.62,6.62,3.73,3.73,3.73,3.73,3.73,3.73,4221100,3480100,1676400,1199400
2020/04/01,3,17263950,18234450,15990350,5.18,6.61,6.61,6.61,4.09,4.09,4.09,4.09,4.09,4.09,4642000,3751000,2074950,1597950
2020/04/01,4,17583250,18565050,16078100,4.87,6.51,6.51,6.51,4.04,4.04,4.04,4.04,4.04,4.04,4929900,3888900,2609300,1882800
2020/04/01,5,17943550,18738950,16338200,4.87,6.51,6.51,6.51,4.09,4.09,4.09,4.09,4.09,4.09,5242150,4051150,2922050,2195700
2020/04/01,6,18184000,18802350,16447650,4.87,8.30,6.50,6.50,4.43,4.43,4.43,4.43,4.43,4.43,5469250,4123250,3090100,2364250
2020/04/01,7,18271250,18893350,16503500,4.50,6.50,6.50,6.50,4.43,4.43,4.43,4.43,4.43,4.43,5514650,4168650,3163750,2437600
2020/04/01,8,18421100,18892350,16592600,4.43,6.50,6.50,6.50,4.04,4.04,4.04,4.04,4.04,4.04,5663900,4317900,3143250,2417600
2020/04/01,9,18372800,18952050,16682800,4.43,6.50,6.50,6.50,4.00,4.00,4.00,4.00,4.00,4.00,5614500,4418500,3130800,2405150
2020/04/01,10,18385550,18940300,16588650,4.34,6.51,6.51,6.51,3.73,3.73,3.73,3.73,3.73,3.73,5696950,4424950,3281800,2485650
2020/04/01,11,18261400,18989700,16462450,4.45,6.61,6.61,6.61,3.73,3.73,3.73,3.73,3.73,3.73,5658250,4373750,3190000,2394000
2020/04/01,12,18129800,19082750,16372850,4.87,6.62,6.62,6.62,4.04,4.04,4.04,4.04,4.04,4.04,5646350,4315850,3100150,2304150
2020/04/01,13,18253600,19397500,16435600,4.87,8.41,8.41,8.41,4.43,4.43,4.43,4.43,4.43,4.43,5863100,4338100,3028450,2232300
2020/04/01,14,18380850,19864600,16437150,5.18,10.13,8.41,8.41,4.44,4.44,4.44,4.44,4.44,4.44,6009300,4344300,2967650,2171500
2020/04/01,15,18500000,20550950,16652850,6.57,10.22,8.65,8.65,4.87,4.87,4.87,4.87,4.87,4.87,6017150,4448300,2951600,2005650
2020/04/01,16,18568000,21207900,16901250,6.85,10.04,8.65,8.65,4.87,4.87,4.87,4.87,4.87,4.87,5947450,4527200,2842750,1827700
2020/04/01,17,19168500,22235000,17645150,7.74,10.14,9.00,9.00,5.83,5.83,5.83,5.83,5.83,5.83,5559450,4268950,3110600,1673000
2020/04/01,18,19302900,23296150,17805900,8.71,11.67,9.17,9.17,7.69,7.69,7.69,7.69,7.69,6.22,5367700,4077200,3336350,1622550
2020/04/01,19,19112100,23826750,18023000,9.43,11.89,10.76,10.76,10.35,10.35,10.35,10.35,10.35,6.22,4852250,3808300,3242050,1499800
2020/04/01,20,19309250,23588350,18067050,9.12,11.98,8.60,10.35,10.35,10.35,10.35,10.35,10.35,6.22,4990900,3795450,2947800,1476000
2020/04/01,21,19573650,23262650,18008500,8.75,11.16,7.72,9.24,9.24,9.24,9.24,9.24,9.24,6.22,5257200,3885900,2931200,1524950
2020/04/01,22,19741550,23461700,17991350,8.68,7.72,7.72,9.24,9.24,9.24,9.24,9.24,9.24,6.22,5481000,3923200,3143150,1587900
2020/04/01,23,19725750,23351000,17924600,8.63,7.58,7.58,9.09,7.69,7.69,7.69,7.69,7.69,6.22,5577600,3970100,3221350,1566100
2020/04/01,24,19596150,23260050,17791750,8.63,7.56,7.56,9.09,7.06,7.06,7.06,7.06,7.06,6.22,5576700,3969200,3232300,1626550
2020/04/01,25,19560950,22728950,17580050,7.38,6.43,6.43,8.84,4.87,4.87,4.87,4.87,4.87,4.87,5709950,3991050,3312400,1805150
2020/04/01,26,19722750,22616100,17615250,7.03,6.43,6.43,8.84,4.87,4.87,4.87,4.87,4.87,4.87,5723150,3985750,3269150,1778450
2020/04/01,27,19684450,23068550,17767700,8.19,8.96,8.96,8.96,5.83,5.83,5.83,5.83,5.83,5.83,5732000,4010050,3077950,1790950
2020/04/01,28,19596550,23158900,17703100,8.52,11.95,8.96,8.96,6.15,6.15,6.15,6.15,6.15,6.15,5680250,4021300,3081900,1737400
2020/04/01,29,19731400,22657250,17836200,8.43,15.95,9.02,9.02,5.18,5.18,5.18,5.18,5.18,5.18,5701750,4139450,3094900,1844900
2020/04/01,30,19529650,22573800,17881100,8.43,9.02,9.02,9.02,4.87,4.87,4.87,4.87,4.87,4.87,5582900,4207100,3064900,1809900
2020/04/01,31,19267600,22781450,17827450,8.42,14.59,9.09,9.09,4.87,4.87,4.87,4.87,4.87,4.87,5394950,4169800,2999450,1759950
2020/04/01,32,19042100,22808300,17798000,8.70,25.00,11.52,11.52,5.83,5.83,5.83,5.83,5.83,5.83,5224350,4052200,2914650,1814150
2020/04/01,33,18909250,22766000,17663450,8.78,11.95,11.64,11.64,7.40,7.40,7.40,7.40,7.40,7.40,5302200,4123350,2900750,1903250
2020/04/01,34,18730200,22416000,17450050,8.86,18.94,11.52,11.52,7.59,7.59,7.59,7.59,7.59,7.40,5205700,4004600,2709000,1967500
2020/04/01,35,19253200,21808250,17742900,8.75,16.00,9.29,9.29,5.18,5.18,5.18,5.18,5.18,5.18,5679200,4468100,2564850,2074850
2020/04/01,36,19253750,21542650,17575750,8.75,11.54,9.29,9.29,5.83,5.83,5.83,5.83,5.83,5.83,5973650,4710050,2444850,2104850
2020/04/01,37,19603950,21637100,17632800,8.83,15.50,9.24,9.24,6.22,6.22,6.22,6.22,6.22,6.22,6318200,4867750,2244350,1904350
2020/04/01,38,19581700,21668550,17674350,8.83,15.40,9.57,9.57,5.83,5.83,5.83,5.83,5.83,5.83,6319300,4868850,2229350,1889350
2020/04/01,39,19577350,21558200,17536750,8.71,20.00,9.29,9.29,5.89,5.89,5.89,5.89,5.89,5.89,6332950,4874100,2295250,1955250
2020/04/01,40,19689550,21431450,17602600,7.69,16.11,9.04,9.04,5.83,5.83,5.83,5.83,5.83,5.83,6357200,4773850,2380250,2044750
2020/04/01,41,19473500,21326800,17259550,7.43,16.00,9.01,9.01,6.22,6.22,6.22,6.22,6.22,6.22,6315050,4641200,2601700,2116200
2020/04/01,42,19393800,21308150,17205200,7.38,11.53,9.00,9.00,5.18,5.18,5.18,5.18,5.18,5.18,6248800,4640450,2785200,2299700
2020/04/01,43,19097550,21028250,16972500,7.40,9.84,8.95,8.95,5.18,5.18,5.18,5.18,5.18,5.18,6139250,4654400,2665900,2180400
2020/04/01,44,19133150,20584800,16985550,6.42,9.84,8.75,8.75,4.87,4.87,4.87,4.87,4.87,4.87,6083850,4645050,2595500,2135000
2020/04/01,45,18141400,20231150,16245700,6.75,8.71,8.71,8.71,4.87,4.87,4.87,4.87,4.87,4.87,5918700,4569700,2717500,2332000
2020/04/01,46,17976400,19672050,16244500,6.44,8.71,8.71,8.71,4.43,4.43,4.43,4.43,4.43,4.43,5550800,4363300,2500750,2255250
2020/04/01,47,17251150,18891350,15755200,6.44,8.60,8.60,8.60,4.04,4.04,4.04,4.04,4.04,4.04,4879650,3941150,2005250,1909750
2020/04/01,48,16988550,18168300,15659400,6.44,8.52,8.52,8.52,3.44,3.44,3.44,3.44,3.44,3.44,4465750,3766750,1416250,1320750
2020/04/02,1,17079700,17357650,15072650,5.91,6.94,6.94,6.94,3.83,3.83,3.83,3.83,3.83,3.83,4595550,2943550,1181050,850050
