商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
21W27T87,7月1週本四[逆],四国 -> 中国,2021/05/24,2021/06/26,2021/07/02,1000.0,-,-
21W27T97,7月1週関門[逆],九州 -> 中国,2021/05/24,2021/06/26,2021/07/02,0.0,-,-
21W28T21,7月2週北本[逆],東北 -> 北海道,2021/05/24,2021/07/03,2021/07/09,381.0,0.01,64.2
21W28T34,7月2週ＦＣ(順),東京 -> 中部,2021/05/24,2021/07/03,2021/07/09,1500.0,-,-
21W28T43,7月2週ＦＣ[逆],中部 -> 東京,2021/05/24,2021/07/03,2021/07/09,1112.0,0.01,574.8
21W28T86,7月2週阿南紀北[逆],四国 -> 関西,2021/05/24,2021/07/03,2021/07/09,69.7,-,-
21W28T87,7月2週本四[逆],四国 -> 中国,2021/05/24,2021/07/03,2021/07/09,1000.0,-,-
21W28T97,7月2週関門[逆],九州 -> 中国,2021/05/24,2021/07/03,2021/07/09,0.0,-,-
21W29T21,7月3週北本[逆],東北 -> 北海道,2021/05/24,2021/07/10,2021/07/16,381.0,0.01,64.2
21W29T34,7月3週ＦＣ(順),東京 -> 中部,2021/05/24,2021/07/10,2021/07/16,1500.0,-,-
21W29T43,7月3週ＦＣ[逆],中部 -> 東京,2021/05/24,2021/07/10,2021/07/16,1112.0,0.01,547.9
21W29T86,7月3週阿南紀北[逆],四国 -> 関西,2021/05/24,2021/07/10,2021/07/16,69.7,-,-
21W29T87,7月3週本四[逆],四国 -> 中国,2021/05/24,2021/07/10,2021/07/16,1000.0,-,-
21W29T97,7月3週関門[逆],九州 -> 中国,2021/05/24,2021/07/10,2021/07/16,0.0,-,-
21W30T21,7月4週北本[逆],東北 -> 北海道,2021/05/24,2021/07/17,2021/07/23,281.0,0.01,64.2
21W30T34,7月4週ＦＣ(順),東京 -> 中部,2021/05/24,2021/07/17,2021/07/23,1500.0,-,-
21W30T43,7月4週ＦＣ[逆],中部 -> 東京,2021/05/24,2021/07/17,2021/07/23,1112.0,0.01,563.8
21W30T86,7月4週阿南紀北[逆],四国 -> 関西,2021/05/24,2021/07/17,2021/07/23,69.7,-,-
21W30T87,7月4週本四[逆],四国 -> 中国,2021/05/24,2021/07/17,2021/07/23,1000.0,-,-
21W30T97,7月4週関門[逆],九州 -> 中国,2021/05/24,2021/07/17,2021/07/23,0.0,-,-
21W31T21,7月5週北本[逆],東北 -> 北海道,2021/05/24,2021/07/24,2021/07/30,281.0,0.01,64.2
21W31T34,7月5週ＦＣ(順),東京 -> 中部,2021/05/24,2021/07/24,2021/07/30,1500.0,-,-
21W31T43,7月5週ＦＣ[逆],中部 -> 東京,2021/05/24,2021/07/24,2021/07/30,1112.0,0.01,583.8
21W31T86,7月5週阿南紀北[逆],四国 -> 関西,2021/05/24,2021/07/24,2021/07/30,69.7,-,-
21W31T87,7月5週本四[逆],四国 -> 中国,2021/05/24,2021/07/24,2021/07/30,1000.0,-,-
21W31T97,7月5週関門[逆],九州 -> 中国,2021/05/24,2021/07/24,2021/07/30,0.0,-,-
21W32T21,8月1週北本[逆],東北 -> 北海道,2021/06/23,2021/07/31,2021/08/06,281.0,0.01,59.3
21W32T34,8月1週ＦＣ(順),東京 -> 中部,2021/06/23,2021/07/31,2021/08/06,1500.0,0.01,20.3
21W32T43,8月1週ＦＣ[逆],中部 -> 東京,2021/06/23,2021/07/31,2021/08/06,1112.0,0.01,790.9
21W32T86,8月1週阿南紀北[逆],四国 -> 関西,2021/06/23,2021/07/31,2021/08/06,69.7,-,-
21W32T87,8月1週本四[逆],四国 -> 中国,2021/06/23,2021/07/31,2021/08/06,921.0,-,-
21W32T97,8月1週関門[逆],九州 -> 中国,2021/06/23,2021/07/31,2021/08/06,0.0,-,-
21W33T21,8月2週北本[逆],東北 -> 北海道,2021/06/23,2021/08/07,2021/08/13,281.0,0.01,59.3
21W33T34,8月2週ＦＣ(順),東京 -> 中部,2021/06/23,2021/08/07,2021/08/13,1500.0,0.01,0.3
21W33T43,8月2週ＦＣ[逆],中部 -> 東京,2021/06/23,2021/08/07,2021/08/13,1112.0,0.01,729.9
21W33T86,8月2週阿南紀北[逆],四国 -> 関西,2021/06/23,2021/08/07,2021/08/13,69.7,-,-
21W33T87,8月2週本四[逆],四国 -> 中国,2021/06/23,2021/08/07,2021/08/13,921.0,-,-
21W33T97,8月2週関門[逆],九州 -> 中国,2021/06/23,2021/08/07,2021/08/13,0.0,-,-
21W34T21,8月3週北本[逆],東北 -> 北海道,2021/06/23,2021/08/14,2021/08/20,281.0,0.01,59.3
21W34T34,8月3週ＦＣ(順),東京 -> 中部,2021/06/23,2021/08/14,2021/08/20,1500.0,0.01,20.3
21W34T43,8月3週ＦＣ[逆],中部 -> 東京,2021/06/23,2021/08/14,2021/08/20,1112.0,0.01,735.9
21W34T86,8月3週阿南紀北[逆],四国 -> 関西,2021/06/23,2021/08/14,2021/08/20,69.7,-,-
21W34T87,8月3週本四[逆],四国 -> 中国,2021/06/23,2021/08/14,2021/08/20,921.0,-,-
21W34T97,8月3週関門[逆],九州 -> 中国,2021/06/23,2021/08/14,2021/08/20,0.0,-,-
21W35T21,8月4週北本[逆],東北 -> 北海道,2021/06/23,2021/08/21,2021/08/27,281.0,0.01,59.3
21W35T34,8月4週ＦＣ(順),東京 -> 中部,2021/06/23,2021/08/21,2021/08/27,1500.0,0.01,20.3
21W35T43,8月4週ＦＣ[逆],中部 -> 東京,2021/06/23,2021/08/21,2021/08/27,1112.0,0.01,768.9
21W35T86,8月4週阿南紀北[逆],四国 -> 関西,2021/06/23,2021/08/21,2021/08/27,69.7,-,-
21W35T87,8月4週本四[逆],四国 -> 中国,2021/06/23,2021/08/21,2021/08/27,921.0,-,-
21W35T97,8月4週関門[逆],九州 -> 中国,2021/06/23,2021/08/21,2021/08/27,0.0,-,-
21W36T21,9月1週北本[逆],東北 -> 北海道,2021/07/26,2021/08/28,2021/09/03,0.0,-,-
21W36T34,9月1週ＦＣ(順),東京 -> 中部,2021/07/26,2021/08/28,2021/09/03,1500.0,0.01,35.0
21W36T43,9月1週ＦＣ[逆],中部 -> 東京,2021/07/26,2021/08/28,2021/09/03,1112.0,0.01,749.0
21W36T86,9月1週阿南紀北[逆],四国 -> 関西,2021/07/26,2021/08/28,2021/09/03,69.7,-,-
21W36T87,9月1週本四[逆],四国 -> 中国,2021/07/26,2021/08/28,2021/09/03,921.0,-,-
21W36T97,9月1週関門[逆],九州 -> 中国,2021/07/26,2021/08/28,2021/09/03,0.0,-,-
21W37T21,9月2週北本[逆],東北 -> 北海道,2021/07/26,2021/09/04,2021/09/10,0.0,-,-
21W37T34,9月2週ＦＣ(順),東京 -> 中部,2021/07/26,2021/09/04,2021/09/10,1500.0,0.01,35.0
21W37T43,9月2週ＦＣ[逆],中部 -> 東京,2021/07/26,2021/09/04,2021/09/10,1112.0,0.01,721.9
21W37T86,9月2週阿南紀北[逆],四国 -> 関西,2021/07/26,2021/09/04,2021/09/10,69.7,-,-
21W37T87,9月2週本四[逆],四国 -> 中国,2021/07/26,2021/09/04,2021/09/10,921.0,-,-
21W37T97,9月2週関門[逆],九州 -> 中国,2021/07/26,2021/09/04,2021/09/10,0.0,-,-
21W38T21,9月3週北本[逆],東北 -> 北海道,2021/07/26,2021/09/11,2021/09/17,0.0,-,-
21W38T34,9月3週ＦＣ(順),東京 -> 中部,2021/07/26,2021/09/11,2021/09/17,1500.0,0.01,35.0
21W38T43,9月3週ＦＣ[逆],中部 -> 東京,2021/07/26,2021/09/11,2021/09/17,1112.0,0.01,691.6
21W38T86,9月3週阿南紀北[逆],四国 -> 関西,2021/07/26,2021/09/11,2021/09/17,0.0,-,-
21W38T87,9月3週本四[逆],四国 -> 中国,2021/07/26,2021/09/11,2021/09/17,921.0,0.02,921.0
21W38T97,9月3週関門[逆],九州 -> 中国,2021/07/26,2021/09/11,2021/09/17,0.0,-,-
21W39T21,9月4週北本[逆],東北 -> 北海道,2021/07/26,2021/09/18,2021/09/24,0.0,-,-
21W39T34,9月4週ＦＣ(順),東京 -> 中部,2021/07/26,2021/09/18,2021/09/24,1500.0,0.01,35.0
21W39T43,9月4週ＦＣ[逆],中部 -> 東京,2021/07/26,2021/09/18,2021/09/24,1112.0,0.01,667.6
21W39T86,9月4週阿南紀北[逆],四国 -> 関西,2021/07/26,2021/09/18,2021/09/24,69.7,-,-
21W39T87,9月4週本四[逆],四国 -> 中国,2021/07/26,2021/09/18,2021/09/24,921.0,-,-
21W39T97,9月4週関門[逆],九州 -> 中国,2021/07/26,2021/09/18,2021/09/24,0.0,-,-
21W40T21,10月1週北本[逆],東北 -> 北海道,2021/08/24,2021/09/25,2021/10/01,0.0,-,-
21W40T34,10月1週ＦＣ(順),東京 -> 中部,2021/08/24,2021/09/25,2021/10/01,1500.0,0.01,50.0
21W40T43,10月1週ＦＣ[逆],中部 -> 東京,2021/08/24,2021/09/25,2021/10/01,1112.0,0.01,518.5
21W40T86,10月1週阿南紀北[逆],四国 -> 関西,2021/08/24,2021/09/25,2021/10/01,69.7,-,-
21W40T87,10月1週本四[逆],四国 -> 中国,2021/08/24,2021/09/25,2021/10/01,921.0,-,-
21W40T97,10月1週関門[逆],九州 -> 中国,2021/08/24,2021/09/25,2021/10/01,0.0,-,-
21W41T21,10月2週北本[逆],東北 -> 北海道,2021/08/24,2021/10/02,2021/10/08,0.0,-,-
21W41T34,10月2週ＦＣ(順),東京 -> 中部,2021/08/24,2021/10/02,2021/10/08,600.0,0.01,50.0
21W41T43,10月2週ＦＣ[逆],中部 -> 東京,2021/08/24,2021/10/02,2021/10/08,212.0,0.05,212.0
21W41T86,10月2週阿南紀北[逆],四国 -> 関西,2021/08/24,2021/10/02,2021/10/08,69.7,-,-
21W41T87,10月2週本四[逆],四国 -> 中国,2021/08/24,2021/10/02,2021/10/08,921.0,-,-
21W41T97,10月2週関門[逆],九州 -> 中国,2021/08/24,2021/10/02,2021/10/08,0.0,-,-
21W42T21,10月3週北本[逆],東北 -> 北海道,2021/08/24,2021/10/09,2021/10/15,0.0,-,-
21W42T34,10月3週ＦＣ(順),東京 -> 中部,2021/08/24,2021/10/09,2021/10/15,1200.0,0.01,50.0
21W42T43,10月3週ＦＣ[逆],中部 -> 東京,2021/08/24,2021/10/09,2021/10/15,812.0,0.01,469.3
21W42T86,10月3週阿南紀北[逆],四国 -> 関西,2021/08/24,2021/10/09,2021/10/15,69.7,-,-
21W42T87,10月3週本四[逆],四国 -> 中国,2021/08/24,2021/10/09,2021/10/15,921.0,-,-
21W42T97,10月3週関門[逆],九州 -> 中国,2021/08/24,2021/10/09,2021/10/15,0.0,-,-
21W43T21,10月4週北本[逆],東北 -> 北海道,2021/08/24,2021/10/16,2021/10/22,0.0,-,-
21W43T34,10月4週ＦＣ(順),東京 -> 中部,2021/08/24,2021/10/16,2021/10/22,1200.0,0.01,50.0
21W43T43,10月4週ＦＣ[逆],中部 -> 東京,2021/08/24,2021/10/16,2021/10/22,812.0,0.01,518.3
21W43T86,10月4週阿南紀北[逆],四国 -> 関西,2021/08/24,2021/10/16,2021/10/22,69.7,-,-
21W43T87,10月4週本四[逆],四国 -> 中国,2021/08/24,2021/10/16,2021/10/22,921.0,-,-
21W43T97,10月4週関門[逆],九州 -> 中国,2021/08/24,2021/10/16,2021/10/22,0.0,-,-
21W44T21,10月5週北本[逆],東北 -> 北海道,2021/08/24,2021/10/23,2021/10/29,0.0,-,-
21W44T34,10月5週ＦＣ(順),東京 -> 中部,2021/08/24,2021/10/23,2021/10/29,1500.0,0.01,50.0
21W44T43,10月5週ＦＣ[逆],中部 -> 東京,2021/08/24,2021/10/23,2021/10/29,1112.0,0.01,468.3
21W44T86,10月5週阿南紀北[逆],四国 -> 関西,2021/08/24,2021/10/23,2021/10/29,69.7,-,-
21W44T87,10月5週本四[逆],四国 -> 中国,2021/08/24,2021/10/23,2021/10/29,921.0,-,-
21W44T97,10月5週関門[逆],九州 -> 中国,2021/08/24,2021/10/23,2021/10/29,0.0,-,-
21W45T21,11月1週北本[逆],東北 -> 北海道,2021/09/24,2021/10/30,2021/11/05,0.0,-,-
21W45T34,11月1週ＦＣ(順),東京 -> 中部,2021/09/24,2021/10/30,2021/11/05,600.0,0.01,279.0
21W45T43,11月1週ＦＣ[逆],中部 -> 東京,2021/09/24,2021/10/30,2021/11/05,212.0,0.08,212.0
21W45T86,11月1週阿南紀北[逆],四国 -> 関西,2021/09/24,2021/10/30,2021/11/05,69.7,-,-
21W45T87,11月1週本四[逆],四国 -> 中国,2021/09/24,2021/10/30,2021/11/05,921.0,-,-
21W45T97,11月1週関門[逆],九州 -> 中国,2021/09/24,2021/10/30,2021/11/05,0.0,-,-
21W46T21,11月2週北本[逆],東北 -> 北海道,2021/09/24,2021/11/06,2021/11/12,289.0,0.01,110.1
21W46T34,11月2週ＦＣ(順),東京 -> 中部,2021/09/24,2021/11/06,2021/11/12,1050.0,0.01,278.0
21W46T43,11月2週ＦＣ[逆],中部 -> 東京,2021/09/24,2021/11/06,2021/11/12,662.0,0.01,462.2
21W46T86,11月2週阿南紀北[逆],四国 -> 関西,2021/09/24,2021/11/06,2021/11/12,69.7,-,-
21W46T87,11月2週本四[逆],四国 -> 中国,2021/09/24,2021/11/06,2021/11/12,921.0,-,-
21W46T97,11月2週関門[逆],九州 -> 中国,2021/09/24,2021/11/06,2021/11/12,0.0,-,-
21W47T21,11月3週北本[逆],東北 -> 北海道,2021/09/24,2021/11/13,2021/11/19,289.0,0.01,111.1
21W47T34,11月3週ＦＣ(順),東京 -> 中部,2021/09/24,2021/11/13,2021/11/19,600.0,0.01,278.0
21W47T43,11月3週ＦＣ[逆],中部 -> 東京,2021/09/24,2021/11/13,2021/11/19,212.0,0.05,212.0
21W47T86,11月3週阿南紀北[逆],四国 -> 関西,2021/09/24,2021/11/13,2021/11/19,69.7,-,-
21W47T87,11月3週本四[逆],四国 -> 中国,2021/09/24,2021/11/13,2021/11/19,921.0,-,-
21W47T97,11月3週関門[逆],九州 -> 中国,2021/09/24,2021/11/13,2021/11/19,0.0,-,-
21W48T21,11月4週北本[逆],東北 -> 北海道,2021/09/24,2021/11/20,2021/11/26,289.0,0.01,110.6
21W48T34,11月4週ＦＣ(順),東京 -> 中部,2021/09/24,2021/11/20,2021/11/26,1120.0,0.01,279.0
21W48T43,11月4週ＦＣ[逆],中部 -> 東京,2021/09/24,2021/11/20,2021/11/26,812.0,0.01,413.2
21W48T86,11月4週阿南紀北[逆],四国 -> 関西,2021/09/24,2021/11/20,2021/11/26,69.7,-,-
21W48T87,11月4週本四[逆],四国 -> 中国,2021/09/24,2021/11/20,2021/11/26,921.0,-,-
21W48T97,11月4週関門[逆],九州 -> 中国,2021/09/24,2021/11/20,2021/11/26,0.0,-,-
21W49T21,12月1週北本[逆],東北 -> 北海道,2021/10/22,2021/11/27,2021/12/03,289.0,0.01,191.5
21W49T34,12月1週ＦＣ(順),東京 -> 中部,2021/10/22,2021/11/27,2021/12/03,1120.0,0.01,650.0
21W49T43,12月1週ＦＣ[逆],中部 -> 東京,2021/10/22,2021/11/27,2021/12/03,812.0,0.01,263.4
21W49T86,12月1週阿南紀北[逆],四国 -> 関西,2021/10/22,2021/11/27,2021/12/03,0.0,-,-
21W49T87,12月1週本四[逆],四国 -> 中国,2021/10/22,2021/11/27,2021/12/03,921.0,0.01,921.0
21W49T97,12月1週関門[逆],九州 -> 中国,2021/10/22,2021/11/27,2021/12/03,0.0,-,-
21W50T21,12月2週北本[逆],東北 -> 北海道,2021/10/22,2021/12/04,2021/12/10,318.0,0.01,195.5
21W50T34,12月2週ＦＣ(順),東京 -> 中部,2021/10/22,2021/12/04,2021/12/10,1200.0,0.01,660.0
21W50T43,12月2週ＦＣ[逆],中部 -> 東京,2021/10/22,2021/12/04,2021/12/10,812.0,0.01,398.0
21W50T86,12月2週阿南紀北[逆],四国 -> 関西,2021/10/22,2021/12/04,2021/12/10,69.7,0.01,69.7
21W50T87,12月2週本四[逆],四国 -> 中国,2021/10/22,2021/12/04,2021/12/10,921.0,0.01,921.0
21W50T97,12月2週関門[逆],九州 -> 中国,2021/10/22,2021/12/04,2021/12/10,0.0,-,-
21W51T21,12月3週北本[逆],東北 -> 北海道,2021/10/22,2021/12/11,2021/12/17,318.0,0.01,195.5
21W51T34,12月3週ＦＣ(順),東京 -> 中部,2021/10/22,2021/12/11,2021/12/17,1500.0,0.01,700.0
21W51T43,12月3週ＦＣ[逆],中部 -> 東京,2021/10/22,2021/12/11,2021/12/17,1112.0,0.01,378.0
21W51T86,12月3週阿南紀北[逆],四国 -> 関西,2021/10/22,2021/12/11,2021/12/17,69.7,0.01,69.7
21W51T87,12月3週本四[逆],四国 -> 中国,2021/10/22,2021/12/11,2021/12/17,921.0,0.01,921.0
21W51T97,12月3週関門[逆],九州 -> 中国,2021/10/22,2021/12/11,2021/12/17,0.0,-,-
21W52T21,12月4週北本[逆],東北 -> 北海道,2021/10/22,2021/12/18,2021/12/24,318.0,0.01,195.5
21W52T34,12月4週ＦＣ(順),東京 -> 中部,2021/10/22,2021/12/18,2021/12/24,1500.0,0.01,710.0
21W52T43,12月4週ＦＣ[逆],中部 -> 東京,2021/10/22,2021/12/18,2021/12/24,1112.0,0.01,368.0
21W52T86,12月4週阿南紀北[逆],四国 -> 関西,2021/10/22,2021/12/18,2021/12/24,69.7,0.01,69.7
21W52T87,12月4週本四[逆],四国 -> 中国,2021/10/22,2021/12/18,2021/12/24,921.0,0.01,921.0
21W52T97,12月4週関門[逆],九州 -> 中国,2021/10/22,2021/12/18,2021/12/24,0.0,-,-
21W53T21,12月5週北本[逆],東北 -> 北海道,2021/10/22,2021/12/25,2021/12/31,318.0,0.01,198.5
21W53T34,12月5週ＦＣ(順),東京 -> 中部,2021/10/22,2021/12/25,2021/12/31,1200.0,0.01,700.0
21W53T43,12月5週ＦＣ[逆],中部 -> 東京,2021/10/22,2021/12/25,2021/12/31,812.0,0.01,360.9
21W53T86,12月5週阿南紀北[逆],四国 -> 関西,2021/10/22,2021/12/25,2021/12/31,69.7,0.01,69.7
21W53T87,12月5週本四[逆],四国 -> 中国,2021/10/22,2021/12/25,2021/12/31,921.0,0.01,921.0
21W53T97,12月5週関門[逆],九州 -> 中国,2021/10/22,2021/12/25,2021/12/31,0.0,-,-
22W01T21,1月1週北本[逆],東北 -> 北海道,2021/11/25,2022/01/01,2022/01/07,318.0,0.50,318.0
22W01T34,1月1週ＦＣ(順),東京 -> 中部,2021/11/25,2022/01/01,2022/01/07,1500.0,0.01,643.0
22W01T43,1月1週ＦＣ[逆],中部 -> 東京,2021/11/25,2022/01/01,2022/01/07,1112.0,0.01,538.9
22W01T86,1月1週阿南紀北[逆],四国 -> 関西,2021/11/25,2022/01/01,2022/01/07,69.7,0.01,69.7
22W01T87,1月1週本四[逆],四国 -> 中国,2021/11/25,2022/01/01,2022/01/07,921.0,0.01,921.0
22W01T97,1月1週関門[逆],九州 -> 中国,2021/11/25,2022/01/01,2022/01/07,0.0,-,-
22W02T21,1月2週北本[逆],東北 -> 北海道,2021/11/25,2022/01/08,2022/01/14,318.0,0.01,318.0
22W02T34,1月2週ＦＣ(順),東京 -> 中部,2021/11/25,2022/01/08,2022/01/14,1500.0,0.01,643.0
22W02T43,1月2週ＦＣ[逆],中部 -> 東京,2021/11/25,2022/01/08,2022/01/14,1112.0,0.01,652.9
22W02T86,1月2週阿南紀北[逆],四国 -> 関西,2021/11/25,2022/01/08,2022/01/14,69.7,0.01,69.7
22W02T87,1月2週本四[逆],四国 -> 中国,2021/11/25,2022/01/08,2022/01/14,921.0,0.01,921.0
22W02T97,1月2週関門[逆],九州 -> 中国,2021/11/25,2022/01/08,2022/01/14,0.0,-,-
22W03T21,1月3週北本[逆],東北 -> 北海道,2021/11/25,2022/01/15,2022/01/21,318.0,0.10,318.0
22W03T34,1月3週ＦＣ(順),東京 -> 中部,2021/11/25,2022/01/15,2022/01/21,1500.0,0.01,543.0
22W03T43,1月3週ＦＣ[逆],中部 -> 東京,2021/11/25,2022/01/15,2022/01/21,1112.0,0.01,855.8
22W03T86,1月3週阿南紀北[逆],四国 -> 関西,2021/11/25,2022/01/15,2022/01/21,69.7,0.01,69.7
22W03T87,1月3週本四[逆],四国 -> 中国,2021/11/25,2022/01/15,2022/01/21,921.0,0.01,921.0
22W03T97,1月3週関門[逆],九州 -> 中国,2021/11/25,2022/01/15,2022/01/21,0.0,-,-
22W04T21,1月4週北本[逆],東北 -> 北海道,2021/11/25,2022/01/22,2022/01/28,318.0,1.50,318.0
22W04T34,1月4週ＦＣ(順),東京 -> 中部,2021/11/25,2022/01/22,2022/01/28,1500.0,0.01,643.0
22W04T43,1月4週ＦＣ[逆],中部 -> 東京,2021/11/25,2022/01/22,2022/01/28,1112.0,0.01,555.8
22W04T86,1月4週阿南紀北[逆],四国 -> 関西,2021/11/25,2022/01/22,2022/01/28,69.7,0.01,69.7
22W04T87,1月4週本四[逆],四国 -> 中国,2021/11/25,2022/01/22,2022/01/28,921.0,0.01,921.0
22W04T97,1月4週関門[逆],九州 -> 中国,2021/11/25,2022/01/22,2022/01/28,0.0,-,-
22W05T21,2月1週北本[逆],東北 -> 北海道,2021/12/22,2022/01/29,2022/02/04,218.0,0.01,149.5
22W05T34,2月1週ＦＣ(順),東京 -> 中部,2021/12/22,2022/01/29,2022/02/04,1500.0,0.01,424.3
22W05T43,2月1週ＦＣ[逆],中部 -> 東京,2021/12/22,2022/01/29,2022/02/04,1112.0,0.01,557.9
22W05T86,2月1週阿南紀北[逆],四国 -> 関西,2021/12/22,2022/01/29,2022/02/04,346.0,0.01,346.0
22W05T87,2月1週本四[逆],四国 -> 中国,2021/12/22,2022/01/29,2022/02/04,921.0,0.01,921.0
22W05T97,2月1週関門[逆],九州 -> 中国,2021/12/22,2022/01/29,2022/02/04,0.0,-,-
22W06T21,2月2週北本[逆],東北 -> 北海道,2021/12/22,2022/02/05,2022/02/11,218.0,0.01,149.5
22W06T34,2月2週ＦＣ(順),東京 -> 中部,2021/12/22,2022/02/05,2022/02/11,1500.0,0.01,654.3
22W06T43,2月2週ＦＣ[逆],中部 -> 東京,2021/12/22,2022/02/05,2022/02/11,1112.0,0.01,330.1
22W06T86,2月2週阿南紀北[逆],四国 -> 関西,2021/12/22,2022/02/05,2022/02/11,346.0,0.01,346.0
22W06T87,2月2週本四[逆],四国 -> 中国,2021/12/22,2022/02/05,2022/02/11,921.0,0.01,921.0
22W06T97,2月2週関門[逆],九州 -> 中国,2021/12/22,2022/02/05,2022/02/11,0.0,-,-
22W07T21,2月3週北本[逆],東北 -> 北海道,2021/12/22,2022/02/12,2022/02/18,218.0,0.01,149.5
22W07T34,2月3週ＦＣ(順),東京 -> 中部,2021/12/22,2022/02/12,2022/02/18,1500.0,0.01,424.3
22W07T43,2月3週ＦＣ[逆],中部 -> 東京,2021/12/22,2022/02/12,2022/02/18,1112.0,0.01,558.0
22W07T86,2月3週阿南紀北[逆],四国 -> 関西,2021/12/22,2022/02/12,2022/02/18,346.0,0.01,346.0
22W07T87,2月3週本四[逆],四国 -> 中国,2021/12/22,2022/02/12,2022/02/18,921.0,0.01,921.0
22W07T97,2月3週関門[逆],九州 -> 中国,2021/12/22,2022/02/12,2022/02/18,0.0,-,-
22W08T21,2月4週北本[逆],東北 -> 北海道,2021/12/22,2022/02/19,2022/02/25,218.0,0.01,149.5
22W08T34,2月4週ＦＣ(順),東京 -> 中部,2021/12/22,2022/02/19,2022/02/25,1500.0,0.01,654.3
22W08T43,2月4週ＦＣ[逆],中部 -> 東京,2021/12/22,2022/02/19,2022/02/25,1112.0,0.01,317.9
22W08T86,2月4週阿南紀北[逆],四国 -> 関西,2021/12/22,2022/02/19,2022/02/25,346.0,0.01,346.0
22W08T87,2月4週本四[逆],四国 -> 中国,2021/12/22,2022/02/19,2022/02/25,921.0,0.01,921.0
22W08T97,2月4週関門[逆],九州 -> 中国,2021/12/22,2022/02/19,2022/02/25,0.0,-,-
22W09T21,3月1週北本[逆],東北 -> 北海道,2022/01/24,2022/02/26,2022/03/04,308.0,0.01,107.2
22W09T34,3月1週ＦＣ(順),東京 -> 中部,2022/01/24,2022/02/26,2022/03/04,1200.0,0.01,463.0
22W09T43,3月1週ＦＣ[逆],中部 -> 東京,2022/01/24,2022/02/26,2022/03/04,812.0,0.01,201.4
