受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2018/04/01,1,8870500,8640500,6098500,7.30,11.25,7.58,7.58,6.78,6.78,6.78,6.78,6.78,6.78,2805000,1590500,1118000,1118000
2018/04/01,2,9953500,8859000,6225500,6.93,11.24,7.32,7.32,6.33,6.33,6.33,6.33,6.33,6.33,3668500,1632000,1484000,1384000
2018/04/01,3,10598500,9077500,6356500,6.78,11.34,6.90,6.90,6.61,6.61,6.61,6.61,6.61,6.61,4189000,1677000,1783000,1583000
2018/04/01,4,10982000,9104000,6439500,6.84,9.94,6.84,6.84,6.78,6.78,6.78,6.78,6.78,6.78,4552500,1716000,1837000,1637000
2018/04/01,5,11106500,9123500,6439000,6.92,9.91,6.92,6.92,6.92,6.92,6.92,6.92,6.92,6.92,4706000,1757500,1824000,1624000
2018/04/01,6,11124500,9096500,6555000,7.09,9.91,7.55,7.55,7.16,7.16,7.16,7.16,7.16,7.16,4802500,1799500,1760500,1560500
2018/04/01,7,11119500,9077000,6600000,7.08,9.91,7.51,7.51,7.51,7.51,7.51,7.51,7.51,7.51,4838500,1832500,1733500,1533500
2018/04/01,8,11291500,9094500,6657000,7.07,9.91,7.32,7.32,7.32,7.32,7.32,7.32,7.32,7.32,4971000,1854000,1765000,1565000
2018/04/01,9,11433500,9167000,6647500,6.92,9.91,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,5137000,1854000,1775000,1575000
2018/04/01,10,11495500,9132500,6663500,6.95,9.91,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,5229000,1854000,1755000,1555000
2018/04/01,11,11534000,9040000,6619000,6.95,9.92,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,5327500,1854000,1755000,1555000
2018/04/01,12,11481000,9044000,6606000,6.96,9.94,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,5305000,1833000,1729000,1529000
2018/04/01,13,11640500,9134000,6335000,6.70,11.11,6.70,6.70,6.29,6.29,6.29,6.29,6.29,6.29,5376500,1791500,1799000,1599000
2018/04/01,14,12333500,9319000,6635500,6.51,10.95,6.67,6.67,5.75,5.75,5.75,5.75,5.75,5.75,5774500,1749500,2019500,1819500
2018/04/01,15,13287500,9281000,6798000,6.28,10.95,6.41,6.41,5.25,5.25,5.25,5.25,5.25,5.25,5983000,1697500,2165500,1965500
2018/04/01,16,13947500,9291500,6917000,6.18,10.95,6.46,6.46,5.07,5.07,5.07,5.07,5.07,5.07,6520000,1658500,2056500,1856500
2018/04/01,17,14765500,9438000,7248500,5.44,9.91,6.11,6.11,4.98,4.98,4.98,4.98,4.98,4.98,6600000,1616500,2306000,2057500
2018/04/01,18,15500500,9566500,7427500,5.80,9.88,6.21,6.21,5.55,5.55,5.55,5.55,5.55,5.55,6995500,1575000,2363000,2081500
2018/04/01,19,16576000,9058000,7468000,5.44,10.00,6.11,6.11,5.07,5.07,5.07,5.07,5.07,5.07,7353500,1541500,2213500,2071500
2018/04/01,20,17129000,9063500,7507500,5.19,10.10,5.92,5.92,5.15,5.15,5.15,5.15,5.15,5.15,7651000,1541500,2144000,2071500
