商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
20W30T21,7月4週北本[逆],東北 -> 北海道,2020/05/22,2020/07/18,2020/07/24,269.0,0.01,128.0
20W30T34,7月4週ＦＣ(順),東京 -> 中部,2020/05/22,2020/07/18,2020/07/24,600.0,-,-
20W30T43,7月4週ＦＣ[逆],中部 -> 東京,2020/05/22,2020/07/18,2020/07/24,212.0,1.66,212.0
20W30T86,7月4週阿南紀北[逆],四国 -> 関西,2020/05/22,2020/07/18,2020/07/24,69.7,-,-
20W30T87,7月4週本四[逆],四国 -> 中国,2020/05/22,2020/07/18,2020/07/24,862.6,0.01,4.8
20W30T97,7月4週関門[逆],九州 -> 中国,2020/05/22,2020/07/18,2020/07/24,0.0,-,-
20W31T21,7月5週北本[逆],東北 -> 北海道,2020/05/22,2020/07/25,2020/07/31,269.0,0.01,158.0
20W31T34,7月5週ＦＣ(順),東京 -> 中部,2020/05/22,2020/07/25,2020/07/31,600.0,-,-
20W31T43,7月5週ＦＣ[逆],中部 -> 東京,2020/05/22,2020/07/25,2020/07/31,212.0,1.68,212.0
20W31T86,7月5週阿南紀北[逆],四国 -> 関西,2020/05/22,2020/07/25,2020/07/31,69.7,-,-
20W31T87,7月5週本四[逆],四国 -> 中国,2020/05/22,2020/07/25,2020/07/31,862.6,0.01,4.8
20W31T97,7月5週関門[逆],九州 -> 中国,2020/05/22,2020/07/25,2020/07/31,0.0,-,-
20W32T21,8月1週北本[逆],東北 -> 北海道,2020/06/24,2020/08/01,2020/08/07,264.0,0.01,118.0
20W32T34,8月1週ＦＣ(順),東京 -> 中部,2020/06/24,2020/08/01,2020/08/07,600.0,-,-
20W32T43,8月1週ＦＣ[逆],中部 -> 東京,2020/06/24,2020/08/01,2020/08/07,212.0,1.51,212.0
20W32T86,8月1週阿南紀北[逆],四国 -> 関西,2020/06/24,2020/08/01,2020/08/07,69.7,-,-
20W32T87,8月1週本四[逆],四国 -> 中国,2020/06/24,2020/08/01,2020/08/07,861.6,0.01,4.9
20W32T97,8月1週関門[逆],九州 -> 中国,2020/06/24,2020/08/01,2020/08/07,0.0,-,-
20W33T21,8月2週北本[逆],東北 -> 北海道,2020/06/24,2020/08/08,2020/08/14,264.0,0.01,116.5
20W33T34,8月2週ＦＣ(順),東京 -> 中部,2020/06/24,2020/08/08,2020/08/14,600.0,-,-
20W33T43,8月2週ＦＣ[逆],中部 -> 東京,2020/06/24,2020/08/08,2020/08/14,212.0,1.66,212.0
20W33T86,8月2週阿南紀北[逆],四国 -> 関西,2020/06/24,2020/08/08,2020/08/14,69.7,-,-
20W33T87,8月2週本四[逆],四国 -> 中国,2020/06/24,2020/08/08,2020/08/14,861.6,0.01,4.9
20W33T97,8月2週関門[逆],九州 -> 中国,2020/06/24,2020/08/08,2020/08/14,0.0,-,-
20W34T21,8月3週北本[逆],東北 -> 北海道,2020/06/24,2020/08/15,2020/08/21,0.0,-,-
20W34T34,8月3週ＦＣ(順),東京 -> 中部,2020/06/24,2020/08/15,2020/08/21,600.0,-,-
20W34T43,8月3週ＦＣ[逆],中部 -> 東京,2020/06/24,2020/08/15,2020/08/21,212.0,1.71,212.0
20W34T86,8月3週阿南紀北[逆],四国 -> 関西,2020/06/24,2020/08/15,2020/08/21,69.7,-,-
20W34T87,8月3週本四[逆],四国 -> 中国,2020/06/24,2020/08/15,2020/08/21,861.6,0.01,4.9
20W34T97,8月3週関門[逆],九州 -> 中国,2020/06/24,2020/08/15,2020/08/21,0.0,-,-
20W35T21,8月4週北本[逆],東北 -> 北海道,2020/06/24,2020/08/22,2020/08/28,0.0,-,-
20W35T34,8月4週ＦＣ(順),東京 -> 中部,2020/06/24,2020/08/22,2020/08/28,600.0,-,-
20W35T43,8月4週ＦＣ[逆],中部 -> 東京,2020/06/24,2020/08/22,2020/08/28,212.0,1.66,212.0
20W35T86,8月4週阿南紀北[逆],四国 -> 関西,2020/06/24,2020/08/22,2020/08/28,69.7,-,-
20W35T87,8月4週本四[逆],四国 -> 中国,2020/06/24,2020/08/22,2020/08/28,861.6,0.01,4.9
20W35T97,8月4週関門[逆],九州 -> 中国,2020/06/24,2020/08/22,2020/08/28,0.0,-,-
20W36T21,9月1週北本[逆],東北 -> 北海道,2020/07/22,2020/08/29,2020/09/04,0.0,-,-
20W36T34,9月1週ＦＣ(順),東京 -> 中部,2020/07/22,2020/08/29,2020/09/04,600.0,-,-
20W36T43,9月1週ＦＣ[逆],中部 -> 東京,2020/07/22,2020/08/29,2020/09/04,212.0,1.01,212.0
20W36T86,9月1週阿南紀北[逆],四国 -> 関西,2020/07/22,2020/08/29,2020/09/04,69.7,-,-
20W36T87,9月1週本四[逆],四国 -> 中国,2020/07/22,2020/08/29,2020/09/04,862.6,-,-
20W36T97,9月1週関門[逆],九州 -> 中国,2020/07/22,2020/08/29,2020/09/04,0.0,-,-
20W37T21,9月2週北本[逆],東北 -> 北海道,2020/07/22,2020/09/05,2020/09/11,0.0,-,-
20W37T34,9月2週ＦＣ(順),東京 -> 中部,2020/07/22,2020/09/05,2020/09/11,600.0,-,-
20W37T43,9月2週ＦＣ[逆],中部 -> 東京,2020/07/22,2020/09/05,2020/09/11,212.0,1.06,212.0
20W37T86,9月2週阿南紀北[逆],四国 -> 関西,2020/07/22,2020/09/05,2020/09/11,69.7,-,-
20W37T87,9月2週本四[逆],四国 -> 中国,2020/07/22,2020/09/05,2020/09/11,862.6,-,-
20W37T97,9月2週関門[逆],九州 -> 中国,2020/07/22,2020/09/05,2020/09/11,0.0,-,-
20W38T21,9月3週北本[逆],東北 -> 北海道,2020/07/22,2020/09/12,2020/09/18,0.0,-,-
20W38T34,9月3週ＦＣ(順),東京 -> 中部,2020/07/22,2020/09/12,2020/09/18,600.0,-,-
20W38T43,9月3週ＦＣ[逆],中部 -> 東京,2020/07/22,2020/09/12,2020/09/18,212.0,1.08,212.0
20W38T86,9月3週阿南紀北[逆],四国 -> 関西,2020/07/22,2020/09/12,2020/09/18,69.7,-,-
20W38T87,9月3週本四[逆],四国 -> 中国,2020/07/22,2020/09/12,2020/09/18,862.6,-,-
20W38T97,9月3週関門[逆],九州 -> 中国,2020/07/22,2020/09/12,2020/09/18,0.0,-,-
20W39T21,9月4週北本[逆],東北 -> 北海道,2020/07/22,2020/09/19,2020/09/25,254.0,0.01,69.5
20W39T34,9月4週ＦＣ(順),東京 -> 中部,2020/07/22,2020/09/19,2020/09/25,300.0,-,-
20W39T43,9月4週ＦＣ[逆],中部 -> 東京,2020/07/22,2020/09/19,2020/09/25,0.0,-,-
20W39T86,9月4週阿南紀北[逆],四国 -> 関西,2020/07/22,2020/09/19,2020/09/25,69.7,-,-
20W39T87,9月4週本四[逆],四国 -> 中国,2020/07/22,2020/09/19,2020/09/25,862.6,-,-
20W39T97,9月4週関門[逆],九州 -> 中国,2020/07/22,2020/09/19,2020/09/25,0.0,-,-
20W40T21,10月1週北本[逆],東北 -> 北海道,2020/08/24,2020/09/26,2020/10/02,259.0,0.01,67.0
20W40T34,10月1週ＦＣ(順),東京 -> 中部,2020/08/24,2020/09/26,2020/10/02,300.0,-,-
20W40T43,10月1週ＦＣ[逆],中部 -> 東京,2020/08/24,2020/09/26,2020/10/02,0.0,-,-
20W40T86,10月1週阿南紀北[逆],四国 -> 関西,2020/08/24,2020/09/26,2020/10/02,69.7,-,-
20W40T87,10月1週本四[逆],四国 -> 中国,2020/08/24,2020/09/26,2020/10/02,862.6,-,-
20W40T97,10月1週関門[逆],九州 -> 中国,2020/08/24,2020/09/26,2020/10/02,0.0,-,-
20W41T21,10月2週北本[逆],東北 -> 北海道,2020/08/24,2020/10/03,2020/10/09,269.0,0.01,77.1
20W41T34,10月2週ＦＣ(順),東京 -> 中部,2020/08/24,2020/10/03,2020/10/09,300.0,-,-
20W41T43,10月2週ＦＣ[逆],中部 -> 東京,2020/08/24,2020/10/03,2020/10/09,0.0,-,-
20W41T86,10月2週阿南紀北[逆],四国 -> 関西,2020/08/24,2020/10/03,2020/10/09,69.7,-,-
20W41T87,10月2週本四[逆],四国 -> 中国,2020/08/24,2020/10/03,2020/10/09,862.6,-,-
20W41T97,10月2週関門[逆],九州 -> 中国,2020/08/24,2020/10/03,2020/10/09,0.0,-,-
20W42T21,10月3週北本[逆],東北 -> 北海道,2020/08/24,2020/10/10,2020/10/16,269.0,0.01,77.1
20W42T34,10月3週ＦＣ(順),東京 -> 中部,2020/08/24,2020/10/10,2020/10/16,0.0,-,-
20W42T43,10月3週ＦＣ[逆],中部 -> 東京,2020/08/24,2020/10/10,2020/10/16,0.0,-,-
20W42T86,10月3週阿南紀北[逆],四国 -> 関西,2020/08/24,2020/10/10,2020/10/16,69.7,-,-
20W42T87,10月3週本四[逆],四国 -> 中国,2020/08/24,2020/10/10,2020/10/16,862.6,-,-
20W42T97,10月3週関門[逆],九州 -> 中国,2020/08/24,2020/10/10,2020/10/16,0.0,-,-
20W43T21,10月4週北本[逆],東北 -> 北海道,2020/08/24,2020/10/17,2020/10/23,269.0,0.01,92.1
20W43T34,10月4週ＦＣ(順),東京 -> 中部,2020/08/24,2020/10/17,2020/10/23,0.0,-,-
20W43T43,10月4週ＦＣ[逆],中部 -> 東京,2020/08/24,2020/10/17,2020/10/23,0.0,-,-
20W43T86,10月4週阿南紀北[逆],四国 -> 関西,2020/08/24,2020/10/17,2020/10/23,69.7,-,-
20W43T87,10月4週本四[逆],四国 -> 中国,2020/08/24,2020/10/17,2020/10/23,862.6,-,-
20W43T97,10月4週関門[逆],九州 -> 中国,2020/08/24,2020/10/17,2020/10/23,0.0,-,-
20W44T21,10月5週北本[逆],東北 -> 北海道,2020/08/24,2020/10/24,2020/10/30,269.0,0.01,92.1
20W44T34,10月5週ＦＣ(順),東京 -> 中部,2020/08/24,2020/10/24,2020/10/30,0.0,-,-
20W44T43,10月5週ＦＣ[逆],中部 -> 東京,2020/08/24,2020/10/24,2020/10/30,0.0,-,-
20W44T86,10月5週阿南紀北[逆],四国 -> 関西,2020/08/24,2020/10/24,2020/10/30,69.7,-,-
20W44T87,10月5週本四[逆],四国 -> 中国,2020/08/24,2020/10/24,2020/10/30,862.6,-,-
20W44T97,10月5週関門[逆],九州 -> 中国,2020/08/24,2020/10/24,2020/10/30,0.0,-,-
20W45T21,11月1週北本[逆],東北 -> 北海道,2020/09/25,2020/10/31,2020/11/06,269.0,0.01,99.1
20W45T34,11月1週ＦＣ(順),東京 -> 中部,2020/09/25,2020/10/31,2020/11/06,0.0,-,-
20W45T43,11月1週ＦＣ[逆],中部 -> 東京,2020/09/25,2020/10/31,2020/11/06,0.0,-,-
20W45T86,11月1週阿南紀北[逆],四国 -> 関西,2020/09/25,2020/10/31,2020/11/06,69.7,-,-
20W45T87,11月1週本四[逆],四国 -> 中国,2020/09/25,2020/10/31,2020/11/06,862.6,-,-
20W45T97,11月1週関門[逆],九州 -> 中国,2020/09/25,2020/10/31,2020/11/06,0.0,-,-
20W46T21,11月2週北本[逆],東北 -> 北海道,2020/09/25,2020/11/07,2020/11/13,284.0,0.01,129.1
20W46T34,11月2週ＦＣ(順),東京 -> 中部,2020/09/25,2020/11/07,2020/11/13,0.0,-,-
20W46T43,11月2週ＦＣ[逆],中部 -> 東京,2020/09/25,2020/11/07,2020/11/13,0.0,-,-
20W46T86,11月2週阿南紀北[逆],四国 -> 関西,2020/09/25,2020/11/07,2020/11/13,69.7,-,-
20W46T87,11月2週本四[逆],四国 -> 中国,2020/09/25,2020/11/07,2020/11/13,862.6,-,-
20W46T97,11月2週関門[逆],九州 -> 中国,2020/09/25,2020/11/07,2020/11/13,0.0,-,-
20W47T21,11月3週北本[逆],東北 -> 北海道,2020/09/25,2020/11/14,2020/11/20,284.0,0.01,129.1
20W47T34,11月3週ＦＣ(順),東京 -> 中部,2020/09/25,2020/11/14,2020/11/20,0.0,-,-
20W47T43,11月3週ＦＣ[逆],中部 -> 東京,2020/09/25,2020/11/14,2020/11/20,0.0,-,-
20W47T86,11月3週阿南紀北[逆],四国 -> 関西,2020/09/25,2020/11/14,2020/11/20,69.7,-,-
20W47T87,11月3週本四[逆],四国 -> 中国,2020/09/25,2020/11/14,2020/11/20,862.6,-,-
20W47T97,11月3週関門[逆],九州 -> 中国,2020/09/25,2020/11/14,2020/11/20,0.0,-,-
20W48T21,11月4週北本[逆],東北 -> 北海道,2020/09/25,2020/11/21,2020/11/27,284.0,0.01,146.1
20W48T34,11月4週ＦＣ(順),東京 -> 中部,2020/09/25,2020/11/21,2020/11/27,0.0,-,-
20W48T43,11月4週ＦＣ[逆],中部 -> 東京,2020/09/25,2020/11/21,2020/11/27,0.0,-,-
20W48T86,11月4週阿南紀北[逆],四国 -> 関西,2020/09/25,2020/11/21,2020/11/27,69.7,-,-
20W48T87,11月4週本四[逆],四国 -> 中国,2020/09/25,2020/11/21,2020/11/27,862.6,-,-
20W48T97,11月4週関門[逆],九州 -> 中国,2020/09/25,2020/11/21,2020/11/27,0.0,-,-
20W49T21,12月1週北本[逆],東北 -> 北海道,2020/10/22,2020/11/28,2020/12/04,284.0,0.10,284.0
20W49T34,12月1週ＦＣ(順),東京 -> 中部,2020/10/22,2020/11/28,2020/12/04,0.0,-,-
20W49T43,12月1週ＦＣ[逆],中部 -> 東京,2020/10/22,2020/11/28,2020/12/04,0.0,-,-
20W49T86,12月1週阿南紀北[逆],四国 -> 関西,2020/10/22,2020/11/28,2020/12/04,69.7,-,-
20W49T87,12月1週本四[逆],四国 -> 中国,2020/10/22,2020/11/28,2020/12/04,862.6,-,-
20W49T97,12月1週関門[逆],九州 -> 中国,2020/10/22,2020/11/28,2020/12/04,0.0,-,-
20W50T21,12月2週北本[逆],東北 -> 北海道,2020/10/22,2020/12/05,2020/12/11,304.0,0.10,304.0
20W50T34,12月2週ＦＣ(順),東京 -> 中部,2020/10/22,2020/12/05,2020/12/11,0.0,-,-
20W50T43,12月2週ＦＣ[逆],中部 -> 東京,2020/10/22,2020/12/05,2020/12/11,0.0,-,-
20W50T86,12月2週阿南紀北[逆],四国 -> 関西,2020/10/22,2020/12/05,2020/12/11,69.7,-,-
20W50T87,12月2週本四[逆],四国 -> 中国,2020/10/22,2020/12/05,2020/12/11,862.6,-,-
20W50T97,12月2週関門[逆],九州 -> 中国,2020/10/22,2020/12/05,2020/12/11,79.7,0.01,79.7
20W51T21,12月3週北本[逆],東北 -> 北海道,2020/10/22,2020/12/12,2020/12/18,304.0,0.12,304.0
20W51T34,12月3週ＦＣ(順),東京 -> 中部,2020/10/22,2020/12/12,2020/12/18,0.0,-,-
20W51T43,12月3週ＦＣ[逆],中部 -> 東京,2020/10/22,2020/12/12,2020/12/18,0.0,-,-
20W51T86,12月3週阿南紀北[逆],四国 -> 関西,2020/10/22,2020/12/12,2020/12/18,69.7,-,-
20W51T87,12月3週本四[逆],四国 -> 中国,2020/10/22,2020/12/12,2020/12/18,862.6,-,-
20W51T97,12月3週関門[逆],九州 -> 中国,2020/10/22,2020/12/12,2020/12/18,79.7,0.01,79.7
20W52T21,12月4週北本[逆],東北 -> 北海道,2020/10/22,2020/12/19,2020/12/25,304.0,0.17,304.0
20W52T34,12月4週ＦＣ(順),東京 -> 中部,2020/10/22,2020/12/19,2020/12/25,0.0,-,-
20W52T43,12月4週ＦＣ[逆],中部 -> 東京,2020/10/22,2020/12/19,2020/12/25,0.0,-,-
20W52T86,12月4週阿南紀北[逆],四国 -> 関西,2020/10/22,2020/12/19,2020/12/25,69.7,-,-
20W52T87,12月4週本四[逆],四国 -> 中国,2020/10/22,2020/12/19,2020/12/25,862.6,-,-
20W52T97,12月4週関門[逆],九州 -> 中国,2020/10/22,2020/12/19,2020/12/25,0.0,-,-
21W01T21,1月1週北本[逆],東北 -> 北海道,2020/11/25,2020/12/26,2021/01/01,304.0,0.53,304.0
21W01T34,1月1週ＦＣ(順),東京 -> 中部,2020/11/25,2020/12/26,2021/01/01,0.0,-,-
21W01T43,1月1週ＦＣ[逆],中部 -> 東京,2020/11/25,2020/12/26,2021/01/01,0.0,-,-
21W01T86,1月1週阿南紀北[逆],四国 -> 関西,2020/11/25,2020/12/26,2021/01/01,69.7,-,-
21W01T87,1月1週本四[逆],四国 -> 中国,2020/11/25,2020/12/26,2021/01/01,862.6,-,-
21W01T97,1月1週関門[逆],九州 -> 中国,2020/11/25,2020/12/26,2021/01/01,0.0,-,-
21W02T21,1月2週北本[逆],東北 -> 北海道,2020/11/25,2021/01/02,2021/01/08,304.0,0.93,304.0
21W02T34,1月2週ＦＣ(順),東京 -> 中部,2020/11/25,2021/01/02,2021/01/08,600.0,-,-
21W02T43,1月2週ＦＣ[逆],中部 -> 東京,2020/11/25,2021/01/02,2021/01/08,212.0,0.01,181.2
21W02T86,1月2週阿南紀北[逆],四国 -> 関西,2020/11/25,2021/01/02,2021/01/08,69.7,-,-
21W02T87,1月2週本四[逆],四国 -> 中国,2020/11/25,2021/01/02,2021/01/08,862.6,-,-
21W02T97,1月2週関門[逆],九州 -> 中国,2020/11/25,2021/01/02,2021/01/08,0.0,-,-
21W03T21,1月3週北本[逆],東北 -> 北海道,2020/11/25,2021/01/09,2021/01/15,304.0,0.81,304.0
21W03T34,1月3週ＦＣ(順),東京 -> 中部,2020/11/25,2021/01/09,2021/01/15,0.0,-,-
21W03T43,1月3週ＦＣ[逆],中部 -> 東京,2020/11/25,2021/01/09,2021/01/15,0.0,-,-
21W03T86,1月3週阿南紀北[逆],四国 -> 関西,2020/11/25,2021/01/09,2021/01/15,69.7,-,-
21W03T87,1月3週本四[逆],四国 -> 中国,2020/11/25,2021/01/09,2021/01/15,862.6,-,-
21W03T97,1月3週関門[逆],九州 -> 中国,2020/11/25,2021/01/09,2021/01/15,0.0,-,-
21W04T21,1月4週北本[逆],東北 -> 北海道,2020/11/25,2021/01/16,2021/01/22,304.0,1.00,304.0
21W04T34,1月4週ＦＣ(順),東京 -> 中部,2020/11/25,2021/01/16,2021/01/22,0.0,-,-
21W04T43,1月4週ＦＣ[逆],中部 -> 東京,2020/11/25,2021/01/16,2021/01/22,0.0,-,-
21W04T86,1月4週阿南紀北[逆],四国 -> 関西,2020/11/25,2021/01/16,2021/01/22,69.7,-,-
21W04T87,1月4週本四[逆],四国 -> 中国,2020/11/25,2021/01/16,2021/01/22,862.6,-,-
21W04T97,1月4週関門[逆],九州 -> 中国,2020/11/25,2021/01/16,2021/01/22,0.0,-,-
21W05T21,1月5週北本[逆],東北 -> 北海道,2020/11/25,2021/01/23,2021/01/29,304.0,1.00,304.0
21W05T34,1月5週ＦＣ(順),東京 -> 中部,2020/11/25,2021/01/23,2021/01/29,0.0,-,-
21W05T43,1月5週ＦＣ[逆],中部 -> 東京,2020/11/25,2021/01/23,2021/01/29,0.0,-,-
21W05T86,1月5週阿南紀北[逆],四国 -> 関西,2020/11/25,2021/01/23,2021/01/29,69.7,-,-
21W05T87,1月5週本四[逆],四国 -> 中国,2020/11/25,2021/01/23,2021/01/29,862.6,-,-
21W05T97,1月5週関門[逆],九州 -> 中国,2020/11/25,2021/01/23,2021/01/29,0.0,-,-
21W06T21,2月1週北本[逆],東北 -> 北海道,2020/12/23,2021/01/30,2021/02/05,304.0,0.65,304.0
21W06T34,2月1週ＦＣ(順),東京 -> 中部,2020/12/23,2021/01/30,2021/02/05,0.0,-,-
21W06T43,2月1週ＦＣ[逆],中部 -> 東京,2020/12/23,2021/01/30,2021/02/05,0.0,-,-
21W06T86,2月1週阿南紀北[逆],四国 -> 関西,2020/12/23,2021/01/30,2021/02/05,0.0,-,-
21W06T87,2月1週本四[逆],四国 -> 中国,2020/12/23,2021/01/30,2021/02/05,862.6,0.01,862.6
21W06T97,2月1週関門[逆],九州 -> 中国,2020/12/23,2021/01/30,2021/02/05,0.0,-,-
21W07T21,2月2週北本[逆],東北 -> 北海道,2020/12/23,2021/02/06,2021/02/12,304.0,0.65,304.0
21W07T34,2月2週ＦＣ(順),東京 -> 中部,2020/12/23,2021/02/06,2021/02/12,600.0,0.01,61.0
21W07T43,2月2週ＦＣ[逆],中部 -> 東京,2020/12/23,2021/02/06,2021/02/12,212.0,0.01,212.0
21W07T86,2月2週阿南紀北[逆],四国 -> 関西,2020/12/23,2021/02/06,2021/02/12,0.0,-,-
21W07T87,2月2週本四[逆],四国 -> 中国,2020/12/23,2021/02/06,2021/02/12,862.6,0.01,862.6
21W07T97,2月2週関門[逆],九州 -> 中国,2020/12/23,2021/02/06,2021/02/12,0.0,-,-
21W08T21,2月3週北本[逆],東北 -> 北海道,2020/12/23,2021/02/13,2021/02/19,304.0,0.65,304.0
21W08T34,2月3週ＦＣ(順),東京 -> 中部,2020/12/23,2021/02/13,2021/02/19,0.0,-,-
21W08T43,2月3週ＦＣ[逆],中部 -> 東京,2020/12/23,2021/02/13,2021/02/19,0.0,-,-
21W08T86,2月3週阿南紀北[逆],四国 -> 関西,2020/12/23,2021/02/13,2021/02/19,69.7,-,-
21W08T87,2月3週本四[逆],四国 -> 中国,2020/12/23,2021/02/13,2021/02/19,862.6,-,-
21W08T97,2月3週関門[逆],九州 -> 中国,2020/12/23,2021/02/13,2021/02/19,0.0,-,-
21W09T21,2月4週北本[逆],東北 -> 北海道,2020/12/23,2021/02/20,2021/02/26,304.0,0.52,304.0
21W09T34,2月4週ＦＣ(順),東京 -> 中部,2020/12/23,2021/02/20,2021/02/26,600.0,0.01,20.5
21W09T43,2月4週ＦＣ[逆],中部 -> 東京,2020/12/23,2021/02/20,2021/02/26,212.0,0.01,212.0
21W09T86,2月4週阿南紀北[逆],四国 -> 関西,2020/12/23,2021/02/20,2021/02/26,69.7,-,-
21W09T87,2月4週本四[逆],四国 -> 中国,2020/12/23,2021/02/20,2021/02/26,862.6,-,-
21W09T97,2月4週関門[逆],九州 -> 中国,2020/12/23,2021/02/20,2021/02/26,0.0,-,-
21W10T21,3月1週北本[逆],東北 -> 北海道,2021/01/22,2021/02/27,2021/03/05,304.0,0.01,210.0
21W10T34,3月1週ＦＣ(順),東京 -> 中部,2021/01/22,2021/02/27,2021/03/05,600.0,-,-
21W10T43,3月1週ＦＣ[逆],中部 -> 東京,2021/01/22,2021/02/27,2021/03/05,212.0,0.01,197.4
21W10T86,3月1週阿南紀北[逆],四国 -> 関西,2021/01/22,2021/02/27,2021/03/05,69.7,-,-
21W10T87,3月1週本四[逆],四国 -> 中国,2021/01/22,2021/02/27,2021/03/05,862.6,-,-
21W10T97,3月1週関門[逆],九州 -> 中国,2021/01/22,2021/02/27,2021/03/05,0.0,-,-
21W11T21,3月2週北本[逆],東北 -> 北海道,2021/01/22,2021/03/06,2021/03/12,274.0,0.01,214.0
21W11T34,3月2週ＦＣ(順),東京 -> 中部,2021/01/22,2021/03/06,2021/03/12,0.0,-,-
21W11T43,3月2週ＦＣ[逆],中部 -> 東京,2021/01/22,2021/03/06,2021/03/12,0.0,-,-
