受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2016/04/01,1,5077000,2120500,675500,6.61,8.66,6.69,6.69,6.69,6.69,6.69,6.69,6.69,4.00,1665000,45000,,
2016/04/01,2,5621500,2239000,755500,6.34,8.66,6.34,6.34,6.34,6.34,6.34,6.34,6.34,4.00,1979000,195000,,
2016/04/01,3,5710500,2219000,713500,6.34,7.20,6.34,6.34,6.34,6.34,6.34,6.34,6.34,4.00,2236500,195000,,
2016/04/01,4,5536000,2202500,717500,6.25,7.10,6.03,6.03,6.03,6.03,6.03,6.03,6.03,4.00,2236500,195000,,
2016/04/01,5,5461000,2192000,870500,6.57,7.10,6.57,6.57,6.57,6.57,6.57,6.57,6.57,5.28,2191500,170000,,
2016/04/01,6,5456500,2183000,800500,6.57,7.10,6.57,6.57,6.57,6.57,6.57,6.57,6.57,5.28,2206500,150000,,
2016/04/01,7,5445000,2203500,808500,6.57,7.10,6.57,6.57,6.57,6.57,6.57,6.57,6.57,5.87,2246500,150000,,
2016/04/01,8,5448500,2276500,816000,6.57,7.10,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,2246500,150000,,
2016/04/01,9,5615000,2307000,814500,6.57,7.11,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,2414500,150000,,
2016/04/01,10,5722000,2238500,803000,6.57,7.19,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,2582500,150000,,
2016/04/01,11,5251000,2264500,784000,6.57,8.66,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,2082500,150000,,
2016/04/01,12,5224000,2288000,759500,6.69,8.66,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,2082500,150000,,
2016/04/01,13,5320000,2320500,797000,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,5.87,2149500,217000,,
2016/04/01,14,5299500,2322500,744500,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,5.87,2149500,217000,,
2016/04/01,15,5285500,2371000,1027000,6.99,6.99,6.99,6.99,6.99,6.99,6.99,6.99,6.99,5.87,2167000,317000,,
2016/04/01,16,5392500,2519000,1150000,6.99,6.99,6.99,6.99,6.99,6.99,6.99,6.99,6.99,5.88,2317000,467000,,
2016/04/01,17,6281500,2705000,1034500,7.59,7.59,7.59,7.59,7.59,7.59,7.59,7.59,7.59,6.12,2317000,467000,,
2016/04/01,18,6087000,3010000,990500,8.25,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,2317000,467000,,
2016/04/01,19,6244500,3188500,1015000,8.83,9.64,9.64,9.64,8.25,8.25,8.25,8.25,8.25,8.25,2017000,467000,,
2016/04/01,20,6225500,3229000,1014000,8.94,9.69,9.69,9.69,8.25,8.25,8.25,8.25,8.25,8.25,2017000,467000,,
