受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2010/04/01,1,660500,505000,172500,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,,,,
2010/04/01,2,660500,482000,172500,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,,,,
2010/04/01,3,676500,463500,173500,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,,,,
2010/04/01,4,686500,457500,173500,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,,,,
2010/04/01,5,689000,450500,176000,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,,,,
2010/04/01,6,689000,446500,176000,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,,,,
2010/04/01,7,689000,444000,176000,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,,,,
2010/04/01,8,689500,442000,177000,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,,,,
2010/04/01,9,689000,446500,176000,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42,,,,
2010/04/01,10,689000,453000,176000,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,,,,
2010/04/01,11,688500,471000,175500,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,,,,
2010/04/01,12,687500,491500,177000,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,5.61,,,,
2010/04/01,13,684500,536500,192500,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,,,,
2010/04/01,14,680000,570500,187500,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,,,,
2010/04/01,15,672500,572000,186000,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,,,,
2010/04/01,16,698500,593500,259500,7.23,7.23,7.23,7.23,7.23,7.23,7.23,7.23,7.23,7.23,,,,
2010/04/01,17,654000,522500,265500,7.23,7.23,7.23,7.23,7.23,7.23,7.23,7.23,7.23,7.23,,,,
2010/04/01,18,656500,558500,287500,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,,,,
