年月日,時刻コード,始値(円/kWh),高値(円/kWh),安値(円/kWh),終値(円/kWh),平均(円/kWh),約定量合計(kWh),約定件数
2019/04/02,38,39.99,50.00,9.71,12.00,23.28,369150,153
2019/04/02,39,35.81,50.00,9.69,30.41,22.21,375500,181
2019/04/02,40,35.05,50.00,9.85,35.55,22.78,346100,153
2019/04/02,41,35.05,50.00,9.66,11.74,22.61,367850,172
2019/04/02,42,30.00,30.00,9.48,11.40,16.88,215650,79
2019/04/02,43,30.00,31.02,8.93,11.50,19.28,238950,94
2019/04/02,44,11.85,14.78,7.76,10.22,11.20,173500,98
2019/04/02,45,13.00,14.07,8.90,10.61,11.22,204650,105
2019/04/02,46,12.22,14.82,7.76,10.22,10.15,164450,87
2019/04/02,47,11.39,12.98,7.34,9.94,9.49,287400,113
2019/04/02,48,10.77,14.07,7.72,9.32,9.50,269350,88
2019/04/03,1,10.74,13.09,7.00,13.09,8.79,37550,36
2019/04/03,2,11.00,11.00,7.00,7.10,7.82,92350,34
2019/04/03,3,8.41,8.55,6.59,7.45,7.44,32600,33
2019/04/03,4,7.39,10.39,5.00,7.70,7.62,38550,40
2019/04/03,5,7.31,10.39,5.30,10.00,7.62,36600,38
2019/04/03,6,7.24,10.39,5.26,10.00,7.56,36200,43
2019/04/03,7,7.24,9.48,5.93,9.48,8.59,59750,45
2019/04/03,8,8.80,10.35,5.93,9.45,8.69,59300,49
2019/04/03,9,7.21,10.00,5.27,10.00,8.16,67100,47
2019/04/03,10,7.20,9.45,5.55,9.38,8.13,72050,40
2019/04/03,11,7.21,13.09,5.91,9.40,8.81,52300,36
2019/04/03,12,7.22,13.09,5.93,9.41,9.05,30550,38
2019/04/03,13,13.55,13.55,8.00,8.22,9.10,198100,60
2019/04/03,14,13.00,42.01,8.00,8.27,9.83,227050,68
2019/04/03,15,12.34,42.01,6.00,17.49,12.51,59100,52
2019/04/03,16,10.01,34.49,6.80,7.82,14.45,47950,56
2019/04/03,17,9.89,20.00,5.83,15.14,8.82,25450,47
2019/04/03,18,11.63,13.70,7.18,7.18,9.53,114550,61
2019/04/03,19,8.65,13.73,5.64,7.22,6.89,133350,47
2019/04/03,20,7.90,13.67,5.35,7.97,7.17,132800,51
2019/04/03,21,6.63,13.31,4.87,9.90,8.13,36950,41
2019/04/03,22,6.70,13.31,4.87,9.63,8.06,35600,43
2019/04/03,23,6.64,13.31,4.80,6.39,7.63,33450,37
2019/04/03,24,6.64,13.30,4.79,8.82,7.08,32500,43
2019/04/03,25,3.07,12.50,2.76,2.76,5.24,39600,44
2019/04/03,26,3.07,12.40,2.24,12.40,5.06,40200,48
2019/04/03,27,8.06,13.20,2.96,5.50,5.99,39850,58
2019/04/03,28,5.00,13.31,3.62,7.38,6.45,41550,56
2019/04/03,29,8.41,13.69,4.82,7.38,6.57,37800,48
2019/04/03,30,7.09,13.80,4.95,7.38,6.88,61400,60
2019/04/03,31,6.80,13.29,4.96,7.81,6.65,36600,58
2019/04/03,32,11.05,13.33,5.18,5.18,7.14,191350,94
2019/04/03,33,12.92,12.92,6.39,12.92,9.93,176900,94
2019/04/03,34,12.92,12.92,8.28,9.33,9.34,196700,108
2019/04/03,35,28.91,29.91,7.98,7.98,16.84,289050,154
2019/04/03,36,42.00,42.00,7.55,7.55,18.73,350900,176
2019/04/03,37,40.20,40.20,9.81,20.00,27.97,131600,106
2019/04/03,38,40.19,40.19,9.90,20.40,26.60,116050,96
2019/04/03,39,42.00,42.00,7.05,7.05,23.10,132350,106
2019/04/03,40,30.20,30.20,7.42,7.42,17.02,107350,98
2019/04/03,41,20.00,20.00,7.05,15.50,14.10,157000,104
2019/04/03,42,20.00,20.00,7.37,15.81,13.14,119350,105
2019/04/03,43,15.00,16.52,7.34,12.77,10.41,67600,77
2019/04/03,44,13.00,15.36,7.61,11.75,9.98,76700,77
2019/04/03,45,22.00,22.00,7.62,12.76,13.69,219300,143
2019/04/03,46,22.00,22.00,6.43,12.76,14.57,190450,106
2019/04/03,47,13.01,13.51,7.45,9.06,11.94,115550,87
2019/04/03,48,15.01,15.01,7.30,10.38,12.28,105100,79
2019/04/04,1,9.45,9.45,7.00,7.05,8.36,22150,36
2019/04/04,2,8.65,10.77,6.75,10.77,9.05,21150,26
2019/04/04,3,7.22,10.71,5.53,10.71,7.35,11300,17
2019/04/04,4,8.80,10.45,6.02,10.45,8.34,19850,26
2019/04/04,5,8.86,10.53,6.56,10.53,7.79,21000,25
2019/04/04,6,9.67,9.80,6.74,9.02,7.95,21450,23
2019/04/04,7,9.51,9.51,6.70,8.94,7.34,107700,53
2019/04/04,8,8.26,9.02,6.70,9.02,7.46,108000,55
2019/04/04,9,6.73,8.97,5.64,8.97,7.23,64000,53
2019/04/04,10,6.73,9.16,4.81,6.35,7.61,65000,55
2019/04/04,11,8.60,9.30,6.14,6.55,7.39,125800,67
2019/04/04,12,8.88,9.38,6.70,7.39,8.50,35850,43
2019/04/04,13,12.55,14.05,7.00,7.05,11.60,38700,57
2019/04/04,14,12.55,13.39,7.00,7.05,11.36,49300,58
2019/04/04,15,8.45,13.03,4.86,5.29,7.58,209500,85
2019/04/04,16,8.84,13.10,5.16,8.11,9.75,119250,77
2019/04/04,17,6.22,13.06,4.52,5.00,7.78,35550,48
2019/04/04,18,6.96,13.81,4.75,5.94,7.03,45250,48
2019/04/04,19,4.36,13.83,4.00,10.00,6.52,40350,48
2019/04/04,20,3.50,13.83,3.50,7.24,6.51,48700,45
2019/04/04,21,3.88,13.83,3.88,9.66,6.96,51850,54
2019/04/04,22,6.26,13.83,3.57,6.33,6.12,53050,47
2019/04/04,23,6.49,13.81,3.65,6.61,6.22,49250,56
2019/04/04,24,6.38,13.81,3.05,6.01,5.64,48450,55
2019/04/04,25,4.95,13.15,2.16,7.04,4.72,50350,45
2019/04/04,26,4.95,13.18,0.01,0.01,4.70,80200,55
2019/04/04,27,6.30,13.83,2.58,5.10,5.75,79350,60
2019/04/04,28,6.36,7.32,3.03,6.16,5.81,76450,67
2019/04/04,29,6.24,13.84,3.50,6.18,5.96,46850,64
2019/04/04,30,8.32,13.84,3.83,6.40,6.05,47500,59
2019/04/04,31,6.41,13.81,4.00,6.35,5.59,37250,63
2019/04/04,32,5.67,13.83,4.07,6.41,6.08,45900,77
2019/04/04,33,10.08,13.81,5.00,8.21,12.42,289100,131
2019/04/04,34,11.34,15.02,6.31,6.31,7.87,130100,83
2019/04/04,35,13.71,14.21,6.74,6.74,10.30,35600,67
2019/04/04,36,17.00,17.00,8.00,12.42,12.87,84350,90
2019/04/04,37,17.00,20.00,8.18,12.16,14.70,155850,111
2019/04/04,38,17.00,20.00,10.24,12.47,14.02,150000,95
2019/04/04,39,14.50,15.00,8.14,12.12,12.40,56050,74
2019/04/04,40,14.39,14.80,7.00,10.97,11.50,39850,63
2019/04/04,41,14.39,14.39,7.64,11.62,11.01,34250,58
2019/04/04,42,13.62,16.71,6.38,6.38,10.95,34500,60
2019/04/04,43,13.63,16.71,7.41,10.82,11.32,38500,54
2019/04/04,44,6.21,16.00,6.21,9.00,9.84,32450,53
2019/04/04,45,12.40,13.40,7.00,7.20,10.40,63600,72
2019/04/04,46,12.40,13.20,5.95,6.95,12.19,180100,75
2019/04/04,47,7.89,10.00,7.12,7.12,8.51,34150,43
2019/04/04,48,6.86,10.00,6.86,7.12,9.07,24250,40
2019/04/05,1,6.18,8.11,5.55,7.05,6.52,15300,25
2019/04/05,2,7.00,7.21,5.94,7.04,6.57,16850,23
2019/04/05,3,7.75,8.00,5.39,7.05,7.06,36050,34
2019/04/05,4,8.33,8.33,5.39,7.05,7.03,41300,32
2019/04/05,5,8.49,8.49,5.21,6.99,7.01,74850,52
2019/04/05,6,8.58,8.58,5.79,8.00,7.11,73150,46
2019/04/05,7,8.66,8.98,5.46,6.90,7.23,157850,67
2019/04/05,8,8.67,9.05,5.78,6.90,7.25,157950,70
2019/04/05,9,8.83,9.12,5.51,6.95,7.25,202750,85
2019/04/05,10,8.74,9.25,5.46,6.95,7.24,199950,84
2019/04/05,11,8.41,9.25,6.63,6.63,7.25,168800,58
2019/04/05,12,7.99,9.12,6.66,6.66,7.11,158250,57
2019/04/05,13,7.29,7.90,5.94,6.76,6.89,19250,25
2019/04/05,14,8.77,10.00,5.94,6.76,7.54,33150,46
2019/04/05,15,7.00,7.76,6.40,7.76,7.07,20800,32
2019/04/05,16,7.00,7.18,5.94,7.05,6.82,13650,23
2019/04/05,17,8.42,12.70,6.30,6.79,6.61,8650,29
2019/04/05,18,6.52,12.70,6.42,7.24,7.19,12700,32
2019/04/05,19,4.63,12.83,4.63,7.10,7.40,11650,29
2019/04/05,20,6.34,12.81,5.70,6.74,7.38,12650,32
2019/04/05,21,4.98,12.71,4.88,5.08,6.37,10700,32
2019/04/05,22,6.06,12.71,4.75,5.00,6.42,11150,27
2019/04/05,23,5.61,12.81,5.00,5.88,6.06,13400,29
2019/04/05,24,5.67,12.79,3.79,9.57,6.60,12500,35
2019/04/05,25,4.38,12.63,2.50,4.32,3.47,42600,51
2019/04/05,26,4.88,12.53,2.50,4.22,3.98,42050,52
2019/04/05,27,5.48,12.80,3.38,6.00,4.86,56650,47
2019/04/05,28,6.31,8.59,3.67,4.33,5.25,44850,44
2019/04/05,29,6.41,9.51,3.62,4.91,5.23,39550,51
2019/04/05,30,8.96,9.51,4.86,5.72,5.75,42750,60
2019/04/05,31,4.36,11.00,3.20,11.00,4.99,48650,74
2019/04/05,32,9.13,10.26,3.20,6.32,5.32,44250,65
2019/04/05,33,6.01,8.98,4.01,6.01,5.76,42450,53
2019/04/05,34,7.00,7.92,4.73,6.18,6.21,70000,69
2019/04/05,35,8.75,9.15,6.00,8.15,8.09,93350,73
2019/04/05,36,7.70,10.58,5.82,7.05,7.52,64400,75
2019/04/05,37,7.39,10.33,5.39,7.94,6.88,112950,82
2019/04/05,38,10.69,10.69,5.80,7.68,7.07,114100,71
2019/04/05,39,7.37,10.93,5.81,6.18,7.35,122900,87
2019/04/05,40,6.83,11.91,6.18,6.18,7.18,123800,82
2019/04/05,41,6.67,11.00,6.12,9.07,7.02,111350,75
2019/04/05,42,6.66,10.53,6.10,7.75,6.93,109300,73
2019/04/05,43,6.74,11.80,6.19,6.22,6.92,132800,78
2019/04/05,44,6.51,11.13,6.11,11.13,6.89,122500,62
2019/04/05,45,6.16,8.97,5.29,8.59,6.75,92350,63
2019/04/05,46,6.16,10.00,4.94,6.18,7.16,37100,42
2019/04/05,47,7.07,10.47,5.36,6.20,6.13,30400,46
2019/04/05,48,8.47,13.72,4.91,6.90,6.05,25750,45
2019/04/06,1,7.58,7.58,5.22,5.26,5.29,377950,97
2019/04/06,2,6.99,6.99,5.26,5.26,5.32,404400,104
2019/04/06,3,5.88,5.88,5.12,5.24,5.24,366400,95
2019/04/06,4,6.03,6.03,5.19,5.24,5.24,423200,112
2019/04/06,5,6.94,6.94,5.16,5.24,5.29,532800,119
2019/04/06,6,7.43,7.43,5.16,5.24,5.30,544350,122
2019/04/06,7,7.52,7.52,5.28,5.28,5.48,588950,144
2019/04/06,8,7.60,7.60,5.28,5.28,5.58,458550,113
2019/04/06,9,7.64,7.64,4.91,5.76,5.66,339000,87
2019/04/06,10,7.54,7.54,4.91,5.72,5.63,330600,85
2019/04/06,11,7.06,11.00,4.87,6.86,5.78,390400,98
2019/04/06,12,7.06,11.00,4.87,6.86,5.62,312000,78
2019/04/06,13,7.13,7.90,4.85,6.84,5.36,284950,75
2019/04/06,14,7.13,7.13,4.38,6.84,5.32,286800,83
2019/04/06,15,4.70,5.28,4.06,5.28,4.47,26950,19
2019/04/06,16,2.53,5.25,2.53,5.25,4.44,29500,25
2019/04/06,17,3.40,6.11,2.30,5.18,4.13,43550,36
2019/04/06,18,3.33,5.19,1.75,5.19,4.13,38600,28
2019/04/06,19,4.69,5.23,2.35,4.38,3.81,39050,30
2019/04/06,20,3.35,5.15,2.27,4.44,3.55,40900,32
2019/04/06,21,3.30,5.28,0.01,3.85,3.22,59800,45
2019/04/06,22,2.13,5.28,0.01,0.01,3.18,82500,53
2019/04/06,23,4.00,5.28,0.81,3.04,3.06,90750,55
2019/04/06,24,3.41,5.28,0.81,3.04,2.93,94700,53
2019/04/06,25,3.41,3.80,0.01,3.21,1.97,169200,64
2019/04/06,26,3.41,3.73,0.01,0.01,1.92,181400,75
2019/04/06,27,3.46,4.09,0.01,4.00,2.90,102000,65
2019/04/06,28,4.00,4.10,0.93,4.00,3.06,119500,67
2019/04/06,29,4.00,4.70,0.01,4.70,3.05,85450,64
2019/04/06,30,2.13,4.71,0.01,3.71,3.23,83250,61
2019/04/06,31,3.20,5.30,2.35,3.23,4.61,98500,83
2019/04/06,32,4.68,5.30,2.41,4.93,4.71,99450,68
2019/04/06,33,4.87,6.61,2.49,4.00,4.22,68700,51
2019/04/06,34,13.12,13.12,2.98,4.00,4.90,83150,60
2019/04/06,35,5.38,11.49,4.38,5.45,5.60,65600,49
2019/04/06,36,5.95,13.54,4.90,5.00,5.91,56000,48
2019/04/06,37,7.18,8.71,5.18,6.46,6.80,228950,59
2019/04/06,38,8.65,9.90,5.49,6.18,6.84,262850,76
2019/04/06,39,8.45,13.79,5.15,7.62,6.68,355250,60
2019/04/06,40,8.45,8.81,5.19,6.46,6.73,190600,35
2019/04/06,41,8.13,8.51,5.77,7.00,6.56,149250,51
2019/04/06,42,8.13,11.83,5.81,7.00,6.66,157500,50
2019/04/06,43,7.00,7.99,5.14,6.00,5.40,148500,61
2019/04/06,44,6.38,7.99,4.92,6.00,5.36,146150,58
2019/04/06,45,9.07,9.07,4.91,5.28,5.31,358650,95
2019/04/06,46,5.95,11.66,4.60,5.28,5.30,260400,72
2019/04/06,47,6.95,9.07,4.90,5.24,5.26,355850,93
2019/04/06,48,5.87,8.98,4.53,5.24,5.24,259650,73
2019/04/07,1,4.67,6.20,4.12,4.12,5.09,283900,62
2019/04/07,2,4.59,6.20,4.59,4.94,5.11,371900,88
2019/04/07,3,4.67,6.20,4.67,4.92,5.23,281450,59
2019/04/07,4,4.67,6.17,4.67,4.92,5.23,386900,83
2019/04/07,5,4.81,6.30,4.81,4.94,5.21,510450,107
2019/04/07,6,4.87,6.33,4.19,4.19,5.20,522450,107
2019/04/07,7,4.87,6.37,4.87,5.24,5.24,482850,99
2019/04/07,8,4.87,6.37,4.87,5.24,5.24,438800,94
2019/04/07,9,4.87,6.37,4.87,5.24,5.23,448450,96
2019/04/07,10,4.87,6.37,4.87,5.24,5.23,492100,107
2019/04/07,11,4.89,6.37,4.89,4.90,5.21,298300,64
2019/04/07,12,4.96,6.40,4.90,4.96,5.20,258500,55
2019/04/07,13,8.60,8.60,4.90,5.16,5.27,492650,108
2019/04/07,14,5.72,13.47,4.45,4.45,5.33,358450,81
2019/04/07,15,3.70,11.26,3.35,3.60,3.66,48100,25
2019/04/07,16,2.06,11.25,2.06,3.60,3.69,45950,25
2019/04/07,17,2.57,11.41,2.30,3.58,3.62,47600,26
2019/04/07,18,2.07,11.41,2.07,3.58,3.60,49950,28
2019/04/07,19,2.68,5.00,0.01,3.99,3.42,56950,36
2019/04/07,20,2.38,5.00,0.01,3.74,3.40,57750,32
2019/04/07,21,3.07,10.95,0.01,3.74,3.43,52100,29
2019/04/07,22,2.46,10.86,0.01,3.50,3.43,55950,32
2019/04/07,23,3.09,10.86,0.01,3.02,3.42,55500,34
2019/04/07,24,3.09,11.35,0.01,1.26,3.42,52300,34
2019/04/07,25,3.09,10.86,0.01,4.11,3.48,58500,43
2019/04/07,26,3.16,10.95,0.01,3.52,3.50,57150,43
2019/04/07,27,11.68,11.68,0.01,7.84,4.03,78250,41
2019/04/07,28,2.14,11.70,0.01,7.84,4.00,86900,57
2019/04/07,29,2.56,11.70,2.12,5.50,4.26,72000,57
2019/04/07,30,3.00,12.04,3.00,5.50,4.09,73300,65
2019/04/07,31,3.12,12.19,3.12,5.10,4.41,66550,50
2019/04/07,32,3.12,12.19,3.12,5.00,4.39,50000,45
2019/04/07,33,3.28,12.02,3.28,5.05,5.01,114050,56
2019/04/07,34,3.32,12.06,3.32,5.05,4.95,149150,56
2019/04/07,35,4.17,13.08,4.17,5.50,5.19,296550,89
2019/04/07,36,5.29,12.79,4.87,5.00,5.24,255850,94
2019/04/07,37,5.48,12.98,5.48,6.13,5.91,80300,44
2019/04/07,38,5.48,7.00,5.48,5.88,6.05,112000,54
2019/04/07,39,8.79,12.98,5.48,5.63,6.36,184150,65
2019/04/07,40,5.48,12.98,5.47,5.47,6.14,110300,53
2019/04/07,41,7.93,12.98,5.48,5.63,5.92,76250,46
2019/04/07,42,8.25,12.91,5.41,5.88,5.93,75550,46
2019/04/07,43,5.41,12.91,5.36,5.97,5.81,68100,40
2019/04/07,44,5.29,12.79,5.29,5.72,5.80,67400,38
2019/04/07,45,5.13,9.25,4.87,5.37,5.19,367650,110
2019/04/07,46,6.98,8.84,4.72,4.95,5.16,313600,98
2019/04/07,47,3.51,7.22,3.51,5.37,5.23,297650,98
2019/04/07,48,3.37,7.22,3.37,5.38,4.79,61800,48
2019/04/08,1,5.16,5.50,4.77,5.14,5.33,29950,6
2019/04/08,2,4.42,5.50,4.32,4.91,5.12,41800,14
2019/04/08,3,4.06,6.28,4.06,5.35,5.05,96650,27
2019/04/08,4,4.29,6.36,4.29,5.10,5.06,95050,29
2019/04/08,5,5.00,7.05,3.82,4.80,5.20,188700,48
2019/04/08,6,7.56,7.56,3.82,5.15,5.40,186300,51
2019/04/08,7,4.43,7.00,3.83,5.24,5.39,163250,52
2019/04/08,8,4.43,7.00,3.83,5.24,5.39,162950,51
2019/04/08,9,7.75,7.75,3.74,5.17,5.65,137400,45
2019/04/08,10,7.95,7.95,4.83,5.83,5.73,142800,49
2019/04/08,11,5.36,7.44,4.30,4.30,5.60,155050,52
2019/04/08,12,6.96,7.20,5.21,5.86,6.10,230050,50
2019/04/08,13,7.16,8.07,5.00,5.55,5.67,140100,33
2019/04/08,14,7.09,12.71,5.00,5.42,6.44,209450,47
2019/04/08,15,6.04,12.71,4.38,7.00,5.39,305850,69
2019/04/08,16,6.19,7.00,4.38,7.00,5.20,293400,69
2019/04/08,17,6.70,7.49,4.90,5.89,5.34,50950,19
2019/04/08,18,6.55,7.76,4.92,7.00,5.60,42850,21
2019/04/08,19,7.40,7.59,5.16,7.00,6.13,16550,16
2019/04/08,20,1.72,6.09,1.72,5.95,5.42,34750,23
2019/04/08,21,2.17,12.94,2.17,5.12,5.25,262950,67
2019/04/08,22,1.81,14.57,1.81,5.37,5.27,266300,72
2019/04/08,23,2.39,12.94,2.39,4.18,5.17,58700,39
2019/04/08,24,2.37,12.94,2.37,4.58,5.26,66000,42
2019/04/08,25,4.32,10.62,2.47,5.69,4.51,39600,39
2019/04/08,26,4.26,10.56,3.00,4.83,4.56,41150,47
2019/04/08,27,4.84,11.10,4.59,4.81,5.15,267200,110
2019/04/08,28,14.53,14.53,4.59,4.77,5.17,272600,119
2019/04/08,29,5.57,12.84,4.76,5.57,5.31,258150,115
2019/04/08,30,5.95,12.84,4.65,5.12,5.75,56500,75
2019/04/08,31,7.44,12.84,3.20,12.70,7.72,71200,71
2019/04/08,32,9.31,15.02,5.24,8.21,8.60,164350,93
2019/04/08,33,20.00,20.00,5.19,5.63,8.46,177650,93
2019/04/08,34,8.07,25.00,5.31,6.16,8.99,77500,73
2019/04/08,35,15.00,15.00,5.22,5.93,8.60,59650,75
2019/04/08,36,9.48,20.00,7.15,8.30,9.86,94000,86
2019/04/08,37,8.80,20.00,7.96,10.00,11.31,141500,98
2019/04/08,38,12.53,15.22,8.18,10.00,10.77,171600,101
2019/04/08,39,12.45,15.12,8.22,11.74,11.30,87350,79
2019/04/08,40,12.45,14.45,8.31,12.46,12.11,266500,117
2019/04/08,41,12.20,14.00,7.43,8.30,10.99,90000,80
2019/04/08,42,12.20,12.20,7.18,9.00,10.29,64300,64
2019/04/08,43,8.18,9.00,6.46,9.00,7.42,61400,71
2019/04/08,44,6.67,11.37,5.14,8.07,6.89,84800,90
2019/04/08,45,8.18,10.58,6.10,8.51,8.08,49700,65
2019/04/08,46,8.18,8.81,6.51,7.20,7.81,48250,65
2019/04/08,47,8.65,9.65,6.09,8.85,7.58,52950,64
2019/04/08,48,6.57,10.44,5.19,7.09,6.76,81650,82
2019/04/09,1,37.00,40.00,7.20,13.12,21.53,194000,101
2019/04/09,2,14.10,14.80,5.94,14.80,12.00,33850,47
2019/04/09,3,13.72,13.72,5.71,13.07,11.70,19250,36
2019/04/09,4,13.69,13.69,4.73,12.19,10.66,21550,39
2019/04/09,5,10.52,10.82,5.65,10.82,7.69,71750,46
2019/04/09,6,10.50,10.80,6.18,10.80,7.85,65200,45
2019/04/09,7,9.45,10.26,6.00,6.72,6.89,70050,52
2019/04/09,8,10.45,10.45,6.00,7.46,6.89,62700,54
2019/04/09,9,10.68,10.68,6.00,6.98,6.94,61850,54
2019/04/09,10,10.71,10.71,6.00,8.12,7.15,71100,54
2019/04/09,11,12.41,12.41,6.25,8.79,7.98,35750,62
2019/04/09,12,18.10,20.00,6.00,7.91,10.57,69550,78
2019/04/09,13,15.85,15.96,6.18,8.62,9.30,72600,75
2019/04/09,14,20.10,23.00,6.00,8.11,19.93,208550,107
2019/04/09,15,8.15,11.66,3.00,5.54,4.00,80800,51
2019/04/09,16,5.65,10.00,4.90,5.25,5.18,216300,85
2019/04/09,17,4.48,10.00,4.48,5.13,5.46,266250,112
2019/04/09,18,4.99,13.06,4.90,4.90,5.50,268200,99
2019/04/09,19,6.09,13.81,4.94,5.36,5.58,205550,83
2019/04/09,20,4.50,13.06,4.50,5.50,5.58,201450,77
2019/04/09,21,6.42,12.20,3.71,5.36,5.46,105350,57
2019/04/09,22,9.87,12.61,3.67,5.50,5.55,104850,53
2019/04/09,23,9.88,12.63,3.62,5.33,5.97,12450,29
